Review,Rating,Date,Sentiment
"Kết nối mượt mà và ổn định, Thiết kế chắc chắn và bền bỉ, Chất lượng video rõ nét, Giám sát trong nhà đáng tin cậy, Chất lượng video rõ nét, Giám sát trong nhà đáng tin cậy,  ",5,07 thg 9 2024,POS
"Good camera, I can watch my dog from work, sometimes it’s impossible to connect to the microphone  ",5,05 thg 10 2022,POS
lỗi ko nhận đc thẻ nhớ ,5,20 thg 8 2024,NEG
"🌙Tầm nhìn ban đêm:Kết nối mượt mà và ổn định, Kết nối mượt mà và ổn định, Kết nối mượt mà và ổn định, Kết nối mượt mà và ổn định, Kết nối mượt mà và ổn định,  ",5,17 thg 9 2024,POS
"Chất lượng video rõ nét,  ",5,20 thg 9 2024,POS
"Kết nối:ok
 Giá Cả:ok
 Độ phân giải:ok ",5,22 thg 6 2024,POS
"Âm thanh hai chiều tiện lợi, Thiết kế chắc chắn và bền bỉ, Dịch vụ khách hàng tuyệt vời, Dễ dàng cài đặt và lắp đặt, Phạm vi phủ sóng rộng, Kết nối mượt mà và ổn định, Chất lượng hình ảnh ban đêm tuyệt vời, Chất lượng video rõ nét ",5,15 thg 7 2024,POS
"Dịch vụ khách hàng tuyệt vời, Chất lượng hình ảnh ban đêm tuyệt vời, Giám sát trong nhà đáng tin cậy, Kết nối mượt mà và ổn định, Giám sát trong nhà đáng tin cậy,  ",5,06 thg 7 2024,POS
"Sản phẩm đúng như quảng cáo, giao hàng nhanh, shipper nhiệt tình  ",5,11 thg 7 2024,POS
Camera ổn hình ảnh đẹp sẽ mua thêm lần nữa hình ảnh mang tính chất  ,5,15 thg 2 2024,POS
"Âm thanh hai chiều tiện lợi,  ",5,07 thg 9 2024,POS
"tuyệt, giao hàng nhanh.  hỏi thăm, buổi tối sau khi tắt đèn từ 12h khuya đến 6h sáng thì không có ghi lại hay sao shop?  ",5,09 thg 3 2024,POS
đjhdhhjxjxdjjddjxjjxjxxjxjxjxjxjdjxjxjdjdjdjsjsjsjsjs ,5,26 thg 9 2024,POS
"Giá Cả:tuyệt vời.ko thể tin nổi. 
 ",5,06 thg 4 2024,POS
"Chất lượng sản phẩm tốt,phù hợp với giá tiền.Hy vọng sẽ sử dụng bền. ",5,14 thg 6 2024,POS
"Chất lượng hình ảnh ban đêm tuyệt vời, Kết nối mượt mà và ổn định, Dễ dàng cài đặt và lắp đặt, Tính năng theo dõi chuyển động thông minh, Kết nối mượt mà và ổn định, Tính năng theo dõi chuyển động thông minh,  ",5,14 thg 7 2024,POS
"Giám sát trong nhà đáng tin cậy, Giám sát trong nhà đáng tin cậy,  ",5,3 tuần trước,POS
"cam tốt, nét lắm mọi người ơi. nên mua nha ☺️☺️",5,26 thg 6 2023,POS
"Dễ dàng thiết lập và cài đặt, Tầm nhìn ban đêm chất lượng cao, Âm thanh hai chiều tiện lợi, Kết cấu chắc chắn và bền, Tầm nhìn ban đêm chất lượng cao,  ",5,13 thg 9 2024,POS
"Giao hàng nhanh, đóng gói cẩn thận. Đã từng mua hàng của shop nên tin tưởng vào sản phẩm.  ",5,14 thg 9 2024,POS
"săn sale nên được giá tốt
trước mình mua con h6c pro 2k êm quá định mua thử con này mà ko ok bằng. để trong nhà thì khá ổn (ko xoay theo khi có người vì con này chỉ có tính năng xoay khi có bất kì chuyển động nào 😑, lá cây rung nó cũng xoay nên tắt cho đỡ phiền) ",5,08 thg 8 2024,NEU
"📺Độ phân giải:  Phạm vi phủ sóng rộng, Kết cấu chắc chắn và bền, Dễ dàng thiết lập và cài đặt, Kết nối mượt mà và ổn định,  ",5,2 tuần trước,POS
OK,5,19 thg 6 2023,POS
"đóng gói cẩn thận thiếu sốp nữa là tuyệt vời.
vận chuyển nhanh chóng. cam độ phân giải tốt.
sẽ mua thêm khi có nhu cầu. ",5,11 thg 9 2024,POS
"Giá Cả:săn sale được giá tốt 
 Kết nối:kết nối dễ dàng
 Độ phân giải:độ phân giải cao cho hình ảnh rõ nét
cáp sạc dài 2m tiện lợi cho việc lắp đặt  ",5,28 thg 6 2024,POS
"Chất lượng video rõ nét, Thiết kế chắc chắn và bền bỉ, Giám sát trong nhà đáng tin cậy,  ",5,12 thg 7 2024,POS
"Âm thanh hai chiều tiện lợi, Phạm vi phủ sóng rộng, Chất lượng hình ảnh ban đêm tuyệt vời,  ",5,09 thg 8 2024,POS
"giá rẻ , chất lượng ok , đóng gói cẩn thận . ",5,07 thg 6 2024,POS
"🌙Tầm nhìn ban đêm:  Âm thanh hai chiều tiện lợi, Giám sát trong nhà đáng tin cậy, Chất lượng video rõ nét và sắc nét, Dễ dàng thiết lập và cài đặt,  ",5,4 tuần trước,POS
"Dễ dàng cài đặt và lắp đặt, Giám sát trong nhà đáng tin cậy, Dịch vụ khách hàng tuyệt vời, Tính năng theo dõi chuyển động thông minh,  ",5,12 thg 7 2024,POS
"Tính năng theo dõi chuyển động thông minh, Dịch vụ khách hàng xuất sắc, Phạm vi phủ sóng rộng, Tính năng theo dõi chuyển động thông minh,  ",5,01 thg 9 2024,POS
"Âm thanh hai chiều tiện lợi, Dễ dàng thiết lập và cài đặt, Tính năng theo dõi chuyển động thông minh,  ",5,18 thg 9 2024,POS
sản phẩm rất tốt ,5,09 thg 9 2024,POS
"Chất lượng video rõ nét và sắc nét, Tầm nhìn ban đêm chất lượng cao, Dễ dàng thiết lập và cài đặt, Tầm nhìn ban đêm chất lượng cao, Tính năng theo dõi chuyển động thông minh, Chất lượng video rõ nét và sắc nét, Dễ dàng thiết lập và cài đặt, Tầm nhìn ban đêm chất lượng cao, Tính năng theo dõi chuyển động thông minh, Chất lượng video rõ nét và sắc nét,  ",5,3 tuần trước,POS
"Phạm vi phủ sóng rộng, Kết nối mượt mà và ổn định, Giám sát trong nhà đáng tin cậy, Dịch vụ khách hàng tuyệt vời. Sale tầm dưới 300k là ổn. ",5,09 thg 8 2024,POS
"Độ phân giải:  Tầm nhìn ban đêm chất lượng cao, Tính năng theo dõi chuyển động thông minh, Giám sát trong nhà đáng tin cậy, Kết cấu chắc chắn và bền,  ",5,24 thg 8 2024,POS
"Giá Cả: rẻ
 Kết nối: tốt
 Độ phân giải: sắc nét
 ",5,10 thg 6 2024,POS
"Giao nhanh giá tốt,đúng số lượng ,đúng mẫu,sẽ ủng hộ tiếp trong thời gian tới,cho shop 5 sao. ",5,08 thg 6 2024,POS
"Âm thanh hai chiều tiện lợi, Phạm vi phủ sóng rộng, Dịch vụ khách hàng xuất sắc, . mua lần 3 rồi vẫn ok  ",5,19 thg 9 2024,POS
"📺Độ phân giải:hàng chất lượng.
 📱Truy cập từ xa:nhanh tốt số với tầm giá
 ",5,4 tuần trước,POS
camera ổn trong tầm giá ,5,24 thg 8 2024,POS
"cũng k rõ lắm .tạm đcChất lượng video.Dễ dàng cài đặt và lắp đặt,  ",5,22 thg 7 2024,POS
"📺Độ phân giải:tạm được
 🌙Tầm nhìn ban đêm:tạm được ",5,20 thg 9 2024,POS
"Âm thanh hai chiều tiện lợi, Chất lượng video rõ nét và sắc nét, Dịch vụ khách hàng xuất sắc, Kết cấu chắc chắn và bền,  ",5,10 thg 9 2024,POS
"tốt , chất lượng ,  ",5,13 thg 6 2024,POS
"📱Truy cập từ xa:Tính năng theo dõi chuyển động thông minh, Phạm vi phủ sóng rộng, Chất lượng video rõ nét và sắc nét, Kết nối mượt mà và ổn định,
Tính năng theo dõi chuyển động thông minh, Dễ dàng thiết lập và cài đặt, Kết cấu chắc chắn và bền,  ",5,2 tuần trước,POS
"Phạm vi phủ sóng rộng, Kết nối mượt mà và ổn định, Âm thanh hai chiều tiện lợi,  ",5,31 thg 7 2024,POS
hàng đẹp ,5,17 thg 9 2024,POS
"📱Truy cập từ xa:Tính năng theo dõi chuyển động thông minh, Phạm vi phủ sóng rộng, Chất lượng video rõ nét và sắc nét, Kết nối mượt mà và ổn định,
Tính năng theo dõi chuyển động thông minh, Dễ dàng thiết lập và cài đặt, Kết cấu chắc chắn và bền,  ",5,2 tuần trước,POS
"Phạm vi phủ sóng rộng, Kết nối mượt mà và ổn định, Âm thanh hai chiều tiện lợi,  ",5,31 thg 7 2024,POS
hàng đẹp ,5,17 thg 9 2024,POS
"Kết cấu chắc chắn và bền, Tính năng theo dõi chuyển động thông minh, Âm thanh hai chiều tiện lợi, Tầm nhìn ban đêm chất lượng cao,  ",5,14 thg 9 2024,POS
"Dễ dàng cài đặt và lắp đặt, Âm thanh hai chiều tiện lợi, Dịch vụ khách hàng tuyệt vời, Kết nối mượt mà và ổn định, Kết nối mượt mà và ổn định,  ",5,07 thg 7 2024,POS
"Chất lượng video rõ nét và sắc nét, ",5,01 thg 9 2024,POS
"Chất lượng video rõ nét và sắc nét, Tính năng theo dõi chuyển động thông minh, Dịch vụ khách hàng xuất sắc,  ",5,15 thg 9 2024,POS
tốt ,5,01 thg 7 2024,POS
Giá Cả:tạm hợp lí ,5,14 thg 6 2024,POS
"Giao hành nhanh chóng, đóng gói cẩn thận, hàng chắc chắn, sử dụng tốt ",5,16 thg 7 2024,POS
"Giá Cả:  KM nên mua giá rẻ
Âm thanh hai chiều tiện lợi, 
Dễ dàng cài đặt và lắp đặt, 
Đã xài camera ezviz nhiều rồi nên k cần phải giới thiệu ",5,09 thg 8 2024,POS
"Tính năng theo dõi chuyển động thông minh, Tính năng theo dõi chuyển động thông minh, Kết nối mượt mà và ổn định,  ",5,15 thg 9 2024,POS
"Giao hành nhanh chóng, đóng gói cẩn thận, hàng chắc chắn, sử dụng tốt ",5,16 thg 7 2024,POS
"Giá Cả:  KM nên mua giá rẻ
Âm thanh hai chiều tiện lợi, 
Dễ dàng cài đặt và lắp đặt, 
Đã xài camera ezviz nhiều rồi nên k cần phải giới thiệu ",5,09 thg 8 2024,POS
"Tính năng theo dõi chuyển động thông minh, Tính năng theo dõi chuyển động thông minh, Kết nối mượt mà và ổn định,  ",5,15 thg 9 2024,POS
"Giao hành nhanh chóng, đóng gói cẩn thận, hàng chắc chắn, sử dụng tốt ",5,16 thg 7 2024,POS
"Giá Cả:  KM nên mua giá rẻ
Âm thanh hai chiều tiện lợi, 
Dễ dàng cài đặt và lắp đặt, 
Đã xài camera ezviz nhiều rồi nên k cần phải giới thiệu ",5,09 thg 8 2024,POS
"Tính năng theo dõi chuyển động thông minh, Tính năng theo dõi chuyển động thông minh, Kết nối mượt mà và ổn định,  ",5,15 thg 9 2024,POS
"Camera dễ cài đặt, giọng nói bắng tiếng việt, dễ sử dụng, màu sắc đẹp ",5,12 thg 3 2024,POS
"Giao hàng tận nơi, đúng mẫu mã. Đầy đủ phụ kiện ,  giá tốt đóng gói cẩn thận  ",5,30 thg 6 2024,POS
"Chất lượng video rõ nét và sắc nét, Kết nối mượt mà và ổn định, Dễ dàng thiết lập và cài đặt, Giám sát trong nhà đáng tin cậy,  ",5,3 tuần trước,POS
"Âm thanh hai chiều tiện lợi, Phạm vi phủ sóng rộng, Giám sát trong nhà đáng tin cậy, Chất lượng video rõ nét và sắc nét,  ",5,18 thg 9 2024,POS
Xứng đáng và rất nên mua ,5,10 thg 6 2024,POS
Hàng dễ cài đặt. Mua thêm cái chân đế mà cuối cùng lại ko dùng đến,5,15 thg 12 2021,POS
"Dịch vụ khách hàng xuất sắc, Chất lượng video rõ nét và sắc nét, Tầm nhìn ban đêm chất lượng cao, Dễ dàng thiết lập và cài đặt, Giám sát trong nhà đáng tin cậy, Âm thanh hai chiều tiện lợi, Kết nối mượt mà và ổn định, Kết cấu chắc chắn và bền,  ",5,2 tuần trước,POS
"Đã nhận hàng chưa boc tem đã tét thử thẻ nhớ.
1 cam nhận thẻ 1 cam không nhận . Cam này mua dùm nên chưa thử. Lần sau sẻ phản hồi shop tiếp nhé ",5,11 thg 6 2024,POS
"Thiết kế chắc chắn và bền bỉ, Dịch vụ khách hàng tuyệt vời, Dễ dàng cài đặt và lắp đặt, Tính năng theo dõi chuyển động thông minh, Giám sát trong nhà đáng tin cậy, Chất lượng hình ảnh ban đêm tuyệt vời,  ",5,11 thg 7 2024,POS
"Phạm vi phủ sóng rộng, Kết nối mượt mà và ổn định, Dịch vụ khách hàng xuất sắc, Dễ dàng thiết lập và cài đặt,  ",5,11 thg 8 2024,POS
xjxjxhxhdhdhdhdhdjdjdjsjejejejejejejejwjwjwjwjwjwjwj ,5,26 thg 9 2024,POS
"Giá Cả:  phù hợp
 Kết nối:  tốt
 Độ phân giải:  bình thường
Vvvvvvvvvvvvvvvvvvvv
Vvvvvvvvvvv ",5,29 thg 2 2024,POS
"Camera rõ nét, âm thanh tốt. Giá hợp lý",5,04 thg 10 2024,POS
"Chất lượng video rõ nét, Dễ dàng cài đặt và lắp đặt, Tính năng theo dõi chuyển động thông minh,  ",5,10 thg 7 2024,POS
"  
  
  
  Alibaba la la la
 Kết nối:  djkn ruop giilhg. hkl gikk fjkl chjm. vjjk dgjk ",5,30 thg 12 2023,POS
"Chất lượng video rõ nét và sắc nét, Giám sát trong nhà đáng tin cậy, Kết cấu chắc chắn và bền,  ",5,2 tuần trước,POS
"🌙Tầm nhìn ban đêm:rõ nét 
 📱Truy cập từ xa:ok
 📺Độ phân giải:1080 ",5,3 tuần trước,POS
"Âm thanh hai chiều tiện lợi, Tính năng theo dõi chuyển động thông minh, Tính năng theo dõi chuyển động thông minh,  ",5,14 thg 9 2024,POS
"Giá Cả:rất tốt. 

 Kết nối:nhanh chóng thuận tiện

 Độ phân giải:đủ dùng ",5,29 thg 6 2024,POS
"Giám sát trong nhà đáng tin cậy, Dễ dàng thiết lập và cài đặt, Kết cấu chắc chắn và bền,  ",5,16 thg 9 2024,POS
"Kết cấu chắc chắn và bền, Dễ dàng thiết lập và cài đặt, Âm thanh hai chiều tiện lợi, Giám sát trong nhà đáng tin cậy, Giám sát trong nhà đáng tin cậy,  ",5,04 thg 9 2024,POS
"Chất lượng hình ảnh ban đêm tuyệt vời, Âm thanh hai chiều tiện lợi, Dễ dàng cài đặt và lắp đặt,  ",5,10 thg 7 2024,POS
"Giá Cả:hợp lí 
 Kết nối:sản pham sd tot .hìnhvrox nét 
 Độ phân giải:sắc nét 
 ",5,10 thg 3 2024,POS
Chất lượng,5,21 thg 6 2023,POS
"sản phẩm giống mô tả giao hàng nhanh
Kết nối mượt mà và ổn định,  ",5,10 thg 8 2024,POS
Chất lượng cũng ok cam để trong nhà quay được góc siêu rộng nhưng cảm biến chuyển động hơi kém ,5,19 thg 7 2024,NEU
"Giá Cả:tốt
ok
 Độ phân giải:ngon lành

 Kết nối:ổn định 10 điểm cho ",5,02 thg 8 2024,POS
ok ,5,22 thg 9 2024,POS
"camera dùng tốt, không vấn đề gì, giao hàng nhanh. âm thanh hai chiều tiện lợi.  ",5,05 thg 10 2024,POS
"Chất lượng video rõ nét và sắc nét, Kết cấu chắc chắn và bền, Tầm nhìn ban đêm chất lượng cao, Kết cấu chắc chắn và bền, Dễ dàng thiết lập và cài đặt, Tầm nhìn ban đêm chất lượng cao, Dễ dàng thiết lập và cài đặt, Kết cấu chắc chắn và bền, Dễ dàng thiết lập và cài đặt,  ",5,24 thg 9 2024,POS
oke ,5,14 thg 6 2024,POS
"Giám sát trong nhà đáng tin cậy, Phạm vi phủ sóng rộng, Giám sát trong nhà đáng tin cậy,  ",5,14 thg 8 2024,POS
"Kết nối mượt mà và ổn định, Dễ dàng thiết lập và cài đặt, Kết cấu chắc chắn và bền, Âm thanh hai chiều tiện lợi,  ",5,04 thg 9 2024,POS
"Chất lượng video rõ nét và sắc nét, Âm thanh hai chiều tiện lợi,  ",5,3 tuần trước,POS
"📺Độ phân giải:  Giám sát trong nhà đáng tin cậy, Kết cấu chắc chắn và bền, Phạm vi phủ sóng rộng,  ",5,3 tuần trước,POS
"Giá Cả: tốt 
 Kết nối: êm 
 Độ phân giải: 
Đẹp ",5,30 thg 8 2023,POS
"Chất lượng video rõ nét, Tính năng theo dõi chuyển động thông minh, Âm thanh hai chiều tiện lợi, Dịch vụ khách hàng tuyệt vời,  ",5,04 thg 8 2024,POS
"Tính năng theo dõi chuyển động thông minh, Kết nối mượt mà và ổn định, Giám sát trong nhà đáng tin cậy,  ",5,20 thg 8 2024,POS
"Giá Cả: tốt 
 Kết nối: êm 
 Độ phân giải: 
Đẹp ",5,30 thg 8 2023,POS
"Chất lượng video rõ nét, Tính năng theo dõi chuyển động thông minh, Âm thanh hai chiều tiện lợi, Dịch vụ khách hàng tuyệt vời,  ",5,04 thg 8 2024,POS
"Tính năng theo dõi chuyển động thông minh, Kết nối mượt mà và ổn định, Giám sát trong nhà đáng tin cậy,  ",5,20 thg 8 2024,POS
"Giá Cả: tốt 
 Kết nối: êm 
 Độ phân giải: 
Đẹp ",5,30 thg 8 2023,POS
"Chất lượng video rõ nét, Tính năng theo dõi chuyển động thông minh, Âm thanh hai chiều tiện lợi, Dịch vụ khách hàng tuyệt vời,  ",5,04 thg 8 2024,POS
"Tính năng theo dõi chuyển động thông minh, Kết nối mượt mà và ổn định, Giám sát trong nhà đáng tin cậy,  ",5,20 thg 8 2024,POS
"Giá Cả: tốt 
 Kết nối: êm 
 Độ phân giải: 
Đẹp ",5,30 thg 8 2023,POS
"Chất lượng video rõ nét, Tính năng theo dõi chuyển động thông minh, Âm thanh hai chiều tiện lợi, Dịch vụ khách hàng tuyệt vời,  ",5,04 thg 8 2024,POS
"Tính năng theo dõi chuyển động thông minh, Kết nối mượt mà và ổn định, Giám sát trong nhà đáng tin cậy,  ",5,20 thg 8 2024,POS
"Chất lượng video rõ nét và sắc nét, nhận xét lấy xu chưa dùng chưa biết ",5,02 thg 9 2024,POS
Hài lòng cảm ơn shopTận tình hướng dẫn rất hay lòng chúc shop mua may bán đắt giao hàng cũng nhanh,5,03 thg 8 2022,POS
"Tính năng theo dõi chuyển động thông minh, Dễ dàng thiết lập và cài đặt, Kết nối mượt mà và ổn định,  ",5,30 thg 9 2024,POS
"Mới nhận chưa biết làm gì nhưng giao hàng mới đủ phụ kiện hi vọng dùng ngon, cám ơn shop nhiều  ",5,14 thg 9 2024,POS
"cam nét, đẹp chính hãng xịn xò, bước đầu chon 5*, tiếp tục ủng hộ khi có nhu cầu 
 🌙Tầm nhìn ban đêm:Phạm vi phủ sóng rộng, Chất lượng video rõ nét và sắc nét,  ",5,15 thg 9 2024,POS
"Kết cấu chắc chắn và bền, Kết nối mượt mà và ổn định, Tầm nhìn ban đêm chất lượng cao, Phạm vi phủ sóng rộng,  ",5,27 thg 8 2024,POS
