Review,Rating,Date,Sentiment
"Shop đóng gói sản phẩm chắc chắn, giao hàng nhanh lắm, phiên bản mới rất cutee luôn mua vào dịp 11/11 nên săn chỉ 89k tận 2 tuýt sữa rửa mặt lận cảm ơn shop rất nhiều!!!",4,09 thg 1 2024,POS
"giao hàng nhanh,  sữa rữa mặt chính hạng, đóng gói kỹ, cảm ơn......mua được giảm xu cảm ơn lazada ",4,26 thg 7 2023,POS
"hada labo thì ko còn gì để review ròi, tui xài chắc chục tuýp r quá
Guardian giao nhanh, đóng gói kĩ Hiệu quả:sạch da lắm",4,30 thg 8 2023,POS
"Chào bạn, Guardian xin cảm ơn bạn đã chia sẻ đánh giá tích cực cho gian hàng. Đánh giá của bạn sẽ là động lực để Guardian luôn cố gắng đem đến cho bạn những trải nghiệm mua hàng tốt nhất. Hy vọng Guardian có thể nhận được nhiều đơn hàng từ bạn và đồng hành cùng bạn trong tương lai. Chúc bạn và những người thân yêu có thật nhiều sức khỏe !",4,31 thg 12 2022,NEU
Với 100% giáo viên nước ngoài sẽ giúp bạn luyện phát âm chuẩn quốc tế. Học viên có thể chọn gói học theo ngân sách của mình và hủy lịch học không bị mất phí ,4,03 thg 3 2023,POS
"Giao hàng nhanh, shiper thân thiện, đặt hôm trước là hôm sau giao liền, đã dùng srm của hãng này nhiều lần và rất ok cho mọi loại da ",4,19 thg 6 2024,POS
"đóng gói chắc chắn, đã sd nhìu tuýp srm hadalabo rồi nên khá quen thuộc cg ko đánh giá gì nhìu, nay ra phiên bản disney xinh xẻo qtr 💗😻",4,31 thg 3 2024,POS
"Chào bạn, cảm ơn bạn đã chia sẻ trải nghiệm hài lòng cũng như đánh giá tốt về sản phẩm cho Guardian. Mong bạn sẽ luôn tiếp tục ủng hộ Guardian trong tương lai và đừng quên giới thiệu gian hàng cho người thân và bạn bè nữa nha.",4,18 thg 9 2022,POS
"rửa sạch bụi bẩn, không làm khô da. Đóng gói cẩn thận, date xa. ",4,20 thg 6 2024,POS
"Rất là dịu nhẹ, ẩm trên da k bị khô rít, mua trên laz còn rẻ hơn mua ở ngoài nữa",4,03 thg 3 2024,POS
"Chào bạn, Guardian xin cảm ơn bạn đã chia sẻ đánh giá tích cực cho gian hàng. Đánh giá của bạn sẽ là động lực để Guardian luôn cố gắng đem đến cho bạn những trải nghiệm mua hàng tốt nhất. Hy vọng Guardian có thể nhận được nhiều đơn hàng từ bạn và đồng hành cùng bạn trong tương lai. Chúc bạn và những người thân yêu có thật nhiều sức khỏe !",4,30 thg 1 2024,NEU
"Hiệu quả: 
Ổn nhaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ",4,07 thg 7 2023,POS
"đã sử dụng rất nhiều lần, tạo bọt nhiều, không kích ứng, rất hài lòng, giao hàng nhanh chóng!",4,16 thg 9 2024,POS
"Shop đóng gói và giao hàng nhanh, lần thứ n sử dụng của hãng này rồi nên chất lượng không phải bàn ",4,18 thg 6 2024,POS
"Chất lượng:tốt
 Kết cấu:đặc dạng kem
 Hiệu quả:làm sạch da mặt
Làm sach khá tốt và dịu nhẹ, phù hợp với nhiều loại da ",5,20 thg 5 2024,POS
"Chất lượng:tốt Kết cấu:đẹp nhưng vỏ bìa hơi dơ Hiệu quả:tốt
từng sử dụng hãng này khuyên mn nên mua
mãi ủng hộ shop",5,07 thg 10 2022,POS
"Nhẹ nhàng với da, Không làm khô da sau khi sử dụng, Làm dịu và làm dịu da,  ",5,16 thg 11 2022,POS
"Sản phẩm tốt chính hãng, mua nhiều với giá hợp lý, sẽ mua tiếp khi cần ",5,03 thg 2 2023,POS
"hàng giao nhanh, đóng gói cẩn thận, đồ của shop này thì khỏi phải sợ hàng giả mà mua đúng dịp giảm giá nên mua liền 2sp",5,16 thg 7 2021,POS
"Giao hàng nhanh, đóng gói kỹ, sửa rửa mặt Hadalabo thi qua tot roi ",5,15 thg 5 2024,POS
"Da mềm mịn và tươi mới, Cải thiện kết cấu da, Giữ cho da luôn ẩm,  ",5,03 thg 6 2024,POS
"Cải thiện kết cấu da, Mang lại cảm giác sạch sẽ và tươi mới, Làm dịu và làm dịu da, Không làm khô da sau khi sử dụng,  ",5,17 thg 12 2023,POS
"Ok. Giá rẻ bao bỉ dễ thương.
Vhjbnk đóng gói tốt 
Ghjjbc mggh ch hjjjghkkvvkkjvjgceertyiijgf",5,02 thg 4 2024,POS
"Chất lượng dùng ok lắm nhaaaaa
Giao haàng nhanh nữaaaaa
Nên mua ",5,15 thg 12 2023,POS
"Khôi phục sự cân bằng tự nhiên của da, Mang lại cảm giác sạch sẽ và tươi mới,  ",5,13 thg 4 2024,POS
rất tốt gggggggggggggghhhhhggggg gggggggggggggghhhhhgg ,5,12 thg 12 2022,POS
"đóng gói chắc chắn, giao hàng nhanh chóng, giao đủ số lượng hàng ",5,08 thg 7 2024,POS
"Không làm khô da sau khi sử dụng, Mang lại làn da khỏe mạnh và sáng rõ,  ",5,05 thg 10 2023,POS
"sp ok ,.............................................. ",5,07 thg 8 2022,POS
"Đã dùng n tuýp trong khoảng 10 năm,k có j để che,dat xa 2027. Áp xu còn 35k. Sẽ ủng hộ tiếp. Ảnh minh hoạ ",5,30 thg 9 2023,POS
"Leaves skin feeling soft and refreshed, Leaves no dryness after use,  đã nhận đc hàng, chính hãng ",5,01 thg 4 2024,POS
thấy mn review nhiều nên xài thử ạ   mong là hợp với da của mình ♥️♥️ ,5,27 thg 2 2024,POS
mùi ban đầu có chút ko quen dùng lâu r sẽ nghiện luôn,5,07 thg 8 2021,POS
"Chào bạn, Guardian xin cảm ơn bạn đã chia sẻ đánh giá tích cực cho gian hàng. Đánh giá của bạn sẽ là động lực để Guardian luôn cố gắng đem đến cho bạn những trải nghiệm mua hàng tốt nhất. Hy vọng Guardian có thể nhận được nhiều đơn hàng từ bạn và đồng hành cùng bạn trong tương lai. Chúc bạn và những người thân yêu có thật nhiều sức khỏe !",5,26 thg 7 2022,NEU
"Shop giao hàng nhanh và đầy đủ. Sản phẩm chất lượng, rất hài lòng. ",5,14 thg 4 2023,POS
"Mang lại làn da rạng rỡ và trẻ trung, Loại bỏ tạp chất và bụi bẩn hiệu quả,  ",5,14 thg 12 2023,POS
"nghe mn khen srm này nhiều đặt luôn 2 chai. shop này gói kĩ và giao nhanh, ship rẻ ",5,28 thg 2 2024,POS
tốt👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 ,5,24 thg 6 2024,POS
"Shop đóng gói hàng nhanh
Dùng xong không cảm thấy căng da
Ok nhe
8 điểm😊☺️🙆🏼‍♀️😙🥺😆👍🏻😉",5,25 thg 8 2023,POS
mịn,5,28 thg 12 2023,POS
"Loại này xài cũng ổn, săn sale nên giá ok, mình mua 4-5 tuýp rồi. ",5,08 thg 8 2022,POS
"Hiệu quả:
Đc áp xu nên mua 2 chai có 45k quá rẻ luôn, Hada Labo thì nổi tiếng quá rồi giá học sinh mà xài ổn ko bị khô da, còn oxy thì ck chưa xài nên chưa đánh giá dc ",5,17 thg 9 2022,POS
"Phù hợp với mọi loại da, Giữ cho da luôn ẩm, Loại bỏ tạp chất và bụi bẩn hiệu quả, Da mềm mịn và tươi mới,  ",5,01 thg 10 2024,POS
Giao hàng nhanh chóng đúng sản phẩm đóng gói okee🙂🙂🙂🙂🙂 ,5,10 thg 3 2024,POS
Mua lần thứ n lun á nên hong phải bàn nhma nay có xu của laz trợ giá rất hời ,5,15 thg 1 2024,POS
Sữa rửa mặt dịu nhẹ mua đông này vẫn bị khô nứt da mặt. 1 tuýp dung lâu được 2 tháng ,5,11 thg 8 2024,NEG
"Hiệu quả:
thấy review ổn mua dùng thử xem sao ",5,25 thg 3 2024,POS
Không hối tiếc khi mua hàng cuả Guardian!,5,18 thg 9 2024,POS
"Chất lượng:Tốt
 Kết cấu:Cream
 Hiệu quả:Xịn xò, phù hợp da dầu
 ",5,21 thg 2 2024,POS
Ok ship jgbjui bgtkitcb hctuivggy ghịttt httfjut gtrrti thu ,5,26 thg 8 2024,POS
vvuvuuvhhhhjjjhhhhjjjjhhhjjjjhhhjjjjjjjjjjjjjjjjjjjj ,5,03 thg 11 2023,POS
"Loại bỏ trang điểm hiệu quả, Làm cho da cảm thấy mềm mại và tươi mới, Giữ ẩm cho da, Làm dịu và làm mát da, Nhẹ nhàng trên da,  ",5,15 thg 6 2023,POS
Giao hàng nhanh. Chưa sử dụng nên ko đáng giá dc chất lượng. Hi vọng ổn ,5,08 thg 12 2022,NEU
Kết cấu:  shbs  xnnd d  shbs  dbsnbs s  sbs s  zbz s x ba s s sbsnns s sbzjz s xbs x  ,5,30 thg 3 2024,POS
Chất lượng:ok mấy nuaex dùng sẽ đánh gia thêm a ,5,13 thg 4 2023,POS
"giao hàng nhanh, saen phẩm đúng mô tả, đóng gói cẩn thận tốt tốt",5,4 tuần trước,POS
"Chào bạn, Guardian xin cảm ơn bạn đã chia sẻ đánh giá tích cực cho gian hàng. Đánh giá của bạn sẽ là động lực để Guardian luôn cố gắng đem đến cho bạn những trải nghiệm mua hàng tốt nhất. Hy vọng Guardian có thể nhận được nhiều đơn hàng từ bạn và đồng hành cùng bạn trong tương lai. Chúc bạn và những người thân yêu có thật nhiều sức khỏe !",5,21 thg 6 2024,NEU
"Mì ngon nên thử, ước gì mì có giá 16k thì tốt biết mấy ạ, em sẽ mua hoài mất ",5,28 thg 3 2024,POS
"Khôi phục cân bằng tự nhiên của da, Nuôi dưỡng da sâu, Cải thiện kết cấu da, Da mềm mịn và tươi mới,  ",5,1 tuần trước,POS
hài lòng,5,30 thg 1 2024,POS
đóng gói cẩn thận chưa xử dụng nên chưa biết chất lượng như nào,5,16 thg 8 2024,POS
"Chào bạn, cảm ơn bạn đã chia sẻ trải nghiệm và đánh giá tốt khi mua hàng tại Guardian. Mong bạn sẽ tiếp tục ủng hộ Guardian trong tương lai và đừng quên giới thiệu gian hàng cho người thân và bạn bè nữa nha!",5,03 thg 5 2024,POS
"Mang lại làn da khỏe mạnh và rạng rỡ, Giữ ẩm cho da, Loại bỏ tạp chất và bụi bẩn hiệu quả,  ",5,08 thg 11 2023,POS
"Cải thiện kết cấu da, Loại bỏ tạp chất và bụi bẩn hiệu quả, Nuôi dưỡng da sâu, Da mềm mịn và tươi mới,  ",5,01 thg 4 2024,POS
"Loại bỏ tạp chất và bụi bẩn hiệu quả, Phù hợp với mọi loại da, Phù hợp với mọi loại da,  ",5,03 thg 4 2023,POS
"Giá Cả:rẻ 
 Thành phần:Giữ ẩm cho da, Phù hợp với mọi loại da, 
 Hiệu quả:Khôi phục sự cân bằng tự nhiên của da, Làm cho da cảm thấy mềm mại và tươi mới,  ",5,06 thg 11 2022,POS
"Không làm khô da sau khi sử dụng, Loại bỏ tạp chất và bụi bẩn hiệu quả,  ",5,13 thg 12 2022,POS
"Phù hợp với mọi loại da, Khôi phục sự cân bằng tự nhiên của da, Cải thiện kết cấu da, Khôi phục sự cân bằng tự nhiên của da,  ",5,01 thg 3 2024,POS
"“Từ bạn bè trở thành người yêu, cách duy nhất là phải tỏ tình”
Nam Thiên Yết x nữ Bạch Dương
Cùng đứa bạn quen nhau 10 năm ở bên nhau rồi, quen nhau từ hồi cấp 3, cùng yêu thầm nhau nhưng không tỏ tình. Đến khi lên ĐH mới chính thức ở bên nhau.

“Tôi chuẩn bị tỏ tình với cô ấy, ai ngờ lúc đó cô ấy tỏ tình trước luôn rồi”

Chàng trai học Bắc Ảnh cô gái học Học viện Mỹ thuật Trung Ương

Bình luận: 
- Trai Bắc Ảnh và gái Trung Mỹ, hai người là đôi trời sinh đó
- Nhìn chàng trai kia đi, chính là mẫu hình lý tưởng của tôi đó

Cre: onpic ",5,12 thg 9 2022,POS
"Mang lại làn da sạch sẽ và trong suốt, Khôi phục cân bằng tự nhiên của da, Phù hợp với mọi loại da, Cải thiện kết cấu da,  ",5,23 thg 6 2023,POS
"Sữa rửa mặt dịu nhẹ, phù hợp với da mụn. Rửa xong da mướt mịn chứ không hề không căng. Cực kì hài lòng luôn. Cái dính dơ là do em xé cái dán ra còn dính keo nhen.",5,20 thg 12 2022,POS
Chào bạn! cảm ơn bạn đã chia sẻ trải nghiệm hài lòng cũng như đánh giá tốt về sản phẩm cho Guardian. Mong bạn sẽ luôn tiếp tục ủng hộ Guardian trong tương lai và đừng quên giới thiệu gian hàng cho người thân và bạn bè nữa nha!,5,19 thg 3 2021,NEU
"sản phẩm chất lượng tốt xài rất ok , giá cả bình dân mà chất lượng phù hợp với bà con nha ok good . ",5,05 thg 6 2024,POS
"Shop giao hàng nhanh
 Srm này dùng thích lắm
Dùng xong da mền mịn k bị khô căn như những dòng cùng tầm giá 
Ảnh để nhận xử",5,08 thg 8 2022,POS
Chưa dùng nên chưa biết hiệu quả. Đóng gói cẩn thận giao hàng nhanh chóng và chất lượng  ,5,08 thg 3 2024,POS
"mãi iuuuu anh shipper của tuiii :< . Hàng ok chính hãng , săn sale giá hạt dẻ quá . để đt chế độ im lặng hên ảnh biết nhà tui ko thôi bom hàng rùi . huhu",5,05 thg 10 2022,POS
"Mang lại làn da rạng rỡ và trẻ trung, Da mềm mịn và tươi mới, Loại bỏ tạp chất và bụi bẩn hiệu quả,  ",5,05 thg 1 2024,POS
"Giao hàng hơi lâu, đóng gói ok, đã dùng loại này rất lâu rồi mà trung thành luôn, rửa mềm ẩm không khô da",5,23 thg 8 2024,POS
có quà tặng siu xinh khi mua SRM . chưa sài nênchuaw biết sản phẩm có hiệu quả không nhưng vẫn thích,5,11 thg 1 2024,POS
"Chào bạn, cảm ơn bạn đã chia sẻ trải nghiệm hài lòng cũng như đánh giá tốt về sản phẩm cho Guardian! Mong bạn sẽ luôn tiếp tục ủng hộ Guardian trong tương lai và đừng quên giới thiệu gian hàng cho người thân và bạn bè nữa nha!",5,05 thg 8 2022,POS
"Loại bỏ tạp chất và bụi bẩn hiệu quả, Khôi phục cân bằng tự nhiên của da,  ",5,07 thg 11 2023,POS
"mình dùng nhiều lần rồi, số ổn giá rẻ, rửa xong k bị khô mặt, độ làm sạch thì mình k chắc, mùi hơi kỳ nhưng chịu được. siêu recommend cho mn",5,09 thg 8 2024,POS
"Sữa rửa mặt hada labo dùng rất thích, rất ẩm mượt, tuyệt vời đáng mua ",5,17 thg 12 2022,POS
"gói hàng cẩn thận, giá rẻ, giao hàng nhanh, nên mua nha mọi người( hình ảnh mang tính chất nhận xu)",5,11 thg 8 2024,POS
"Kết cấu:tốt cho các doanh nghiệp Việt Nam tại Pháp của bạn không muốn em không muốn làm một người bạn Khôi phục sự cân bằng tự nhiên của da,  ",5,17 thg 11 2023,POS
"Mang lại làn da sạch sẽ và trong suốt, Mang lại làn da khỏe mạnh và sáng rõ, Khôi phục cân bằng tự nhiên của da, Nuôi dưỡng da sâu,  ",5,3 tuần trước,POS
chất lượng tốt ,5,12 thg 8 2023,POS
"chất lượng tốt, bao bì dễ thương, đóng gói kĩ..........................................",5,28 thg 12 2022,POS
"Loại bỏ trang điểm hiệu quả, Nhẹ nhàng trên da, Mang lại cảm giác sạch sẽ và tươi mới,  ",5,05 thg 11 2022,POS
fbbbn,5,26 thg 2 2024,POS
đã nhận hàng......................................... ,5,11 thg 5 2024,NEU
Mình dùng loại này lâu rồi mà mẫu mới hình như thấy dùng không giống loại cũ,5,03 thg 7 2024,NEG
"Mang lại cảm giác sạch sẽ và tươi mới, Da mềm mịn và tươi mới, Cải thiện kết cấu da,  ",5,12 thg 12 2023,POS
"Loại bỏ trang điểm hiệu quả, Cải thiện kết cấu da, Mang lại làn da rạng rỡ và trẻ trung, Mang lại cảm giác sạch sẽ và tươi mới,  ",5,13 thg 3 2024,POS
"Loại bỏ tạp chất và bụi bẩn hiệu quả, Phù hợp với mọi loại da, Nuôi dưỡng da sâu, Khôi phục cân bằng tự nhiên của da,  ",5,13 thg 3 2024,POS
Nhận được phiên bản Mickey xinh thật sự. Chưa sử dụng nên để coi sao,5,22 thg 10 2023,POS
"Chào bạn, Cảm ơn bạn đã chia sẽ trải nghiệm hài lòng cũng như đánh giá tốt về sản phẩm cho Guardian. Mong bạn sẽ luôn tiếp tục ủng hộ Guardian trong tương lai và đừng quên giới thiệu gian hàng cho bạn bè và người thân nữa nhé.",5,03 thg 2 2023,POS
"hàng ổn nha, shop shop đóng gói kĩ, chắc là hàng auth rồi, giá rẻ 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",5,27 thg 8 2023,POS
"sản phẩm rất tốt, Phù hợp với mọi loại da, Không làm khô da sau khi sử dụng,  ",5,09 thg 8 2023,POS
"Sốp chính hãng, srm này xài thích mình rất tin dùng, ủng hộ mãi thui ",5,12 thg 7 2024,POS
"Sản phẩm rất ok và tuyệt vời, hẹn lần sau mua lại với deal hời nữa nhé ",5,17 thg 12 2023,POS
"sữa rửa mặt này ok độ ph ổn định, xài ko bị căng hay rít j nói chung xài ổn nên mới mua thêm 2 chai. ",5,08 thg 11 2022,POS
"Chất lượng:khá tốt
 Kết cấu:bọt kem mềm mịn
 Hiệu quả:Dùng khá ổn  ",5,29 thg 2 2024,POS
"Cải thiện kết cấu da, Làm dịu và làm dịu da,  ",5,07 thg 12 2022,POS
Hàng chất lượng tốt tuy nhiên đóng gói hơi sơ Sài ít nhất bảo vệ môi trường =))) ,5,27 thg 3 2024,POS
"Giao hàng khá nhanh, đóng gói đẹp. Mua của Guardian thì ko sợ hàng giả nè",5,01 thg 11 2023,POS
"Mang lại làn da khỏe mạnh và sáng rõ, Da mềm mịn và tươi mới, Mang lại cảm giác sạch sẽ và tươi mới,  ",5,3 tuần trước,POS
sản phấm xài rất rốt ,5,2 tuần trước,POS
"Nhẹ nhàng với da, Mang lại làn da sạch sẽ và trong suốt, Mang lại làn da sạch sẽ và trong suốt,  ",5,24 thg 11 2023,POS
Chất lượng:chất lượng tốt phù hợp với da nhạy cảm. mình bị viêm da tiết bã. dùng rất ok ,5,23 thg 11 2023,POS
"giao hàng nhanh chóng, sản phẩm giống hình ảnh, chất lượng cao, nên mua ",5,15 thg 12 2023,POS
"Hiệu quả: 
Ghdnfhcjcjcjcbcncbcb ncb bcbhcnxnxbdndbdbdbxbxbdbxbxbcbcbbcb ",5,2 tuần trước,POS
"Chất lượng:okla khỏi bàn nha tui sài đến tuýp thứ 5 r
 ",5,08 thg 4 2024,POS
"Quà tặng dễ thương, hàng chất lượng!
Hình ảnh mang tính chất nhận xu! ",5,09 thg 5 2024,POS
Đang dùng sản phẩm không thấy bị kích ứng da. Rất phù hợp cho da,5,08 thg 8 2022,POS
Sữa rửa mặt dùng ổn. Giá hạt dẻ. Không biết dùng gì cứ quay lại thử em này. ,5,17 thg 9 2023,POS
"Da mềm mịn và tươi mới, rất thích nha. Nên mua và sẽ tiếp tục ủng hộ ",5,20 thg 8 2024,POS
"Da mềm mịn và tươi mới, Loại bỏ tạp chất và bụi bẩn hiệu quả, Mang lại làn da khỏe mạnh và sáng rõ,  ",5,31 thg 7 2023,POS
"Mang lại cảm giác sạch sẽ và tươi mới, Không để lại khô sau khi sử dụng, Cải thiện kết cấu da,  ",5,14 thg 9 2024,POS
"Mang lại làn da rạng rỡ và trẻ trung, Mang lại làn da khỏe mạnh và sáng rõ, Mang lại làn da rạng rỡ và trẻ trung, Mang lại làn da khỏe mạnh và sáng rõ,  ",5,27 thg 8 2023,POS
"Không làm khô da sau khi sử dụng, Giữ cho da luôn ẩm, Mang lại làn da khỏe mạnh và sáng rõ,  ",5,29 thg 2 2024,POS
rất oke rất hài kognh iwiisjfjjfjdkdjdjsjsjmsnxnxmckvkbkgjjgjfjvjvjjvkdkskskkskwkwk,5,12 thg 12 2022,POS
Hàng đã nhận. Sản phẩm xài ok. ..................................,5,16 thg 12 2022,POS
"Chất lượng:

chưa sử dụng nên chưa rõ như nào
 Kết cấu:đẹp, bắt mắt ",5,16 thg 12 2022,POS
"Dùng tuýp này chắc hơn 100 tuýp và ko đổi loại khác , dịu nhẹ độ ph chuẩn ko lên mụn an toàn cho da nhạy cảm",5,27 thg 8 2023,POS
xài OK lắm nha shop rất tốt mọi người nên mua nha  ,5,29 thg 2 2024,POS
tốt  ,5,12 thg 12 2022,POS
"Mang lại làn da rạng rỡ và trẻ trung, Loại bỏ tạp chất và bụi bẩn hiệu quả, Phù hợp với mọi loại da, Làm dịu và làm mát da,  ",5,16 thg 12 2023,POS
"săn đc giá hời, hadda thì quá quen ròi giá rẻ xài thích, giao hàng nhanhNhẹ nhàng với da,  ",5,15 thg 9 2023,POS
"Loại bỏ trang điểm hiệu quả, Loại bỏ trang điểm hiệu quả, Không làm khô da sau khi sử dụng,  ",5,26 thg 3 2024,POS
"nên mua, sữa rửa mặt nhẹ dịu, tuy nhiên dùng nhanh hết, giao nhanh, đóng gói cẩn thận, sẽ quay lại ủng hộ",5,11 thg 11 2022,NEG
"Loại bỏ trang điểm hiệu quả, Loại bỏ trang điểm hiệu quả, Không làm khô da sau khi sử dụng,  ",5,18 thg 9 2022,POS
"nên mua, sữa rửa mặt nhẹ dịu, tuy nhiên dùng nhanh hết, giao nhanh, đóng gói cẩn thận, sẽ quay lại ủng hộ",5,07 thg 3 2023,NEG
Mua chai thứ n roài nên không có gì để chê giao siêu nhanh lun nhé  ,5,12 thg 11 2022,POS
ổn. mùi ko thơm kp có mùi sử dụng tạm sẽ review nếu xài ok sẽ ủnh hộ khi c9s nhu cầu ,5,31 thg 3 2024,NEG
"mình để 4* vì sẽ có người này người kia và tùy cảm nhận của mỗi người nha
sp có độ ph~6 (độ ph đạt chuẩn là 5,5) là độ ph khá lý tưởng giá cả phù hợp cho hs sv nếu có thể mng nên dùng thêm tone sau khi dùng loại này kiềm dầu khá tốt nhé,  nhiều bọt tuy nhiên không được thơm cho lắm trường hợp bị kích ứng là do da và cơ địa từng người nha còn srm của shop là hàng real ạ srm phù hợp cho da dầu nhạy cảm 
mng cân nhắc nhaa",5,25 thg 2 2023,POS
Chất lượng:ổn nha mọi người Kết cấu:chất kem nha Hiệu quả:tui thấy xài ổn,5,05 thg 9 2024,NEG
"Chào bạn, Guardian xin cảm ơn bạn đã chia sẻ đánh giá tích cực cho gian hàng. Đánh giá của bạn sẽ là động lực để Guardian luôn cố gắng đem đến cho bạn những trải nghiệm mua hàng tốt nhất. Hy vọng Guardian có thể nhận được nhiều đơn hàng từ bạn và đồng hành cùng bạn trong tương lai. Chúc bạn và những người thân yêu có thật nhiều sức khỏe !",5,09 thg 12 2022,NEU
