Review,Rating,Date,Sentiment
Giao hàng nhanh gọn hàng chật lượng. Còn lâu dài hay kg thì thời gian quyết định,5,21 thg 9 2022,POS
rất tốt ,5,18 thg 8 2021,POS
cammera đẹp chất lượng hình ảnh tốt giao hàng nhanh dễ dàng lắp đặt và sử dụng ,5,17 thg 2 2022,POS
"quá tốt, sản phẩm mới đáng mua",5,25 thg 11 2022,POS
"Sản phẩm tốt, chất lượng sẽ đánh giá sau thời gian sử dụng ",5,26 thg 5 2024,POS
"giao hàng nhanh ,shop nhiệt tình nhé ",5,19 thg 10 2021,POS
"Giao hàng nhanh, đóng gói cẩn thận. Mình mới test thử thì cam mịn, nét các chế độ xoay mượt. Chưa test thử đàm thoại 2 chiều và chế độ ban đêm. Với giá săn sale ngày 8/8 thì chất lượng hơn hẳn so với giá tiền. Shop rất tích cực trong việc hỗ trợ khách hàng cài đặt măck dù mình đã tự cài được rồi. Rất mong shop sẽ luôn nhiệt tình hỗ trợ sau bán hàng nữa thì sẽ rất tuyệt vời :)))",5,13 thg 8 2021,POS
Thẻ nhớ không sử dụng được ,5,24 thg 11 2021,NEG
giao hàng nhanh đóng gói cẩn thận,5,09 thg 12 2021,POS
tới giờ vẫn ổn,5,07 thg 6 2022,NEU
xuất sắc,5,17 thg 8 2022,POS
Mua hàng 2 lần rồi rất ưng với sp bha.sẽ ủng hộ shop dài dài ,5,14 thg 9 2022,POS
0k bước đầu mới nhận thấy cũng rất OK ,5,23 thg 12 2022,POS
Dùng đc nên mua lần 2 . OK . Cũng rõ và tiện,5,23 thg 11 2021,POS
hàng chính hãng,5,05 thg 1 2023,POS
Hàng ok. Đóng gói cẩn thận. Đây là lần thứ 2 mua hàng của shop. Ủng hộ tiếp,5,22 thg 7 2023,POS
chất lượng sản phẩn tuyệt vời. phù hợp lắp đặt để quan sát không gian văn phòng hoặc nơi ở của bạn,5,23 thg 4 2022,POS
cam ok lắm  cho 5sao luôn..,5,22 thg 8 2021,POS
Vùuufuffjfjgkggkhohkghdhflgkfhfjgkhjfhdyjykhjfhdkgpbjfhfohkfjfjgjhkjljlhlgkgk,5,28 thg 11 2021,POS
Ok hàng chuẩn 5❤❤❤❤❤,5,11 thg 1 2022,POS
ok,5,29 thg 7 2022,POS
ok,5,01 thg 7 2022,POS
"sản phẩm chất lượng ,rõ nét ",5,12 thg 8 2022,POS
máy đẹp đóng gói chắc chắn phụ kiện đầy đủ cảm ơn shop,5,23 thg 2 2022,POS
"sản phẩm tốt , cảm ơn shop , sẽ ủng hộ nếu mua nữa nha",5,11 thg 3 2023,POS
Hàng mới xài hình ảnh tạm ổn nhé thời gian hông biết ntn mong là bền,5,30 thg 3 2023,POS
Giao hàng bị thiếu thẻ nhớ 32GB. Đã giao đủ cảm ơn shop.,5,08 thg 4 2023,NEU
Shop giao nhanh . Hàng tốt như mô tả . Có điều chưa biết chỉnh lật ngược cam lại shop có thể hỗ trợ ko ạ . ,5,03 thg 6 2022,POS
OK lắm ạ,5,03 thg 11 2021,POS
chất lượng ok ,5,15 thg 11 2023,POS
hàng đạt yêu cầu trong tầm giá,5,16 thg 11 2021,POS
tốt cam đẹp nét,5,15 thg 7 2022,POS
Đx ,5,21 thg 12 2022,POS
giao hàng nhanh ,5,13 thg 1 2022,POS
Hàng giao nhanh. SP test OK  ,5,31 thg 5 2024,POS
"sản phẩm đầy đủ tem, có tiếng Việt, dễ cài đặt, mình đã dùng một thời gian, nhìn chung ổn. ",5,08 thg 9 2024,POS
"hàng đẹp, sử dụng tốt",5,30 thg 5 2022,POS
sản phẩm chất lượng.đóng gói cẩn thận. sẽ giới thiệu bạn bè. ủng hộ shop.,5,27 thg 8 2022,POS
"ok hàng đúng như quảng cáo nhìn rõ ban đêm tốt và cảnh báo hành động tốt , bây giờ chỉ còn đợi xem độ bền nửa là ok.",5,10 thg 10 2022,POS
Ko lưu bằng thẻ nhớ được!,5,04 thg 2 2022,NEG
ok ,5,19 thg 5 2024,POS
"Hàng chuẩn
Sử dụng tuyệt vời",5,30 thg 12 2022,POS
good ,5,09 thg 5 2022,POS
"sản phẩm chất lượng,  rất dễ sử dụng, rất đáng mua",5,22 thg 1 2022,POS
OK  ,5,05 thg 9 2024,POS
OK ,5,06 thg 9 2024,POS
"Dễ dàng cài đặt và sử dụng, Tính năng phát hiện chuyển động đáng tin cậy,  ",5,21 thg 7 2024,POS
Khe cắm thẻ nhớ owr đâu vậy,5,08 thg 6 2022,POS
Cam đẹp và nét giá lại mềm ,5,12 thg 11 2022,POS
ok ,5,26 thg 2 2024,POS
"Tư vấn nhiệt tình giao hàng nhanh 
Shop Đóng gói kỹ",5,25 thg 9 2021,POS
Đã mua lần thứ 2,5,06 thg 3 2022,POS
tot,5,05 thg 5 2023,POS
hình rõ nét còn độ bền chưa biết nói chung rất hài lòng sản phẩm ,5,11 thg 2 2023,POS
"Giá Cả.ok . rẻ hơn nhiều chỗ ban khac 
 Kết nối:ok
 Độ phân giải:ok ",5,19 thg 9 2023,POS
"giao hàng đúng hẹn, sản phẩm đóng gói kỷ và đúng mẫu mã, dể đàng cài đặt , hình ảnh rõ nét chất lượng, tặng shop 5 sao",5,15 thg 7 2022,POS
Ok,5,21 thg 1 2022,POS
sản phẩm tốt. đóng gói cẩn thận. hjnhf ảnh sắc nét rõ ràng. sẽ gưới thiệu chonbanj bè khi có nhu cầu. Khu mình đang nhiều người có nhu cầu lắp cam,5,25 thg 4 2022,POS
"đóng gói cẩn thận, hàng dùng thấy rất ổn. đánh giá 5 sao. nếu mua sẽ tiếp tục ủng hộ shop. giá cả hợp lý.",5,30 thg 5 2022,POS
Giao hàng nhanh.,5,02 thg 10 2021,POS
ok,5,20 thg 3 2022,POS
"cam xài tốt , rõ nét. nên mua nha mọi người",5,16 thg 7 2022,POS
đáng để mua,5,26 thg 12 2022,POS
"giá tốt, ok đáng mua",5,21 thg 12 2021,POS
sản phẩm giao nguyên seal đóng gói tốt sử dụng ok,5,01 thg 9 2022,POS
camera tot hinh anh go net giao hang nhanh dong goi ky ok,5,28 thg 4 2022,POS
hàng tốt... xem trên điện thoại rõ nét..dễ điều khiển ,5,27 thg 10 2021,POS
"Kết nối WiFi tiện lợi,  ",5,4 tuần trước,POS
Sản phẩm như hình,5,25 thg 11 2021,POS
Sản phẩm đúng như Quảng cáo,5,16 thg 2 2023,POS
"hang ok 
dong goi dep can than 
giao đủ
giao dung hen
cho sop 5 sao",5,24 thg 11 2021,POS
tháy củng ok nhưng coa điều la cái mic 2 chiều nói chuyện ko nghe đc gi hết nó cứ è è miét lam sao ma nghr hả hả hả hat hat hả hat,5,29 thg 10 2022,NEG
oki,5,15 thg 4 2022,POS
"Sản phẩm ok, chất lượng như mong đợi giao 
nhanh
hàng khá , sẽ ủng hộ shop lần nữa, cảm ơn shop rât nhiều. đóng gói rất cẩn thận,",5,02 thg 3 2022,POS
"Hang tot nên mua ủng hộ shop, hàng chất lượng mọi người nhé. Sẽ quay lại ủng hộ shop lần sau . Thank shipper",5,28 thg 10 2022,POS
"shop nhiet tinh, dóng gói cẩn thận, hàng chuẩn, nguyên seal, dễ lắp đặt, sử dụng tiện nsjdnbd",5,08 thg 4 2022,POS
Cam ổn. Màu chuẩn nhé mọi người. Shop bán mềm hơn vài chổ. Gút chóp,5,24 thg 12 2021,POS
chưa sử dụng p ,5,29 thg 9 2024,NEU
SHOP KINH DOANH RẤT UY TÍN...MÌNH SẼ ỦNG HỘ TIẾP.GIAO HÀNG SIÊU NHANH.MÌNH Ở BẢO LỘC MÀ TỚI NGÀY THỨ HAI ĐÃ CÓ HÀNG.ĐÓNG GÓI KỸ....HÀNG NGUYÊN ĐAI NGUYÊN KIỆN,5,26 thg 11 2022,POS
"Hàng giao đầy đủ phụ kiện, đúng mô tả, đóng gói cẩn thận. Sẽ ủng hộ lần sau.",5,28 thg 3 2023,POS
SP tốt nhé mn,5,30 thg 12 2022,POS
Dạ chị mua camera thôi thì 650k c nha,5,18 thg 9 2022,NEU
ok ,5,25 thg 8 2024,POS
"bắt wifi k dk xa, nhìn đêm tốt ",5,05 thg 9 2022,NEU
Rất hài lòng,5,12 thg 11 2021,POS
shop bán hàng rất tốt làm ăn rất uy tín đóng gióp bị thiếu phụ kiện là shop liên hệ và chuyển khoản lại cho mình . Mình rất là thích khi mua hàng ở shop . Mình cảm thấy rất là an tâm khi mua hàng.Chuc shop làm ăn phát đạt ,5,14 thg 4 2022,POS
rat tôt,5,27 thg 4 2023,POS
"Shop uy tín, giao hàng nhanh!  Hàng chất lượng, đã mua shop nhiều lần. Ok cảm ơn shop trả lời nhanh",5,19 thg 6 2022,POS
lần đầu mua 1 cái thấy tuyệt vời.lần 2 mua 3 cái vẫn tuyệt vời.lần 3 mua thêm 2 cái hi vọng là tuyệt vời hơn nữa,5,27 thg 11 2022,POS
Rất hài lòng. Do dự nhiều quyết định mua vì mọi ng đánh giá tốt. Chất lượng hình ảnh rõ nét. Âm thanh ổn. Chắc phải mua thêm cái. Cảm ơn shop.,5,20 thg 4 2023,POS
"sản phẩm tốt, chính hãng mọi người nên mua.sjdjjdjdjdjjxjxjxjjxjxjxjdjdjdjdjdjdjxjjxjxjxjjx",5,22 thg 8 2022,POS
hàng ok,5,28 thg 7 2022,POS
"Hình ảnh chân thật, sắc nét. Phù hợp cho gia đình nhỏ.",5,06 thg 5 2023,POS
"Giá Cả:  ok
 Kết nối:  ok
 Độ phân giải:  ok
Hàng ok đã mua 2 lần , cám ơn shop uy tín 
Chúc shop năm mới làm ăn phát tài ",5,25 thg 2 2024,POS
"Shop đóng hàng cẩn thận, đơn ship nhanh gọn! Hàng chính hãng, chất lượng đúng giá. Hy vọng ủng hộ tiếp cho shop. Thẻ nhớ ko có adapter.",5,16 thg 11 2021,POS
Ok chất lượng tốt tặng shop 5 sao,5,06 thg 10 2021,POS
"Camera đẹp,hình ảnh sắt nét,dễ sử dụng,giá thành tốt hơn shop khác,rất đáng mua",5,30 thg 3 2023,POS
"Độ phân giải:
xịn xò ",5,20 thg 10 2023,POS
tốt,5,02 thg 7 2022,POS
Hàng quá tốt  MN mua điiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,5,19 thg 7 2022,POS
"giao hàng nhanh, đúng mẫu đã đặt
 ",5,05 thg 10 2024,POS
"San pham ok giao hang nhanh,dong goi can rhan,cam on shop se ung ho shop lan sau.cam ơn shop rất nhiều",5,28 thg 3 2022,POS
hàng đúng như giới thiệu OK ,5,03 thg 1 2023,POS
"Sản phẩm rất tốt. Hình ảnh rõ nét ................................,................",5,26 thg 6 2022,POS
sản phẩm tốt nhé lần sau mua tiếp cam ra hình ảnh tốt,5,13 thg 3 2022,POS
"ok, tốt",5,01 thg 12 2022,POS
OK jdjhhhdijmehsbbejnnsjeijsbndklkbbsjndneiendnubbenndnehebebbenenrnrjruijjj,5,29 thg 3 2022,POS
"Sản phẩm tốt , màu đẹp  , giá ổn",5,21 thg 4 2023,POS
"Hàng rất ok, giá tốt và rất đầy đủ. Sẽ ủng hộ dài dài",5,07 thg 10 2021,POS
chất lượng tuyệt vời,5,17 thg 11 2022,POS
giao hàng nhanh chóng đủ số lượng giống mẫu.. hàng hình ảnh rõ nét nha ..,5,16 thg 5 2022,POS
chất lượng sản phẩm tuyệt vời,5,03 thg 3 2023,POS
Tặng shop 5 sao 🔥,5,26 thg 10 2021,POS
HdJfxigjgxohcoyxoyxkyckgxkgxkgxHdJfxigjgxohcoyxoyxkyckgxkgxkgxHdJfxigjgxohcoyxoyxkyckgxkgxkgx,5,19 thg 8 2022,POS
camera đẹp nét nói tiếng việt,5,03 thg 5 2022,POS
"cam rõ nét , giá cả rê hơn những shop khâc , giao hàng nhanh, shop tư vấn nhiệt tình",5,02 thg 3 2023,POS
ok. duyệt,5,02 thg 5 2022,POS
rất hài lòng. hàng chuẩn . rất ok. shop uy tín. ủng hộ ,5,20 thg 1 2022,POS
tốt,5,02 thg 7 2022,POS
"Camera tốt lắm, shop giao hàng nhanb, hàng đúng mô tả, nên mua của shop này, uy tín. Camera ổn định, xem lại thuận tiện.",5,20 thg 6 2022,POS
"Mình nhận dc camera của shop giao rồi, Shop giao hàng nhanh.. 5 sao cho shop nhé.",5,10 thg 3 2022,POS
ok,5,06 thg 9 2022,POS
ok,5,05 thg 11 2022,POS
camera rõ nét.₫ẹp và giá hợp lý,5,24 thg 8 2022,POS
ok ,5,4 tuần trước,POS
camera nét,5,22 thg 1 2022,POS
oki,5,17 thg 3 2022,POS
"Đã nhận hàng, đầy đủ theo đơn đặt. Check qua camera thấy ổn.Shop lưu ý 1 chút là đã niêm phong mặt trên thùng hàng nhưng cũng cần niêm phong mặt dưới để đảm bảo đơn hàng hơn. ",5,16 thg 10 2021,POS
"sản phẩm giống như shop mô tả, giao hàng nhanh, đóng gói cẩn thận. lắp đặt dẽ dàng,hình ảnh rõ nét ",5,20 thg 6 2024,POS
ok quá ,5,22 thg 8 2022,POS
Dễ sử dụng....,5,01 thg 10 2021,POS
"cam sử dụng tốt,hình ảnh đẹp. chuyển động mượt. cảm quan tốt hơn yousee. độ bền thì thời gian sử dụng mới biết.",5,17 thg 3 2022,POS
"Kết nối WiFi tiện lợi, Độ phân giải video cao,  ",5,19 thg 2 2024,POS
ok,5,05 thg 12 2022,POS
"Hàng chính hãng , shop gói kĩ và ship nhanh, đặt cái ngày hôm sau có liền luôn  ",5,16 thg 10 2023,POS
mua vài lần sản phẩm rất chất lựing và đúng cam kết và shop phuhc vụ hoàn hảo. nhanh chóng uy tín. ,5,20 thg 8 2022,POS
"Hàng đã nhận được. Đúng như hình đăng, sản phẩm đang dùng tốt",5,07 thg 9 2021,POS
đã nhận hàng chất lượng thì shop này mình rất thích ,5,23 thg 6 2022,POS
"Cam chất lượng vượt mong đợi. giá ok, mua về giám sát con cái trong phòng khi không có người lớn ở nhà rất ổn ! ",5,31 thg 10 2021,POS
mua hàng của shop lần thứ hai rồi chất lượng tuyệt vời cảm ơn shop ,5,12 thg 3 2022,POS
Rất tốt  cảm ơn shop hduisjjehhdusijebehjjdishejsjudjjsj,5,04 thg 5 2023,POS
Tuyet voi.,5,09 thg 12 2022,POS
sao không có miếng keo dán bảo vệ mắt ? ,5,22 thg 9 2022,NEU
"camera tốt,  rõ nét,  sử dụng okkkkkkkkkkkkkkkkkk luônnnnnnn",5,03 thg 5 2023,POS
"hàng chính hãng , rõ nét , nên mua nha mọi người",5,02 thg 3 2023,POS
cảm ơn shop mình sẽ ủng hộ shop tiếp ,5,18 thg 3 2022,POS
Cam ban ngày thì hình ảnh rõ.. Ban đêm thì hơi mờ .Nhưng nói chung là ok hi vọng là ko phải bảo hành ,5,30 thg 11 2021,NEU
Đặt kèm thẻ nhớ 32gb  mà không thấy giao thẻ,5,12 thg 5 2023,NEG
Ok ,5,14 thg 5 2024,POS
giao hàng nhanh đúng hàng quảng cáo còn chất lượng mới có lắp đặt chưa biết chưa biết chất lượng như thế nào,5,24 thg 4 2022,POS
mua camera luôn thẻ nhớ mà gắn ko nhận thẻ nhớ định dạng ko được   ,5,06 thg 6 2024,NEG
"kết nối dễ dàng, giáo hàng nhanh, đóng gói cẩn thận ",5,15 thg 11 2023,POS
đã mua nhiều từ shop này! uy tín chất lượng. rẻ....!,5,02 thg 8 2022,POS
Giao hàng nhanh hàng ok,5,13 thg 4 2022,POS
Ok,5,03 thg 11 2022,POS
Shop uy tín ,5,20 thg 3 2022,POS
Hàng ổn ,5,29 thg 9 2024,POS
"Khả năng quan sát ban đêm tuyệt vời,  ",5,06 thg 1 2024,POS
"giao nhanh như 1 cơn gió, dùng 1 thời gian sẽ quay lại đánh giá chất lượng ạ",5,11 thg 12 2022,POS
OK có rồi a nhé,5,08 thg 10 2021,POS
"Chất lượng máy ảnh tuyệt vời!, Kết nối WiFi tiện lợi,  ",5,28 thg 9 2024,POS
xài rồi chất lượng tốt đóng gói kĩ giao hàng nhanh,5,18 thg 7 2023,POS
sản phẩm chất lượng tốt đúng như mình mong đợi lần sau sẽ ủng hộ tiếp,5,27 thg 1 2022,POS
"ok hài lòng sp tốt rõ  ,h chỉ xem độ bền bao lâu thôi ",5,19 thg 1 2022,POS
"Khả năng quan sát ban đêm tuyệt vời, Dễ dàng cài đặt và sử dụng, Tính năng phát hiện chuyển động đáng tin cậy, Khả năng quan sát ban đêm tuyệt vời, Chức năng xoay và nghiêng mượt mà, Dễ dàng cài đặt và sử dụng, Tính năng phát hiện chuyển động đáng tin cậy, Độ phân giải video cao, Chất lượng camera tuyệt vời!, Kết nối WiFi tiện lợi, Thiết kế mượt mà và hiện đại,  ",5,18 thg 12 2023,POS
"hàng đẹp,cấu hình nhanh, có tiếng việt, cam to như robot, hàng nhập khẩu chính hãng Lê Hoàng phân phối, hình ảnh đậm quá mức so với bình thường 1 tí",5,13 thg 3 2022,POS
camera chính hãng. giao hàng nhanh,5,10 thg 1 2023,POS
giao hàng chuẩn  . giao hàng nhanh uy tín. chưa cài đặt lên chưa biết sản phẩm tốt ko,5,04 thg 5 2023,POS
"shop tư vấn nhiệt tình, sản phẩm đóng gói cẩn thận, cam nét, sử dụng ứng dụng xem rõ , sẽ ủng hộ shop ạ.",5,20 thg 8 2021,POS
tạm tốt...,5,06 thg 3 2022,NEU
"Chất lượng camera tuyệt vời!,  ",5,24 thg 11 2023,POS
ok hàng đepj chuẩn ezviz thẻ nhớ kèm theo thì không biết có bền ko hy vọng là ổn ,5,2 tuần trước,POS
tốt.chất lượng.mọi người nên mua.,5,06 thg 1 2023,POS
đã nhận được hàng rồi nha shop cảm ơn sản phẩm quá tốt ,5,04 thg 5 2022,POS
"Mới lắp xong nói chung vừa túi tiền cho 1 sản phẩm, camera nét ",5,16 thg 1 2022,POS
san pham tot shop uy tin,5,09 thg 11 2021,POS
Giao đầy đủ cả thẻ nhớ. Chất lượng Ok 5 sao,5,26 thg 1 2022,POS
ok,5,27 thg 10 2021,POS
ok tốt,5,01 thg 6 2023,POS
oki,5,22 thg 3 2022,POS
Cam hiện tại ổn lắm. Khách hài lòng. Xem thời gian có lỗi vặt đã. Giao hàng tốc độ lây lan covid-19,5,03 thg 12 2021,POS
"camera rõ nét , chủ xốp nhiệt tình hướng dẫn , sẽ giới thiêụ và người thân mua của sốp này.",5,19 thg 7 2022,POS
tốt,5,12 thg 11 2021,POS
ok,5,19 thg 4 2022,POS
ổn vẫn đang sử dụng chưa biết chất lượng thế nào hình ảnh tốt ,5,26 thg 1 2022,POS
"Camera Ok, hàng nguyên đai nguyên kiện, đóng gói cẩn thận.",5,09 thg 1 2023,POS
Ok ,5,24 thg 6 2024,POS
"xin lưu ý, bạn phải dùng tay đẩy phần ống kính camera lên trên để tiếp cận reset button. ",5,16 thg 9 2024,NEU
hàng use ok,5,04 thg 5 2022,POS
"sản phẩm mình đang dùng 1 tuần khá ổn. hình ảnh nét, truy cập nhanh, cài đặt đơn giản. chưa gặp lỗi gì",5,25 thg 11 2021,POS
"sản phẩm tốt, giao hàng nhanh. đầy đủ phụ kiện, các bạn mua ủng hộ shop nhé rẻ hơn chỗ khác vài ba chục ngàn",5,12 thg 12 2022,POS
Loại C6N này hơi bị trễ và xem bị giật ko mượt như loại C6CN. Hơi thất vọng chút,5,13 thg 3 2022,NEG
ok,5,20 thg 1 2022,POS
giao hàng nhanh sử dụng tốt,5,17 thg 3 2023,POS
hàng tốt.. giao nhanh.. xài ổn...giá rẻ nên mua,5,18 thg 12 2022,POS
sản phẩm ok. cảm ơn shop,5,15 thg 12 2022,POS
Ok,5,30 thg 12 2022,POS
lân thu hai mua hang ❤️ hang đoẹ như hinhdeex su dụng nhanh gọn lẹ tiên lời rât đang đê mua nha mọi ngươi anh chi mang tinh chât nhận xu,5,01 thg 6 2022,POS
10 điểm ,5,30 thg 10 2023,POS
"sp tốt, đáng mua",5,23 thg 11 2022,POS
tốt.giá rẻ.rất hài lòng.ezvic thì độ phân giải 2 MP  thấp.hình zoom hình lên mờ lắm.nhưng giá này thì vậy thôi.,5,27 thg 5 2023,POS
Dùng tốt,5,19 thg 10 2021,POS
Sản phẩm đúng như miêu tả. Cho shop 5 sao,5,07 thg 1 2022,POS
tks shops đã bán hàng tốt,5,10 thg 1 2023,POS
Hài lòng với sản phẩm của shop,5,15 thg 2 2023,POS
Hàng ok,5,26 thg 4 2022,POS
"giá rẻ , chức năng đầy đủ , tặng shop 5*",5,24 thg 7 2022,POS
"dễ sử dụng ,hình ảnh rõ nét......................................................",5,17 thg 11 2022,POS
Good,5,04 thg 11 2021,POS
"ok, tốt.....hài lònggggggggggggggvggvvvgggggggggggggggggggggggggggg
h
ggggggggggg",5,18 thg 5 2022,POS
sản phẩm dùng rất tốt,5,09 thg 7 2022,POS
"Camera chắn chắn, đẹp, cài đặt nhanh, nên mua

Camera chắn chắn, đẹp, cài đặt nhanh, nên mua.",5,20 thg 9 2021,POS
Ok laems ạ mua cái t7 r,5,21 thg 11 2022,POS
như qcao,5,07 thg 1 2023,NEU
oki,5,25 thg 4 2022,POS
ok. shakalalalakahwhsjsjwkwkwjwkwkwkwkkqkqkwkqkwkwkwkwkwkwkwkwkwkwkw,5,28 thg 4 2022,POS
sản phẩm dễ cài đặt và sử dụng,5,24 thg 3 2023,POS
"ôk, sản phẩm tốt",5,04 thg 9 2022,POS
hàng giao nhanh ,5,30 thg 12 2022,POS
hàng chuẩn rất tốt hình ảnh đẹp rõ nét đàm thoại rõ.cam ơn shop cho 5 sao,5,08 thg 7 2023,POS
Camera bị mờ được shop đổi lại cam mới. ,5,22 thg 5 2022,NEU
kết nối Wifi khá yếu,5,23 thg 3 2022,NEG
camera thì ok nhưng sao thẻ nhớ  lại không  nhân ,5,31 thg 5 2022,POS
