,Rating,Review_Date,Review,Release_Date
10,9.0,24 December 2022,"Incredible performances, several amazing scenes, but doesn't come together for me. Probably better after several viewings, which would be helpful to take in some more of the intricate symbolism and some more nuance that I definitely missed. However, this movie nails it's unique style as a Gruesome Fairy Tale of sorts. Sadly, I didn't feel Damien Chazelle's usual tension and emotion, even in his intense and unique ending. I'm really hoping I'll find whatever I missed in my next viewing, I really want to love it. Sorry for this compliment sandwich, this is coming straight off the top of my head.","December 23, 2022 (United States)"
11,6.0,4 February 2023,"It's 1926 Hollywood. The silent movie era is having a party of epic debauchery. Manny Torres (Diego Calva) is the 'Mexican' fixer servant doing all the dirty jobs. Jack Conrad (Brad Pitt) is the big movie star. Nellie LaRoy (Margot Robbie) is the flamboyant nobody who fakes it until she makes it. She makes it and then the silent era ends. Everybody works to master the new sound era.

This is not an appealing start. I don't know what's happening with every Oscar bait movie which insists on an overly broad comedic scene with bodily functions. The elephant is completely overboard. I wouldn't open with that scene. It's an indication of what's to come. This movie is desperately trying too hard.

I guess we're supposed to root for Margot Robbie, but I don't. I find her abrasive and not always appealing. She does find her tragic heartbreaks and that helps her character. This would work better if it concentrated more on Brad Pitt's character. He has some of best heart-felt scenes during his climax. Manny Torres is probably the other main character with a big character arc. I like the character, but the performance is too stoic. I need a different performance from him.

Besides Brad Pitt's character arc, I love the general premise of redoing ""Singin' in the Rain"". It's a great premise that needs a little foreshadowing and less outrageousness. It could be a simple modern day revival with admiring fans watching ""Singin' in the Rain"" to open this movie. Damien Chazelle is just trying too hard. It hits a few false notes and the whole enterprise stumbles. It always gets back up with some very compelling scenes. For example, the first sound shot is fun. I don't like how it ends. Damien keeps pushing the comedy one step too far. I do appreciate the overall premise and the ambition of the work.","December 23, 2022 (United States)"
12,4.0,25 December 2022,"My main takeaway when I left the theater this evening after watching this film, was that it was far too long and had probably one storyline too many to make this movie fly, but instead after the first act, it drags, and drags, and drags.

The funny thing is, the best moments of this film are within the first hour. The less cohesive and more chaotic the film was, the more exciting it felt. After that point though, the film falls apart, the plotlines stray and the film has maybe 50% of the crazy energy that the first third had. It attempts to try and regain that energy in the finale, but doesn't quite capture what came before it. It turns from debauchery to horror, and it didn't gel well for me. Felt like the tone contradicted itself from where it began.

The acting on the other hand is fantastic. Robbie and Pitt are electric, and the way Diego Calva can emote without saying anything is brilliant. I just wished the script and direction from La La Land writer/director Damien Chazelle was as good as the acting. Sometimes, the film felt like I was watching four films at the same time. Each of these plotlines could have had their own movies and seeing them all jumbled together here felt self indulgent and exhausting by the end of it. Only one of the storylines have any sort of ending that makes it feel justified in it's telling. Afterward, when the credits start to roll, you're just sat there with no feeling for what you just witnessed for a little over three hours.

Overall, I only recommend for people who don't mind the three hour runtime, but keep in mind that the films plot goes absolutely nowhere, and although it might be a fun trip at times, it is a rather pointless one.

2 talking pictures out of 5.","December 23, 2022 (United States)"
13,8.0,23 December 2022,"I recently read a biography of silent film ""It Girl"" actress Clara Bow. Margot Robbie, looking more like a Grace Kelly from a few decades later rather than a Bow, plays a character highly inspired. From her blue collar New Jersey upbringing, to a father following her to Hollywood and making money off her image (even opening a restaurant based on one of her famous movies), a gambling addiction, to an off-color joke at a hoity toity part - these are all inspired by Bow and her life.

The film is great as a love letter to Bow, warts and all, played magnificently by Margot Robbie, and just to the magic film can have on its audience, transcending time. It visually details the difficult transition had on the film industry with the transition from silent films to talkies, showcasing actors, producers, and musical performers adjusting to it all. Brad Pitt gives a great performance as a Douglas Fairbanks like silent star edging toward irrelevancy, but newcomer Diego Calva really steals a large part of the movie with his powerful performance.

Great music from Justin Horiwitz (who reunited with his La La Land/Whiplash director Damien Chazelle) with excellent cinematography and performances. However, the film was a bit much at time. Consistently frantic (lots of characters melting down and screaming) and/or stressful with excesses abounding, it was a little much at times. Certain scenes (such as an elephant having explosive diarrhea on a man) would have been better not seen so graphically.

Solid film. 8/10.","December 23, 2022 (United States)"
14,6.0,13 March 2023,"The movie is really vivid at times - peculiarly (or perhaps deliberately?), the more vivid the less rich the end result is: the glitter and madness of the backstage shines most brightly when they still film the black-and-white silent pictures. And so is the movie pace and coherency - it's a sharply cut but consistent narrative for roughly the first half of the movie, and then is starts leaping years ahead and the narrative loses much of its meaning and focus. The last part before the ending brings madness anew - but surprisingly a completely different kind, as if taken from another story for no particular reason: those few last characters add nothing to the fact that they were already mentioned, yet the scene goes on and on.

And then the whole message is unclear - from the beginning and the epilogue (and from a few dialogues in between), it seems as if it's an ode to The Cinema, something grand and timeless and ""bigger than you and me"" - but most of what happens inside is about greedy and soul-crushing and disposable nature of the whole showbiz, where nobody's a victim but everyone's trying to get what they want at any cost.

So it's a grand spectacle (half of the time) and a frenetic misanthropy (the other half). Perhaps still worth watching though.","December 23, 2022 (United States)"
15,8.0,7 January 2023,"Babylon had some moments that were better than every other movie I've seen this year, they just needed to cut it down about 20 minutes. It's all about hollywood and the beauty of filmmaking and it gets a little too big for its britches in some places, leading to some unfortunate self-seriousness. The whole thing is apparently a tragic rewrite of Singin' in the Rain and the technical accomplishment on display in this film is astounding. The first hour is all-time great, truly, deeply moving as well as visually astounding. The question when walking out of the theater is whether the sublime moments outweigh the unnecessary length. It's crazy for some random guy to give notes to maybe the most successful 37-year-old director in history but (who cares) he needs a trusted editor who he'll let make some cuts. All the pieces of a classic are there, but unfortunately the fluff distracts. We need like a studio cut for this movie lol.","December 23, 2022 (United States)"
16,7.0,26 December 2022,"Quentin Tarantino once said ""hacks don't go that far."" There are some filmmakers that have a creative confidence that delivers a film that many people will find repulsive, but some will find exhilarating because if it's creative audacity.

Yes this film is too long but there is so much talent and so much detail to admire in every frame of this film. Diego Calva has one scene where you feel so sorry for this man you wanna cry for him.

The moment when Brad Pitt is kissing a young woman before a perfect sunset and a butterfly lands on a shoulder is the moment that encapsulates exhilarating fun of filmmaking.","December 23, 2022 (United States)"
17,1.0,9 January 2023,"Babylon is cinematic marvel that Damien Chazelle is a messy, dazzling epic masterpiece that film hasn't yet accepted or had before. Damien Chazelle has called Babylon: ""A hate letter to Hollywood and a love letter to movies,"" but his messy, dazzling epic doesn't support that simplistic idea. Set in the early days of cinema, when talking pictures were a jaw-dropping phenomenon and Hollywood was still being created, Babylon suggests a deeper reality: the film industry's raw, self-destructive, narcissistic impulses and its glorious, magical results have always been opposite parts of the same whole. Chazelle's ambitions are huge. Babylon is full of remarkable set pieces with richly drawn characters, music, dancing, love and betrayal. The film's strengths more than make up for its serious flaws, including too many endings and a wrong-headed reliance on Singin' in the Rain as a touchstone. But if Babylon makes you groan occasionally, there are many more times long, exhilarating stretches that are mesmerising. In one of the film's multiple endings, which leaps ahead to 1952, a major character sits in a cinema tearfully watching Singin' in the Rain. That enamoured-of-movies scene hasn't been fresh since Sullivan's Travels in 1941, not to mention Cinema Paradiso in 1988 and this year's Empire of Light. The fact that the scene can be viewed as a homage to all those films doesn't make it less cliched. And a montage of other movies through history is a bravura but needless coda. At its best, Chazelle's film is a cinematic marvel, evidence enough that movies are magical, as it sweeps us into the beautiful, terrible world we recognise as Hollywood even now. The cast up and down Babylon is amazing and almost eerily in sync with my own tastes. Actors I deeply love, like Taylor Nichols and Ethan Suplee, show up oh-so-briefly as if casting director Francine Maisler had thumbed through my own mental rolodex and said to herself ""ah, here's another face Sonny would like to see."" This is, perhaps, another reason I found myself drawn in by Babylon's excess: I just liked spending time with almost everyone up on that big, beautiful screen, I fell in love with the cast and the story. Believing Babylon to be over, thus missing the last few of its 189 minutes. This was itself a fitting, almost serendipitous, way to end the movie. Audiences come and go; they are as ephemeral and ever-changing as the names on the marquee. The darkened theater filled with flickering light? That's eternal, everlasting, deathless. The actors and the audiences alike come and go, but the show goes on forever.","December 23, 2022 (United States)"
18,7.0,23 December 2022,,"December 23, 2022 (United States)"
19,3.0,27 January 2023,,"December 23, 2022 (United States)"
20,9.0,25 December 2022,"Reality blows. We want something more. We want a ""new high"" or something to chase. This movie is built around escapism. The same escapism that draws people to watching movies, draws people into making movies. That same escapism starts to flee when we are no longer ""entertained."" We then want something more!

This movie is built around the never ending chase for ""more"" in life only to make us ask if it even matters. It's fairly existential underneath it all. It begs the question of when entertainment becomes evil. When we lose site of humans and see them only as objects for our entertainment.

There is graphic content that people will cling to and badmouth the movie over but if you are someone who loves independent cinema, this has the flavor of an independent film with a massive budget. I'm grateful it got made but there is no way this will do well in the box office. It has ""cult classic"" written all over it years from now.","December 23, 2022 (United States)"
21,6.0,29 January 2023,"The film starts on the wheel caps. We quickly get to the massive party that the film trailers promised us. And it's masterfully shot, with long takes, masterfully paired music, and explosive character intros. The first discussion between the two main characters funnily reveals the absurdity of the 1930´s Hollywood. But then the movie never recovers to such heights, save perhaps for the sunset-chasing sequence, and the scary underground party moment (amazing bit by Tobey Maguire). The story is weak, the characters are poorly developed (even the main ones), as a spectator you feel like you're hovering above the ensemble cast without ever meeting them. Each character is struggling and fighting against prejudice in its own way (being a woman, being black, being an immigrant, becoming obsolete) but the depiction of those struggles feel botched and cliché. And we never believe in the love story between Manny and Nelly. Once or the twice does the dialogue elicit a laugh, but given the material this could have been way more fun. Finally the ending stretches on forever - by this point we get that it's an ode to cinema itself but the director drives his point so heavy-handedly that he undermines his own argument. A completely useless retrospective of movies from the next 100 years (we're even served excerpt from the Matrix and Avatar) is inserted towards the end - at which point we felt it was over and ready to leave. But no, there's another 5min of the main character crying and flashbacks to the main party. Almost to remind us why we came to watch this in the first place: because we got tricked by some dishonest movie trailers. Oh hollywood, always so full of contradictions...","December 23, 2022 (United States)"
22,4.0,20 July 2023,"1. It is a hig-enrgy assault on the senses. There is always something happening visually, loud music or loud screaming or loud animals aor something happening. It is over-the-top, bombastic and rarely boring.

The problem? Rollercoasters are fun, but they are fun because they last about five minutes. Would you want to ride a rollercoaster for an hour or two hours....no you would not. And that is the problem with this movie. It is throwing so much at you and it does not let up long enough for you to digest the last scene. If there was a cohesive story, I missed it. If there was character development, it got lost with the direction and editing.

If you are just looking for soemthing to watch and get lost in, then this works. Otherwise it is less of a movie and more of a collection of wild scenes with famous actors just slammed together.","December 23, 2022 (United States)"
23,8.0,19 January 2023,"Damien Chazelle's latest opus magnum presents an overwhelming, sometimes indigestible inside look into the roaring 20's of Hollywood, starting with dynamic and powerful montages of Hollywood parties, drifting into every kind of excess you can think of, masterfully choreographed in long exhilarating takes. He shows his various immense talents, which I personally admire since I saw Whiplash, in an almost Orson Welles kind of way, shifting from wild orgiastic sequences into surreal absurdity, drastic comedy, naive sentimentality, tragic moments, jazzy musical sequences change into contemplative dialogue, (f.e. Jean Smart and Brad Pitt playing a touching scene together), but: he never finds a focus about what he really wants to tell. Maybe less would have been more. More focus on a stringent story for example.

Chazelle gives us way too much of everything, but yet too little in the end.

For a few sequences he looks behind the facades, revealing the immorality and brutality, the inhumanity, the racism, the ignorance, and these moments are by far the best in his toxic Hollywood Hommage, which is not as bad as some critics say, but not as good as I personally expected it.

Brad Pitt gives one of the best and most nuanced performances in his career, Margot Robbie totally delivers herself into her powerhouse part, and Diego Calva adds a sympathetic and touching presence to a devoted ensemble.","December 23, 2022 (United States)"
24,6.0,1 February 2023,"Far too long, for the reward that it withholds, although it's fearless and adventurous, quite daring and quite bold, overflowing with depravity, full of wicked immorality, indulgence and degeneracy, quite an orgy that unfolds.

The Roaring Twenties, and roaring doesn't quite capture the excesses presented here with a film that paints quite a colourful picture of the world of silent movies and their transition to the planet of sound. Margot Robbie smashes it out of the park, as well as producing voluminous amounts of vomit, however, take away the spectacle, and you're left with an often told tale you've seen many times before, and an eager anticipation to watch Singin' in the Rain for the nth time, a revisit your unlikely to make quite as often with this, as once is more than enough.","December 23, 2022 (United States)"
25,1.0,29 December 2022,"I love the cinema! Babylon is a spectacular epic film, truly a masterpiece. I think this movie deserves the Oscar for best picture of the year. It is a remarkable story following several characters living the dream and the starlight of Hollywood. Chazelle has created a movie that is a love letter to Hollywood not because of depraved parties or preventing talented minorities from becoming stars but from reflecting how far Hollywood has become.

I was amazed by the Oscar-worthy performances from Margot Robbie. She is fantastic and deserves a nomination. Brad Pitt is excellent as well, and the newcomer Mexican actor Diego Calva wow, perfectly carried the whole movie; he had great chemistry with Robbie. Jean Smart was fantastic, specifically the cameo with Brad Pitt, and Tobey Maguire was hilarious. Three hours of such a spectacle from beginning to end. I loved the cinematography, and the musical score is out of this world. You feel you want to dance and sing. The story was great and nostalgic. Come on, people, I can see it was harsh for some prunes not to like the movie because of the sex and drug content, but it is far from being the objective.

I loved the cameos of the movie sets that show the evolution from silent to talkies. If you love movies as much as I do, you will love Babylon, and finally, I want to tell you that the ending is epic; I don't want to spoil telling you about it. Please, see it on the big screen.

Please do not read the low ratings of critics; they are full of it!","December 23, 2022 (United States)"
26,6.0,4 February 2023,"SIMPLY TOO LONG: There is not enough content to justify the 3 hours screen time, and that's a big issue, it hurts the flow of the story. The opening half hour of the movie for example, fairly entertaining, but too long. How necessary was the cop scene? Opening could be done in 12 mins, not 31! Same logic applies to other scenes too. This movie should have been 1h45mins max.


STRUCTURE ISSUES: There are 3-4 main characters and each one of them has a separate story and takes on a unique series of actions, and that makes it hard to connect sequential scenes properly. Movie jumps from this character's actions to that character's actions, and the structure seems loose to me. Tarantino faced the same issue in Once upon a time in Hollywood and He pulled it off better in my opinion.","December 23, 2022 (United States)"
27,1.0,31 December 2022,,"December 23, 2022 (United States)"
