,Rating,Review_Date,Review,Release_Date
10,3.0,5 June 2024,"Bad Boys is back and it's so much fun, action packed and hilarious! More Martin Lawrence than the last one had which I really loved cause he was hilarious in this one too and so many types of jokes in this! Martin also had a really funny shootout scene involving food. Action was badass with the great choreography the last one had and more of that brutality too with bloody heavy hitting scenes, one scene I thought I was watching John Wick! There is probably one scene I wasn't keen on which is when someone has an out of body death experience, didn't match the grounded story. But the rest of the story was thrilling and connected to all the past bad boys films which I can appreciate it more for that, especially seeing the relationship between Mike and his son. Mike had some more character work with his panic attacks and even Marcus showing age and toll of the job they do. Final showdown was epic with tons of action with some really unique stuff to have fun with. Music they used too was really epic of course ""Bad Boys"" song but the song ""Tonight"" was really awesome and the use of those songs made it so much more amazing! Some really interesting camera angles especially during the final face off and as a wannabe cinematographer I appreciate them trying new things and seeing them work. It's good to see actors such as Rhea Seehorn, Eric Dane and Ioan Gruffudd in more roles too! There is also a Michael Bay cameo which was pretty cool! A great Bad Boys film that is epic on scale, hilarious and action packed fun!","June 7, 2024 (United States)"
11,5.0,12 July 2024,"I was a huge fan of the first two movies, at the time there was a lot more buddy comedy action films back then and these were up their with the best of them, rewatched both over the years. The third was ok, not great and not particularly memorable, I was kinda surprised they did another but I think the reason is pretty simple... Will Smiths popularity and reputation took a huge hit for a long while and this being one of his most popular franchises was more likely than a geriatric fresh prince.

I for one was a huge will smith fan from awful movies like WWW to his music and tv but last 6-8 years I've found I've gone off him and his style a lot and this film really drove home stuff I don't like, the endless shots of him pulling faces, the fact he has to be the hero, talking down to others, his character is not likeable, Lawrence is near 60 with endless hair dye doing the same stuff as when he was mid thirties, it felt forced and a bit tired to me. I didn't find any of the healthy living jokes that funny.

I found the young generation saved this film from being a walkout for me, the couple, the son and son in law were great, especially the son, the scenes were great with him in, he was very believable. One thing that bugged me was that the ""good guys"" fall into an animal enclosure and think it's ok after winding it up to attack the animal. Hardly standard good guy behaviour.

Story was ok, but far fetched and lame but that fits in with this maybe being forced out, who knows, but either way as a stand alone film it's probably quite entertaining and watchable but for a fan of the series and 2 actors I've enjoyed a lot this didn't land.","June 7, 2024 (United States)"
12,7.0,27 July 2024,"I'm not understanding all these good reviews on here? I LOVED the first two, liked the 3rd one, but have recently grew more attached to the 3rd one as of lately. However, this one, what a major disappointment. It seemed like they had a set amount of days to make this movie with a set amount of money to spend for the movie. It literally was not like ANY of the other 3. The action was scenes were abysmal, their usually funny and perfect timed humor was nowhere to be found. Thinking the funniest part of this movie was the very end with Reggie. I'm hoping that this movie will be like the 3rd and grow on me. Oh and not to mention, the casting was awful! I LOVED the captain, he was the 3rd most loved person in all 3 movies, next to Mike and Marcus. I love the idea of the daughter to avenge his death, however, the casting of his daughter in this movie was an awful choice. I just felt her acting was pitiful. I'm not sure what happened to Michael Bay/ Jerry Bruckheimer making this movie, but my thumbs up are for the first 3 and a thumbs down for the 4th.","June 7, 2024 (United States)"
13,1.0,6 June 2024,"Bad Boys: Ride or Die is a fun-fight entertainer with a predicted storyline. It would be incorrect to categorize this film as awful. Let's talk about it using the key components of a movie.

Direction: Not too awful. It might have been better with more information regarding the character development, scene continuity, actor dialogue modulations, and setting.

Plot: The plot of this film is weak. There are no enhancements over any of the prior stories or materials, and the plot itself is not new.

Screenplay: It appears that there is no need to rewrite the screenplay for this film. It may have changed places, attire, and other equipment from the original script.

Dialogue: The dialogue in this film is informal and typical given the circumstances. A portion of them are useless.

Cinematography: This film emphasizes the use of cameras. Particularly in the action scenes. Not that awful, actually.

Acting: Will's entertaining dialogues aren't all that memorable, and his acting is lifeless. Several times, Martin has overacted. That could be the characterization, I don't know. However, something is absent.

Editing: The hue and lighting aren't very appealing. VFX and blue screen are provided as usual. For the huge screen, some effects are quite unique. It's interesting to watch fight scenes with musical accompaniment.

Stunt: As long as there is minimal usage of blue screens, the stunts in this film are good.

Soundtrack: It's alright. The stunt scenes' background music is well-done.

Attraction: To put it simply, the Bad Boys movie's entertainment value is ""okay."" It is not a thrilling, suspenseful action film. A typical action movie, nothing noteworthy to say.","June 7, 2024 (United States)"
14,1.0,6 June 2024,"That's not to say this franchise has overstayed its welcome, no. But this movie feels like it has exhausted its last bit of entertainment without coming across as unnecessary. And that's a good thing.

Out of the four Bad Boys movies so far, this was probably the one I enjoyed the most. It maybe also has to do with the fact that this was the first Bad Boys movie I've watched in the big screen, naturally making the experience more exciting and memorable, but I also feel like the movie has a lot to make it likeable - be it the rather cliché but effective script, the callbacks, the action, the excitement and most of all, the amazing chemistry between Will Smith and Martin Lawrence.

Overall, the movie is pretty fun and while not all jokes land, it's still decently funny and entertaining at the same time.","June 7, 2024 (United States)"
15,2.0,11 June 2024,"Hollywood can't make movies anymore. So they make pretend movies, that is movies that just runs without any goal, story, entertainment value or respect for their audience.

This is one of those pretend movies.

So... what do we get for our hard earned money? No much, to be honest. We get a couple of bad actors that tries to be funna (fail), that try to be cool (fail), and that try to make talk about old age and at the same time doing the things they did in the former movies (fail).

The problem is that even the camera work and directing are bad. And why use shaky cameras that just make it even harder to watch this money grab? Well I guess someone is laughing all the way to the bank - unfortunately it's not the viewer. Give this one a pass.","June 7, 2024 (United States)"
16,10.0,7 June 2024,"They should have put Chris Rock in this movie and have him kick the s. Out of Will

i feel that would have saved will career.

And would be ok with everyone

they missed an upportunety here.

The movie is good.

Decent even

decent acting some parts are creative

but anything with will right now is bound to fail.

Them choosing ti go to cinena first instead of releasing it on netflix was a mistake it will flunk on the cinema office obvioaly that will just send a message that to not put will in cinema now.

They should have released it in netflix .

In anyway it will come to netflix within a month o assume.

This is a good movie to watch in netflix not good enough for cinema and if you wait just a few weeks it will be in netflix where much more people will upvote it and like it.

It is cute though to see Will Bots that he paid a lot of money for giving this movie 10 stars chatgpt reviews

.downvoting every negative review.

And against them.the real people giving this movie a 1...

its a cute battle.

Just wait until it comes to netflix guys.

It wouldnt take long.","June 7, 2024 (United States)"
17,3.0,8 June 2024,"I'm shocked people liked this. I think it's one of the most miserable things I've seen at the cinema in a good while. Bad Boys: Ride or Die tries to convince you it's trying hard, but I wasn't fooled. It's free of anything edgy, radical, daring, or provocative, even though it stylistically feels like it's insisting it is those things. A few blood spurts and some swearing (not nearly as much as earlier movies, from what I can tell) can't fool me. It feels like it goes out of its way to avoid racy humor, has one scene with racists but feels afraid to make them genuinely racist, and refuses to punch up or down with its humor. I just wanted it to pick a direction, even if it meant a film feeling lowbrow or mean-spirited. At least it would be something. Comedically, this is so flat, uninspired, predictable, and corny. I laughed more at the film than I laughed with it, and I barely ever laughed at it to begin with.

The film makes baffling decisions about where to take the two main characters and then never explores those things in interesting ways (sudden panic attacks for one, and a near-death experience in the film's opening moments for the other). There are so many side characters and they're all less interesting than Smith and Lawrence, and those two are already going through the motions here (there are crumbs of chemistry between the two still, here and there, but it's slight). The supporting cast just overwhelms in the back half, once or twice to the point where I briefly forgot this was a Bad Boys film.

It doesn't live up to the title the way you'd want or expect. There is nothing Bad in a good way here; it's just Bad in a Bad way. There's nothing by way of attitude, spark, life, or guts. It's a cowardly, flat, monotonous, cynical, ugly, boring, and woefully lacking film. I hated it. The only thing that saves it from a 1/10 is the fact there were some explosions and brief moments of camerawork in the climax that looked kind of cool. I guess Smith and Lawrence could've been worse, too. They're phoning it in, but they phone it in better than anyone else in the film. It's abhorrent and soul-sucking cinema.","June 7, 2024 (United States)"
18,6.0,6 June 2024,"Full of energy, laughter, and non stop action was really good seeing it on the big screen! I cannot tell you enough how much I enjoyed it

I enjoy all of the movies will smith is in, he's a brilliant actor along with Martin Lawrence, and bad reviews left on here are nothing to do with the actual film, will smith knew what he did was wrong many people make mistakes does that mean there life should be nothing anymore? And stopping doing what they enjoy and working and living their life.

I will forever like will smith and watch any movie he is in

Must watch honestly you will not regret it

Fab film!!!","June 7, 2024 (United States)"
19,8.0,23 July 2024,"Bad Boys: Ride or Die

Oh dear, I had hoped that at the end of the last banal movie we had seen the end of this excruciating franchise. How much macho posturing can we, the viewer, be subjected to that literarily made me squirm from one scene to another.

Not only was there a vestigial script, nasty stereotyping, preposterous scenarios, and the most egregious and controlling relationships based upon fear and retribution. This movie grandstands this mucho behaviour and promotes it in the most barefaced manner. How can this still exist in 2024!

It does not pass the minimum bar of six out loud laughs per movie I didn't laugh once.

Lastly and perhaps most shockingly this movie was used as a vehicle for the cancelled actor Will Smith to re-enter Hollywood. Previously he presented himself as a black role model across the world, a whole generation copied his supposed wholesome and non-judgemental approach, he then turned out to be nothing more that a violent misogynistic who had hoodwinked the public for years, there is no coming back from that period!

I hated this reductive movie from start to finish I'm not sure who this was made for but whoever is lapping up this rubbish needs to take take a close look at what it is they are admiring.

For me this is a 3 outta 10, at best, I enjoyed some of the stunts.","June 7, 2024 (United States)"
20,10.0,10 June 2024,"Martin Lawrence totally killed it here but I do believe Will Smith is still affected in his acting due to his slap incident (or perhaps his charm is gone).

Same old story (good guys get set-up by bad guys and they win in the end). Jokes were ok but I don't think I want to see Will Smith ever again on the screen (he was once a favorite actor of mine).

Supporting cast was lackluster as most people have said. And some scenes were fun but the story overall was very predictable (specially who the bad guy is which you can figure it out in the first 20 minutes or so).

I love action films and comedy, this used to be a great movie series but I think Will Smith should consider retiring and let his glory days be gone...","June 7, 2024 (United States)"
21,1.0,5 June 2024,"Cinema can and sometimes must simply entertain. It's not about an elaborate or even new story, character depictions that are more than just superficial, outstanding action scenes, great camera work, or even exceptional actors. It's about fun and distracting the audience from the rest of the world for 115 minutes. ""Bad Boys Ride or Die"" has achieved just that. Admittedly, Mike Lowrey and Marcus Burnett have been my favorites since 1995, and I dare say that ""Bad Boys"" was one of the most-watched films of my youth. And just as I don't feel really old almost thirty years later, neither do Will Smith and especially Martin Lawrence, who really gives it his all in the fourth installment of the series and provides plenty of laughs.

Yes, the film is no revelation, and some camera angles were annoying because they were much too fast and hectic. And when the camera switches to vertical format in the finale, I know that perhaps I am indeed too old for this stuff. However, ""Bad Boys Ride or Die"" is also one of the most honest films of the year. Here, nothing is taken seriously anymore, and the goal is for everyone to have fun. For me, that was enough, and the film works better than much of what else I've seen in the cinema this year. If you haven't liked the ""Bad Boys"" so far, you won't be happy here either. For everyone else, go to the cinema and have fun.","June 7, 2024 (United States)"
22,2.0,9 June 2024,I honestly don't know why it's rated a 6.9/10 😭 I JUST now made this account just to let ya know this banger of a movie is 100% worth watching & a 10/10. The Comedy In the movie & Action Is GOLD!! This is 100% my new favorite movie & I'm 100% it would be who ever is reading this favorite movie too. Legit EVERYONE In the theater I was In was clapping & laughing for 90% of the movie. Easily the best movie of the month of June EVER!! & I swear I'm not overhyping the movie 😭 I promise it's as good as I say it is & I hope who ever is reading this enjoys the movie. (( PLEASE WATCH IT IF YOU WANT TO LAUGH HARD )),"June 7, 2024 (United States)"
23,6.0,20 June 2024,"Chaotic plot (one must look quite hard to find the plot), HORRIBLE script, same ol' same ol' which hurts all of it and a waste of my time & money. Which suggests that there will be another one. I truly did not want to see this one, but being in love we do things that defy logic.

As actors age they make choices that always come with consequences. Martin Lawrence has made the choice to wear a lot of black, but the jowls ALWAYS give it away and that takes away from the whole experience in my eyes. If you're going to throw it out there, you better be able to support it and he cannot.

Overall, in my probably uncultured perspective, this film isn't worth your time or money.","June 7, 2024 (United States)"
24,6.0,6 June 2024,"From the opening scene I broke my jaw laughing and creamed my Levi's (the first of many times throughout this achievement to the world of cinema and quite possibly humanity). Chris Tucker, newly married, and Kevin Hart, sporting a bulbous face prosthetic, are back as everyone's favorite wiseacre detectives (I actually have no idea what their official titles are as cops, like no idea) and their captain is being framed...But this time he's dead...WOOOOAH (just popped off in my Hilfiger's again writing about how well crafted the story is). Lethal Weapon and Rush Hour have to clear the captain's name cause his cranky ghost keeps following them around during their investigation. While following a lead that sees them off to New York, Ride Along and Money Talks pick up the B-team Ghostbusters from Afterlife to help with the case that they fear involves a sinister Bughuul. The Ghostbusters and 48 Hours visit a haunted Blumhouse that's filled with a whole gang of the fattest DJ Khaleds you've ever seen (think of the mini marshmallows in Afterlife and Frozen Empire but they're all the size of the original Stay Puft marshmallow man but have the skills of a talentless cry baby; this scene also made me frost my Wranglers). During the shoot out with the Stay Puft Khaleds, the ghost captain gets his brains blown out by ANOTHER ONE...which is a mistake because now it's personal. The Blues Brothers ditch the Ghostbusters, who just hung around and kept dancing to ANOTHER ONE, before following a clue left in one of Stay Puft Khaleds wretched ass songs. They must infiltrate a prison to retrieve a former British spy and a wrongfully accused army ranger...and you guessed it, the prison is Alcatraz. When Miami Vice arrives they pretend to be lawyers (again, I don't know what their titles are as cops, they may be actual lawyers at this point) when all of a sudden their gigantic, metal, magnetic boots they've been wearing the entire film lock them in place. All the doors of the cells open and a riot ensues, but through all of the chaos, in walks Castor Troy (already wearing John Travolta's face). ""OOOO WEE YOU GOOD LOOKIN,"" he exclaims as he begins throwing green balls filled with a toxic nerve gas, Blue Streak and Ali remember they're wearing bazooka powered jet packs that allow them to explode out of their boots and through the roof of Alcatraz into the sky and hurling toward an oncoming plane. Out of bazooka juice and free falling they manage to get onboard the plane, which just so happens to be carrying some of the most dangerous criminals this side of the Mason Dixon. Someone says ""OH HELL NAW"", but I don't want to spoil who, and someone else says ""WOO WOO WOO"", again no spoilers here as Big Momma and Hancock approache the cockpit Cyrus the Virus turns and says ""Thank you for flying Con Air, unfortunately this flight is for prisoners only unless your Dave Chapelle, and lets face it, you guys aren't Dave Chapelle."" Fortunately for the Rush Hour 2, a couple of these prisoners are innocent and willing to help, they include Stephen Baldwin and Laurence Fishbourne reprising their roles from FLED and Richard Kimble from The Fugitive, replacing Harrison Ford in the role is Mark Hamill, which I found to be inspired casting. As all the convicts on the plane surround them The Bad Grandpas, Fled and the Fugitive must share one parachute and jump off the plane. A mid air fight ensues with all the men punching and quipping like mad as they plummet to the earth, real obnoxious like. Thankfully a group of bank robbing surfers were sky diving that day, Johnny Utah and Bodhi give The Fresh Prince and MAHHHRTIN a chance to steal their parachute, as they were also fighting in mid air at the moment. With the chute deployed Big Mommas House and King Richard land safely in Gaza.

10 Stars.","June 7, 2024 (United States)"
25,1.0,10 June 2024,"I looked forward to Bad Boys: Ride or Die as I really enjoyed Bad Boys for Life. It retains a lot of the positive things which have made the past films fun such as impactful action, R rated jokes and family dynamics. That came with a bunch of side characters new and old and an okay plot but there is one thing that lets this movie down and it's Martin Lawrence's character, Marcus Burnett.

Unfortunately, it's becoming all too common in Hollywood for a character to be so over the top for a movie that it just becomes distracting.

After surviving a near death experience at the beginning of the film, Marcus is high on life and he literally acts as if he is high for the rest of the film. This went beyond fun and playful to the point where it was distracting and annoying. It led to many frustrating scenes which felt like they belonged in a cartoon including one scene where the characters chose one of the worst possible moments to sing the Bad Boys theme.

In the End, Bad Boys Ride or Die is a frustrating but okay film which could have been much better with different narrative choices although many people might enjoy the direction that the film went.","June 7, 2024 (United States)"
26,8.0,26 July 2024,"The movie"" continues the long-running saga, but this latest installment falls into the trap of delivering more of the same without much innovation. The film lacks any fresh elements and largely recycles tropes seen in countless other action movies.

The action scenes, while brief and sporadic, feature our heavily battered yet inexplicably bulletproof heroes. These sequences are interspersed with lengthy, tiresome filler dialogue that does little to advance the plot or develop the characters. The two hours in the theater felt more like a slog, as the film struggled to maintain engagement with its audience.

""Bad Boys 4"" at times resembles an ego-shooter game, a style that may appeal to fans of intense, immersive violence. However, this aspect requires a particular taste for such content. While the film manages to deliver solid entertainment and the dynamic chemistry between Smith and Lawrence remains a highlight, it ultimately fails to rise to the level of a masterpiece.

One of the most glaring issues is the evident aging of the main actors. Smith and Lawrence, though charismatic, often show their age, and the series' attempt to maintain the high-energy antics of its predecessors feels forced and out of touch. The weariness is palpable in many scenes, making it clear that the franchise is running on fumes.

A passable action film that relies heavily on the established rapport of its leading men. It offers a familiar blend of action and humor, but its lack of originality and overused clichés render it a largely forgettable experience. While fans of the series might find some enjoyment, it's time for this franchise to finally rest, acknowledging that its stars can no longer convincingly play the roles of youthful action heroes.","June 7, 2024 (United States)"
27,1.0,22 June 2024,"What can I say this movie was just horrible. Will Smith for starters just isn't relevant anymore. He's still acting like he's in his 20's or something but please he's well into his 50's a this point. This has to be some of his worst work. I'd say we're all just tired of him at this point. He can't keep play 20 forever.

The camera work looked like something out of a horrible Michael Bay movie. Shaky camera movements, loads of jump cuts, way too much fancy and overused / outdated camera work.

The story line was thin. Just something to hold the action segments together. Honestly it's really not much different than the 3rd movie, or the first two.","June 7, 2024 (United States)"
28,2.0,7 June 2024,"Bad Boys is one of the best buddy em cop action comedy franchise and with 4th part it looks like they've run their course. I enjoyed this movie but it offers nothing new it is just same as last film which I found amazing because 3rd one came after a very long time after 2nd one, but this time magic and charm don't work.. Chemistry between Will Smith and Martin Lawrence is the real soul of these movies their comedy timing is perfect and they can still kick some ass even after 30 years.. Story was same as many other movies we've seen before good guys gets framed for something which they didn't do, they catch bad guys and defeat them. The End. There are some good action scenes in this movies mostly consists of shootouts ,I think 2nd one has the best action sequences because that was directed by Michael Bay who is known for making big scale action pieces, after some time you'll get bored seeing same action again and again but it was still very fun to see on big screen especially the FPS gun scene during climax.. Cinematography consisting of Skylines shots of Miami was cool to see, soundtrack was good and acting of man leads was the best part of movie... Overall I enjoyed this movie as a Summer popcorn flick, if you love action comedies with some of the old famous actors of Hollywood you should catch it on big screen. You will enjoy it..","June 7, 2024 (United States)"
29,2.0,26 July 2024,"Bad writing Bad comedy Bad acting Bad action Just bad.

The movie lacks everything, not one joke made me laugh. I could not connect with anyone. The action is like a cheap bollywood movie. The plot is absurd, cliche and so predictable. Martins charachter over does it to max, I got secondhand embarassment. Movie is a mess, no head or tail. These two need to retire. Waste of time and money. I had to forward my way through it. If I had to pick one positive, it would have to be Armando, this actor did good and was the only one I wanted to make it, and somewhat connected too. I hope we se more of him and that he gets bettet scripts.","June 7, 2024 (United States)"
30,4.0,10 June 2024,"Having enjoyed the previous Bad Boys films, I expected the latest installment to deliver the same blend of action and comedy that made its predecessors enjoyable. Unfortunately, this film missed the mark on all counts.

The comedy that was a staple of the earlier films was notably absent. Will Smith, who was once effortlessly funny, seemed to have lost his comedic touch. The film felt more like watching someone play Call of Duty for an hour and 51 minutes, lacking any real engagement or entertainment value.

Ultimately, I found myself so uninterested that I decided to leave the theater with 20 minutes left. The music in the theater lobby proved to be more entertaining than the movie itself, so I waited there for my family to finish watching.

If you enjoyed the previous Bad Boys movies, I would not recommend this one. It fails to capture the humor and excitement that made the earlier films enjoyable.","June 7, 2024 (United States)"
31,4.0,7 June 2024,"I really enjoyed the first three movies in this series. The first two from Michael Bay truly raised the bar for gritty action movies. The third from a few years ago with new directors was a surprisingly great follow-on that was just as thrilling and fun. This movie, however, was a significant departure in quality.

Story 1/10 Acting 3/10 Direction 4/10 Action and effects 3/10 Nostalgia factor 5/10

What brought this desperate, greedy cash grab of a production down was how lazy and derivative it was from start to end. The amount of predictable core components of the story were only surpassed by the cheeseball dialogue and gags. What made the other films enjoyable was a delicate balance of quality action, believable stakes, and well-placed comedy. This failed attempt was just cringey and pathetic. While Will Smith did... okay... it's evident why Martin Lawrence faded into obscurity decades ago. Bad Boys should've ended with #3.

2/10.","June 7, 2024 (United States)"
