,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
13,13,9.0,9 July 2024,"The boys started really well, but from the last episode of season 3, the show has been going downhill. The story has stopped progressing, and the creators are only adding stuff to generate shocking reactions from viewers. Unfortunately, this isn't working anymore. Weird scenes looked good when the story was moving forward, but now that it isn't, I am just unable to watch it anymore. The performances of all the actors are good, but the writing has been really bad. The characters are making weird choices that don't match their personalities, and the attempt to stretch things out is very visible on screen. All in all, The Boys has fallen off.","July 26, 2019 (United States)",the boys started really well but from the last episode of season the show has been going downhill the story has stopped progressing and the creators are only adding stuff to generate shocking reactions from viewers unfortunately this isnt working anymore weird scenes looked good when the story was moving forward but now that it isnt i am just unable to watch it anymore the performances of all the actors are good but the writing has been really bad the characters are making weird choices that dont match their personalities and the attempt to stretch things out is very visible on screen all in all the boys has fallen off,NEGATIVE
14,14,9.0,22 October 2020,"This Amazon series is set in a world where there are superheroes; they aren't typical superheroes though; they work for the powerful Vought Corporation and consider ratings and profit to be more important than saving lives. They are also arrogant, disillusioned or generally unpleasant. The worst of these are 'The Seven', the most senior heroes who are heavily marketed by Vought. Working to expose them is a group known as 'The Boys'; led by Billy Butcher who is convinced that leader of the heroes, Homelander, is responsible for the disappearance of his wife. We are introduced to each group via new members; Hughie Campbell joins The Boys after ultrafast hero A-Train ran through his girlfriend; and Annie January an idealistic young heroine known as Starlight who joins The Seven. Hughie and Annie become friends before learning what the other is doing.

When I first heard of this I thought it was just a case of Amazon jumping on the superhero bandwagon but then heard a radio review which made it sound like a series I might like... it most certainly is! If you like your heroes to be heroic and good rather than self-centred egomaniacs you might not like this but if you like to see conventions turned on their head this is great. Another major difference between this and more typical stories featuring superheroes is that this is definitely not family friendly; there is a lot of strong violence, some sex and nudity and possibly the most swearing I've heard in a TV show. The story develops well over the two seasons that are currently available with some good twists and plenty of interesting character development. The characters on both sides are interesting and the cast does a great job portraying them. While the story can be a bit dark at times it is lightened by its humour; often being genuinely hilarious as we see events that wouldn't seem the most obvious source of laughs. Overall I'd definitely recommend this to older superhero fans who are looking for something different. I can't wait for season three.","July 26, 2019 (United States)",this amazon series is set in a world where there are superheroes they arent typical superheroes though they work for the powerful vought corporation and consider ratings and profit to be more important than saving lives they are also arrogant disillusioned or generally unpleasant the worst of these are the seven the most senior heroes who are heavily marketed by vought working to expose them is a group known as the boys led by billy butcher who is convinced that leader of the heroes homelander is responsible for the disappearance of his wife we are introduced to each group via new members hughie campbell joins the boys after ultrafast hero atrain ran through his girlfriend and annie january an idealistic young heroine known as starlight who joins the seven hughie and annie become friends before learning what the other is doing when i first heard of this i thought it was just a case of amazon jumping on the superhero bandwagon but then heard a radio review which made it sound like a series i might like it most certainly is if you like your heroes to be heroic and good rather than selfcentred egomaniacs you might not like this but if you like to see conventions turned on their head this is great another major difference between this and more typical stories featuring superheroes is that this is definitely not family friendly there is a lot of strong violence some sex and nudity and possibly the most swearing ive heard in a tv show the story develops well over the two seasons that are currently available with some good twists and plenty of interesting character development the characters on both sides are interesting and the cast does a great job portraying them while the story can be a bit dark at times it is lightened by its humour often being genuinely hilarious as we see events that wouldnt seem the most obvious source of laughs overall id definitely recommend this to older superhero fans who are looking for something different i cant wait for season three,POSITIVE
15,15,9.0,28 July 2019,Want to see what it would really be like with super heroes around? Check this out! No kids play here folks....not for kids. Best damn series on right now....about time!,"July 26, 2019 (United States)",want to see what it would really be like with super heroes around check this out no kids play here folksnot for kids best damn series on right nowabout time,POSITIVE
16,16,10.0,28 October 2019,"Can't say I recall seeing Anthony Star in any films (and I'm an Aussie) but his performance as Homelander is really something else - someone give him an award. Can't wait for next season, and more projects with Star.","July 26, 2019 (United States)",cant say i recall seeing anthony star in any films and im an aussie but his performance as homelander is really something else someone give him an award cant wait for next season and more projects with star,POSITIVE
17,17,10.0,26 July 2019,Great twist on the superhero genre. The story is well written. The acting is good. Definitely an entertaining series.,"July 26, 2019 (United States)",great twist on the superhero genre the story is well written the acting is good definitely an entertaining series,POSITIVE
18,18,10.0,30 July 2019,"When I first heard of 'The Boys', I thought it would be your standard superhero series, but when I actually watched it, I discovered I was dead wrong. After 15 minutes of the first episode, it was impossible to stop watching. It was a more believable take on what the world would look like if superheroes were flying around today, with characters that were unforgettably unique. There were times when I thought that the 'good guys' were the 'bad guys', and times when I thought the 'bad guys' were the 'good guys'. But in the end, I found that there weren't any 'all-good' or 'all-bad' characters, but 'all-human' characters, sometimes with more-than-human abilities. It's a super series, definitely worth your time.","July 26, 2019 (United States)",when i first heard of the boys i thought it would be your standard superhero series but when i actually watched it i discovered i was dead wrong after minutes of the first episode it was impossible to stop watching it was a more believable take on what the world would look like if superheroes were flying around today with characters that were unforgettably unique there were times when i thought that the good guys were the bad guys and times when i thought the bad guys were the good guys but in the end i found that there werent any allgood or allbad characters but allhuman characters sometimes with morethanhuman abilities its a super series definitely worth your time,POSITIVE
20,20,8.0,15 October 2020,"EXCELLENT first season.

Incredibly, an even better second season.","July 26, 2019 (United States)",excellent first season incredibly an even better second season,POSITIVE
21,21,6.0,26 July 2019,"Bad superheroes have been done before, but not like this. Very entertaining.","July 26, 2019 (United States)",bad superheroes have been done before but not like this very entertaining,POSITIVE
22,22,4.0,6 July 2024,"Predictable. One shocking scene after another. This is the layziest writing and directing ever. Talking heads, bs dialogs and constantly people sitting and talking. And talking. No dynamic. This season is so off, it looks like they cut the budget in half. If it wasn't for some effects this would be really impossible to watch. The quality dropped so much that it is not worth wasting time and energy.

The family story lines are boring and feel like time fillers. The characters are off and lame. Even the new ones. The pretend like we know them, but we don't. And why would you care? There is so much implausible stuff in this season.. I don't even know where to start.","July 26, 2019 (United States)",predictable one shocking scene after another this is the layziest writing and directing ever talking heads bs dialogs and constantly people sitting and talking and talking no dynamic this season is so off it looks like they cut the budget in half if it wasnt for some effects this would be really impossible to watch the quality dropped so much that it is not worth wasting time and energy the family story lines are boring and feel like time fillers the characters are off and lame even the new ones the pretend like we know them but we dont and why would you care there is so much implausible stuff in this season i dont even know where to start,NEGATIVE
23,23,8.0,5 July 2024,"It's a sad year for The Boys.. What started as a captivating and entertaining show, has devolved into a painful hour of viewing each week. I could easily binge the first 2 seasons seasons (and even season 3 for the most part)... but the subtle & clever political undertones of earlier seasons, which were an afterthought to the storyline & character building, has become the sole purpose of the show now it seems. I barely get through each new episode, but continue to hold on in the hopes of some kind of glimpse of The Boys seasons I fell in love with in the first place. There are still a few good scenes and humor sprinkled in, but it's mostly just the writer shoving their extreme political view down your throat every chance they get. It's becoming predictable and very repetitive at this point. I hope things will start to get better, and I'll most likely tough it out for the remainder of the season as something to put on in the background while I'm doing other stuff, but if it continues this trajectory, I won't be around for season 5 (if it even gets there).","July 26, 2019 (United States)",its a sad year for the boys what started as a captivating and entertaining show has devolved into a painful hour of viewing each week i could easily binge the first seasons seasons and even season for the most part but the subtle clever political undertones of earlier seasons which were an afterthought to the storyline character building has become the sole purpose of the show now it seems i barely get through each new episode but continue to hold on in the hopes of some kind of glimpse of the boys seasons i fell in love with in the first place there are still a few good scenes and humor sprinkled in but its mostly just the writer shoving their extreme political view down your throat every chance they get its becoming predictable and very repetitive at this point i hope things will start to get better and ill most likely tough it out for the remainder of the season as something to put on in the background while im doing other stuff but if it continues this trajectory i wont be around for season if it even gets there,NEGATIVE
24,24,10.0,17 November 2020,"(Review updated after Season 4).

Hughie Campbell's life is turned upside down when the love of his life is accidentally killed by a superhero, a member of The Seven, the most elite and adored of superhero teams. The Seven are the rock stars of the age and untouchable but the more Hughie investigates, the more he discovers they're far from perfect. His moral crusade sees him drawn into a band of anti-superhero vigilantes: The Boys.

I'm generally not into superhero movies or series but this is different. Here the superheroes are more the villains than the heroes, making for a very interesting and original take on the genre. Throw in some very intriguing sub-plots involving the superheroes' private lives, the politics of their jobs and machinations within their team plus some profound observations and themes involving the (forced) superficiality of public figures, the intrusiveness and control of the media and the influence of social media status and you have a series that is original, entertaining and a mirror of the times.

Action scenes are well done, with some great CGI and graphic grittiness - this is definitely not Disney! While mostly a drama there's some wonderfully funny moments too. Just about anything involving The Deep was always bound to raise a laugh.

Not perfect though. The central plot - The Boys vs the superheroes - often appears clumsy and seems to go around in circles. It starts well enough but after a point, towards the end of Season 1, it just seems to get bogged down in endless escapades that have no point and occur based on the flimsiest of excuses. Plus these escapades often got resolved in silly, plot hole-riddled ways.

The writers would have done better to initially concentrate on the internal machinations within The Seven with the superheroes vs The Boys plot starting as a sideshow and then amping it up as the series went on.

Things do come together quite well in Season 3 though as the plot finds its focus. Season 3 is action-packed and intriguing with some great internal machinations within the superhero camp and a very interesting new character. It was heading for a fantastic showdown but the writers fluffed this somewhat in an effort to prolong the series. The final episode of S3 is a bit confusing and disappointing.

This disappointment continues into S4 as the main plot doesn't develop much. Instead we have heaps of sub-plots that don't add much and are just there to kill time. I was expecting showdown between The Boys and the superheroes but instead we have heaps of politics, all very polarising and I assume meant to be some sort of commentary on US politics and society. Before there was some engagement with the superheroes, now they're just plain cartoonish, malevolent villains. The middle of the season is the low point with meaningless space filler galore.

Things do improve towards the end and the season ends on a high. However, I suspect that S5 will be more of the same: two or three episodes of plot development, five or six episodes of padding. Why would the producers give us a tight, development-filled plot when they can stretch this out for several more seasons and make more money that way?

Season ratings: S1&2 8/10, S3 9/10, S4 6/10.","July 26, 2019 (United States)",review updated after season hughie campbells life is turned upside down when the love of his life is accidentally killed by a superhero a member of the seven the most elite and adored of superhero teams the seven are the rock stars of the age and untouchable but the more hughie investigates the more he discovers theyre far from perfect his moral crusade sees him drawn into a band of antisuperhero vigilantes the boys im generally not into superhero movies or series but this is different here the superheroes are more the villains than the heroes making for a very interesting and original take on the genre throw in some very intriguing subplots involving the superheroes private lives the politics of their jobs and machinations within their team plus some profound observations and themes involving the forced superficiality of public figures the intrusiveness and control of the media and the influence of social media status and you have a series that is original entertaining and a mirror of the times action scenes are well done with some great cgi and graphic grittiness this is definitely not disney while mostly a drama theres some wonderfully funny moments too just about anything involving the deep was always bound to raise a laugh not perfect though the central plot the boys vs the superheroes often appears clumsy and seems to go around in circles it starts well enough but after a point towards the end of season it just seems to get bogged down in endless escapades that have no point and occur based on the flimsiest of excuses plus these escapades often got resolved in silly plot holeriddled ways the writers would have done better to initially concentrate on the internal machinations within the seven with the superheroes vs the boys plot starting as a sideshow and then amping it up as the series went on things do come together quite well in season though as the plot finds its focus season is actionpacked and intriguing with some great internal machinations within the superhero camp and a very interesting new character it was heading for a fantastic showdown but the writers fluffed this somewhat in an effort to prolong the series the final episode of s is a bit confusing and disappointing this disappointment continues into s as the main plot doesnt develop much instead we have heaps of subplots that dont add much and are just there to kill time i was expecting showdown between the boys and the superheroes but instead we have heaps of politics all very polarising and i assume meant to be some sort of commentary on us politics and society before there was some engagement with the superheroes now theyre just plain cartoonish malevolent villains the middle of the season is the low point with meaningless space filler galore things do improve towards the end and the season ends on a high however i suspect that s will be more of the same two or three episodes of plot development five or six episodes of padding why would the producers give us a tight developmentfilled plot when they can stretch this out for several more seasons and make more money that way season ratings s s s,POSITIVE
25,25,9.0,6 August 2019,"2nd only to HBO's Chernobyl.

This series is dark, gritty and gripping. From the very first scene you know right away that this isn't the MCU or DC or even the Watchmen. It's somehow darker and even more twisted and yet, still inexplicably grounded in reality.

That's the appeal of this show.

Not that the heroes are really villains, though some of them are quite evil, they're just broken by the system that created them... just like the rest of us.

Watch it, I promise you that you will not be disappointed.","July 26, 2019 (United States)",nd only to hbos chernobyl this series is dark gritty and gripping from the very first scene you know right away that this isnt the mcu or dc or even the watchmen its somehow darker and even more twisted and yet still inexplicably grounded in reality thats the appeal of this show not that the heroes are really villains though some of them are quite evil theyre just broken by the system that created them just like the rest of us watch it i promise you that you will not be disappointed,POSITIVE
26,26,10.0,4 September 2019,"Give a celebrity super powers and you have The Boys. Narcisistic and arrogant. Above the law. Of course I enjoy Marvel and DC, but honestly, they are unrealistic. If Supes were real, this is how they would act. Sure, you would have a handful of good ones, but the majority would do what they wanted. The Boys shows the real and darker side of humanity. Our current celebrities consider themselves better than everyone else, and if you gave them super powers, then just imagine how they would behave. On the outside they would appear good, but behind closed doors their true colors would show. Well, ""The Boys"" know this and they are bent on taking down the Supes and showing their true colors. Like I said, if Supes were real, this is how I imagine it would be. Did I mention Karl Urban? Stellar performance. And Anthony Starr as Homelander is fabulous(Superman meets Captain America meets Arrogant Superstar). If you want a realistic look into Superheroes, then watch The Boys.","July 26, 2019 (United States)",give a celebrity super powers and you have the boys narcisistic and arrogant above the law of course i enjoy marvel and dc but honestly they are unrealistic if supes were real this is how they would act sure you would have a handful of good ones but the majority would do what they wanted the boys shows the real and darker side of humanity our current celebrities consider themselves better than everyone else and if you gave them super powers then just imagine how they would behave on the outside they would appear good but behind closed doors their true colors would show well the boys know this and they are bent on taking down the supes and showing their true colors like i said if supes were real this is how i imagine it would be did i mention karl urban stellar performance and anthony starr as homelander is fabuloussuperman meets captain america meets arrogant superstar if you want a realistic look into superheroes then watch the boys,NEGATIVE
27,27,10.0,27 July 2019,"Finally something new and fresh from the stereotypical drivel being jammed down our throats for the past couple of years. None of the clichés either. Dark,gory hilarious, ethically mind bending. Like how far would you twist justice to serve your needs, what price would you be willing to pay for revenge is it worth losing your humanity? All this mixed into a beautiful first season. Can't wait for more. A definite must watch epically if you enjoyed titles like Titans.","July 26, 2019 (United States)",finally something new and fresh from the stereotypical drivel being jammed down our throats for the past couple of years none of the clichés either darkgory hilarious ethically mind bending like how far would you twist justice to serve your needs what price would you be willing to pay for revenge is it worth losing your humanity all this mixed into a beautiful first season cant wait for more a definite must watch epically if you enjoyed titles like titans,POSITIVE
30,30,10.0,5 August 2019,"The excellent performance by Karl Urban just made this show for me, along with the casting of Simon peg for Huies dad (Huie is based on Simon peg in the comics) so that was a nice surprise, also the characters of the supers were played perfectly with Home lander being very well played","July 26, 2019 (United States)",the excellent performance by karl urban just made this show for me along with the casting of simon peg for huies dad huie is based on simon peg in the comics so that was a nice surprise also the characters of the supers were played perfectly with home lander being very well played,POSITIVE
31,31,6.0,24 April 2022,"Review of Season One:

This was a real treat and by far my favourite superhero show. An out-and-out satire of modern America, taking broad swipes at consumerism, celebrity, religion, politics, big business, big pharma, you name it. Very well acted (Karl Urban gets the role of his career) and with every episode packed with twists, good characters, action, bloodshed, you name it. I bingewatch this and loved it.

Review of Season Two:

I was worried this one wouldn't match the first but it did. The story expands, the action and mayhem is ramped up, the new characters leave a real impression, and all of the good stuff from the first season is back. Looking forward to the third...

Review of Season Three:

I was a little worried about this third season when it first started. It felt like the freshness was gone to be replaced by the crudity and forced outrageousness that marred PREACHER. However, after a few episodes this finds its feet with the introduction of a great new character, some strong acting and all of the twists and political intrigue we know and love.

Review of Season Four:

Sadly, the series begins a downward trajectory with season four, in which very little happens of note from beginning to end. There isn't even much in the way of decent gore or action as in previous series. The old characters are back and a few new ones join them, but the new subplots invented for this season are singularly unimpressive. Even worse, they focus too much on grossing out the viewer rather than contributing original plotting. This is how PREACHER went. I'm glad the next season is the last.","July 26, 2019 (United States)",review of season one this was a real treat and by far my favourite superhero show an outandout satire of modern america taking broad swipes at consumerism celebrity religion politics big business big pharma you name it very well acted karl urban gets the role of his career and with every episode packed with twists good characters action bloodshed you name it i bingewatch this and loved it review of season two i was worried this one wouldnt match the first but it did the story expands the action and mayhem is ramped up the new characters leave a real impression and all of the good stuff from the first season is back looking forward to the third review of season three i was a little worried about this third season when it first started it felt like the freshness was gone to be replaced by the crudity and forced outrageousness that marred preacher however after a few episodes this finds its feet with the introduction of a great new character some strong acting and all of the twists and political intrigue we know and love review of season four sadly the series begins a downward trajectory with season four in which very little happens of note from beginning to end there isnt even much in the way of decent gore or action as in previous series the old characters are back and a few new ones join them but the new subplots invented for this season are singularly unimpressive even worse they focus too much on grossing out the viewer rather than contributing original plotting this is how preacher went im glad the next season is the last,POSITIVE
32,32,4.0,20 August 2021,"Yeah, this is perfect

I don't think there are enough words to praise this.

Different types of characters ,screenplay gave equal space to everyone and they just nailed it.","July 26, 2019 (United States)",yeah this is perfect i dont think there are enough words to praise this different types of characters screenplay gave equal space to everyone and they just nailed it,POSITIVE
34,34,10.0,24 June 2024,"This show was always a satire of America, particularly of the populist right, this was obvious. It also took shots at virtue signalling corporations, but it was obvious that its true target was the right of the culture wars.

However it wasn't too preachy and the show's tone was still anarchic, cynical and amoral - i.e. It gleefully offended everyone which, in our over-sensitive times, was refreshing. But in season 4, it has shifted to preaching standard issue, mainstream liberal talking points which is boring.

The black comedy associated with Homelander - the character who carries the show - isn't quite as good and you have this feeling that all the usual US Culture War talking points are going to be addressed. The writers no longer want to poke fun at the pieties of our age; now they want to 'use their platform' to address important topics. Snore.

This show has gone from Sex Pistols to Taylor Swift in 4 season. Sad.","July 26, 2019 (United States)",this show was always a satire of america particularly of the populist right this was obvious it also took shots at virtue signalling corporations but it was obvious that its true target was the right of the culture wars however it wasnt too preachy and the shows tone was still anarchic cynical and amoral ie it gleefully offended everyone which in our oversensitive times was refreshing but in season it has shifted to preaching standard issue mainstream liberal talking points which is boring the black comedy associated with homelander the character who carries the show isnt quite as good and you have this feeling that all the usual us culture war talking points are going to be addressed the writers no longer want to poke fun at the pieties of our age now they want to use their platform to address important topics snore this show has gone from sex pistols to taylor swift in season sad,NEGATIVE
35,35,10.0,10 September 2019,"Wow I like it. Probably the first TV show my partner has introduced me to that I haven't been bored the first few episodes (except vikings, that rocks!). We really can't wait until the next season comes out. The cliff hanger of this season was gobsmacking. Awesome show guys","July 26, 2019 (United States)",wow i like it probably the first tv show my partner has introduced me to that i havent been bored the first few episodes except vikings that rocks we really cant wait until the next season comes out the cliff hanger of this season was gobsmacking awesome show guys,POSITIVE
36,36,10.0,17 September 2019,"What I have always wanted in a superhero show. Graphic violence, an engaging stories with well developed characters and even some well timed humour. Already waiting for season 2.","July 26, 2019 (United States)",what i have always wanted in a superhero show graphic violence an engaging stories with well developed characters and even some well timed humour already waiting for season,POSITIVE
37,37,10.0,18 February 2022,"Everything about this show is freaking amazing. The acting and writing are some of the best I´ve seen on a show. And they make enough changes from the comics so that it feels like it´s own story, and so even people who read the comic don´t know where it´s going.","July 26, 2019 (United States)",everything about this show is freaking amazing the acting and writing are some of the best ive seen on a show and they make enough changes from the comics so that it feels like its own story and so even people who read the comic dont know where its going,POSITIVE
38,38,10.0,10 September 2022,"I can't stand Marvel and DC and all the comic book stuff, (Deadpool and Guardians I will watch) BUT THIS IS DIFFERENT!

Imagine a superhero world that was real, none of this nicey nicey holier than thou rubbish, where the only person doing anything wrong is some crazy genius super villain (for those that have seen it, I meant to put that lol), it's what humans are like, with all their neurosis, prejudices and proclivities but with powers.

Honestly I didn't think I was going to like it until the scene where we met A-Train (no spoilers) but I ended up binge watching it ALL over a lazy weekend with a few bevvys and I can honestly say....

Thia is one of the best shows around, best show since Game of Thrones.

You'll love characters, then hate them and the opposite, there's all the grey area that is needed with character development.

Plus the fact it looks brilliant, the effects are stunning. Welll directed, well filmed, honestly the DOP on this needs some recognition...

So if you don't like super hero stuff (especially the happy Disney ending type stuff) then this is for you and if you do like super hero stuff you'll still like it, I couldn't recommend this more!

10/10.","July 26, 2019 (United States)",i cant stand marvel and dc and all the comic book stuff deadpool and guardians i will watch but this is different imagine a superhero world that was real none of this nicey nicey holier than thou rubbish where the only person doing anything wrong is some crazy genius super villain for those that have seen it i meant to put that lol its what humans are like with all their neurosis prejudices and proclivities but with powers honestly i didnt think i was going to like it until the scene where we met atrain no spoilers but i ended up binge watching it all over a lazy weekend with a few bevvys and i can honestly say thia is one of the best shows around best show since game of thrones youll love characters then hate them and the opposite theres all the grey area that is needed with character development plus the fact it looks brilliant the effects are stunning welll directed well filmed honestly the dop on this needs some recognition so if you dont like super hero stuff especially the happy disney ending type stuff then this is for you and if you do like super hero stuff youll still like it i couldnt recommend this more,POSITIVE
39,39,10.0,22 May 2021,"This show is a remedy to the super hero culture.

Revitalising, violent, quick-witted and anti-pop.

It's not afraid to pull the curtain of our hypocritical society.","July 26, 2019 (United States)",this show is a remedy to the super hero culture revitalising violent quickwitted and antipop its not afraid to pull the curtain of our hypocritical society,POSITIVE
40,40,8.0,11 February 2022,"I hate superhero movies and maybe only saw Christopher Nolan's masterpiece, Batman.

But this TV series drove me crazy, all the moments of the story are fascinating and the choice of actors, especially Homelander and Butcher, is unique.

Congratulations on this wonderful series, everything is going great.","July 26, 2019 (United States)",i hate superhero movies and maybe only saw christopher nolans masterpiece batman but this tv series drove me crazy all the moments of the story are fascinating and the choice of actors especially homelander and butcher is unique congratulations on this wonderful series everything is going great,POSITIVE
