,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
101,101,2.0,31 July 2023,"Damien Chazelle's ghastly movie is a bitter attack on the industry that made him a prominent director. Since Sunset Boulevard,Hollywood has perversely sent poison pen letters to itself with films as diverse as Singin' in the Rain, Whatever Happened to Baby Jane?, Day of the Locust, Mulholland Drive, Barton Fink, S. O. B, Inside Daisy Clover, Trumbo and, from the European perspective, Jean-Luc Godard's Contempt, among others. But at least these films had something to say about the business and its impact on the lives of people--famous, yet-to-be famous, formerly famous, and obscure--who make movies, and the fans who watch them.

Babylon adds nothing new. Utterly lacking in originality, it's a mishmash of clichéd Hollywood characters and situations. By laying on revolting excess, Chazelle hopes we'll be too grossed out or bamboozled to notice the movie's staleness, its long past expiration date.

For those who like movies about movies, and the fascinating self-reflective insights they can offer on film-making, whether derived from the above-mentioned gut punches to Hollywood or from more affectionate homages to the movies like Day for Night, Cinema Paradiso, Hugo, 8 ½, or Chazelle's own La La Land, there are only two bright spots in this wearisome three-and-a-quarter hour opus: a sequence showing the frustrations for cast and crew of adjusting to the technical and artistic dictates of sound recording on the set, and a lovely speech that the waspish, but not unsympathetic gossip columnist gives to Hollywood's top star to explain that with the coming of sound his time before the camera is over, but he should be proud and grateful for his legacy that will make him known to moviegoers for generations to come.

These two episodes do not warrant sitting through the torturous contortions of the rest of this bloated film as it follows the fates of several stereotyped characters whom we first meet at a Bacchanal in a studio boss's home. The party is indeed wild but the by-the-numbers staging makes it the most lifeless whoop-de-do since the stilted ""orgy"" in Eyes Wide Shut. Only one of the characters' stories seems realistic, that of the the black trumpeter who realizes, despite his musical stardom, that his potential will always be limited by Hollywood's racial barriers, forcing him to comply with demeaning images that offend his dignity and expectations that distort his artistry.

The screenplay feels like the tantrum of a spoiled kid who didn't get his way at the carnival sideshow, The writing is scatological, rife with one clumsy plot contrivance after another. Mr. Top Star learns of the coming threat of sound from an executive who steps up beside him at a urinal. In another restroom revelation, the wild child who rocketed to stardom learns the studios no longer want her by overhearing people dissing her outside the loo. Shirley MacLaine once told an interviewer, ""I'm much more naïve about this business than you think I am."" Katharine Hepburn was famous for not following the trades. But to imagine the shining stars in ""Babylon"" would be this clueless about what's going on in their world strains credulity.

The climactic directorial blunder is inviting comparison with the zenith of Hollywood self-satire as clips from Singin' In The Rain appear near the end of Babylon. It's as if Chazelle is confessing his failure to capture the essence of vintage Hollywood. Singin' In The Rain's cheerful, merciless skewering of Hollywood's foibles leaves the viewer uplifted with its happy ending. Babylon, in contrast, is a downer--dispiriting, crude and hateful.","December 23, 2022 (United States)",damien chazelles ghastly movie is a bitter attack on the industry that made him a prominent director since sunset boulevardhollywood has perversely sent poison pen letters to itself with films as diverse as singin in the rain whatever happened to baby jane day of the locust mulholland drive barton fink s o b inside daisy clover trumbo and from the european perspective jeanluc godards contempt among others but at least these films had something to say about the business and its impact on the lives of peoplefamous yettobe famous formerly famous and obscurewho make movies and the fans who watch them babylon adds nothing new utterly lacking in originality its a mishmash of clichéd hollywood characters and situations by laying on revolting excess chazelle hopes well be too grossed out or bamboozled to notice the movies staleness its long past expiration date for those who like movies about movies and the fascinating selfreflective insights they can offer on filmmaking whether derived from the abovementioned gut punches to hollywood or from more affectionate homages to the movies like day for night cinema paradiso hugo ½ or chazelles own la la land there are only two bright spots in this wearisome threeandaquarter hour opus a sequence showing the frustrations for cast and crew of adjusting to the technical and artistic dictates of sound recording on the set and a lovely speech that the waspish but not unsympathetic gossip columnist gives to hollywoods top star to explain that with the coming of sound his time before the camera is over but he should be proud and grateful for his legacy that will make him known to moviegoers for generations to come these two episodes do not warrant sitting through the torturous contortions of the rest of this bloated film as it follows the fates of several stereotyped characters whom we first meet at a bacchanal in a studio bosss home the party is indeed wild but the bythenumbers staging makes it the most lifeless whoopdedo since the stilted orgy in eyes wide shut only one of the characters stories seems realistic that of the the black trumpeter who realizes despite his musical stardom that his potential will always be limited by hollywoods racial barriers forcing him to comply with demeaning images that offend his dignity and expectations that distort his artistry the screenplay feels like the tantrum of a spoiled kid who didnt get his way at the carnival sideshow the writing is scatological rife with one clumsy plot contrivance after another mr top star learns of the coming threat of sound from an executive who steps up beside him at a urinal in another restroom revelation the wild child who rocketed to stardom learns the studios no longer want her by overhearing people dissing her outside the loo shirley maclaine once told an interviewer im much more naïve about this business than you think i am katharine hepburn was famous for not following the trades but to imagine the shining stars in babylon would be this clueless about whats going on in their world strains credulity the climactic directorial blunder is inviting comparison with the zenith of hollywood selfsatire as clips from singin in the rain appear near the end of babylon its as if chazelle is confessing his failure to capture the essence of vintage hollywood singin in the rains cheerful merciless skewering of hollywoods foibles leaves the viewer uplifted with its happy ending babylon in contrast is a downerdispiriting crude and hateful,NEGATIVE
102,102,1.0,12 July 2024,"In my opinion, it is the best that cinema can offer in this era when it is difficult for something to move us and make us focus all our attention. It talks about a clichéd theme-sex, fame, vanity, drugs-but the way and the depth in which it portrays these topics make it more than just another movie. It is a dive into the psychology of people through the passage of time and the rapid changes that technology and society undergo.

Excellent performances from all the actors, outstanding colors and direction, and music that you want to listen to even beyond the movie.

I want to see this movie again so I can spot more details.","December 23, 2022 (United States)",in my opinion it is the best that cinema can offer in this era when it is difficult for something to move us and make us focus all our attention it talks about a clichéd themesex fame vanity drugsbut the way and the depth in which it portrays these topics make it more than just another movie it is a dive into the psychology of people through the passage of time and the rapid changes that technology and society undergo excellent performances from all the actors outstanding colors and direction and music that you want to listen to even beyond the movie i want to see this movie again so i can spot more details,POSITIVE
103,103,6.0,2 February 2023,"""I'm already a star."" ""Oh? What have you been in."" ""Nothing yet.""

A lot of people thought Babylon would simply be another Oscar-season ""movie about the movies"" but it turned out to be more darkly satirical than that, to say the least -- a love letter to cinema, but a hate letter to Hollywood, to paraphrase the director. (You think you know what you're in for when you see the old-school Paramount logo; before you know it, the frame is doused in urine and elephant feces.) Reviews have been all over the place, ranging from those who claim that this is the movie Baz Luhrmann wishes he could've made instead of Elvis (or even The Great Gatsby) to those who argue that this is just a flimsy emulation of The Wolf of Wall Street or Boogie Nights.

The movie is, in any case, mightily entertaining and it has the energy we've come to expect of Damien Chazelle. There is much to keep track of (some of which is redundant, failing to justify such a long runtime), but most of it indeed tracks.

Brad Pitt, Margot Robbie, Diego Calva, and especially Tobey Maguire give some wild performances, the look of silent films is superbly emulated (specifically the tinted kind, which is rarely paid tribute to in the same way as the black-and-white ones), and Chazelle's ear for music is as exquisite as you'd expect. The score, in particular, is a period-accurate jazz extravaganza and easily my pick for Best Original Score this year.

Of course I also appreciate that something ostensibly anti-Hollywood slipped through the cracks and got a few Oscar nominations, but it does make me wonder why Nope got snubbed. Probably because its undertones were too upsetting (it may have been a comedy, but its treatment of Hollywood's habits of sensationalism and erasure was pretty serious), but it might also have been the Academy's usual anti-horror bias -- and possibly a bit of racist neglect, which bolsters the point of the film, so bravo, Peele!","December 23, 2022 (United States)",im already a star oh what have you been in nothing yet a lot of people thought babylon would simply be another oscarseason movie about the movies but it turned out to be more darkly satirical than that to say the least a love letter to cinema but a hate letter to hollywood to paraphrase the director you think you know what youre in for when you see the oldschool paramount logo before you know it the frame is doused in urine and elephant feces reviews have been all over the place ranging from those who claim that this is the movie baz luhrmann wishes he couldve made instead of elvis or even the great gatsby to those who argue that this is just a flimsy emulation of the wolf of wall street or boogie nights the movie is in any case mightily entertaining and it has the energy weve come to expect of damien chazelle there is much to keep track of some of which is redundant failing to justify such a long runtime but most of it indeed tracks brad pitt margot robbie diego calva and especially tobey maguire give some wild performances the look of silent films is superbly emulated specifically the tinted kind which is rarely paid tribute to in the same way as the blackandwhite ones and chazelles ear for music is as exquisite as youd expect the score in particular is a periodaccurate jazz extravaganza and easily my pick for best original score this year of course i also appreciate that something ostensibly antihollywood slipped through the cracks and got a few oscar nominations but it does make me wonder why nope got snubbed probably because its undertones were too upsetting it may have been a comedy but its treatment of hollywoods habits of sensationalism and erasure was pretty serious but it might also have been the academys usual antihorror bias and possibly a bit of racist neglect which bolsters the point of the film so bravo peele,POSITIVE
105,105,6.0,20 June 2024,"It was experience History of Cinema, there has never been like movie that explains cinema and Hollywood better. A movie where you can feel real cinema.

Movie starts with phenomenal party scene, we see different lives and levels in that party. It starts by focusing on our main 3 characters. One of the best actor in Hollywood(Brad Pitt as Jack Conrad), the other is woman(Margot Robbie as Nellie Laroy)is trying to become an actress, and the last character is a man (Diego Calva as Manny)who want to be in a cinema. Somehow these three people met someway. Nellie gets a role in a movie, Manny start work with Jack. And the Hollywood story of our character begins. And incredible scenes, colors and musics starting.

Babylon tells us how to sun sets on people. The meaning of the movie name(Babylon) is similar to the time action in movie. If you love cinema, this is a movie you should watch.","December 23, 2022 (United States)",it was experience history of cinema there has never been like movie that explains cinema and hollywood better a movie where you can feel real cinema movie starts with phenomenal party scene we see different lives and levels in that party it starts by focusing on our main characters one of the best actor in hollywoodbrad pitt as jack conrad the other is womanmargot robbie as nellie laroyis trying to become an actress and the last character is a man diego calva as mannywho want to be in a cinema somehow these three people met someway nellie gets a role in a movie manny start work with jack and the hollywood story of our character begins and incredible scenes colors and musics starting babylon tells us how to sun sets on people the meaning of the movie namebabylon is similar to the time action in movie if you love cinema this is a movie you should watch,POSITIVE
106,106,8.0,5 February 2023,"Every character in this movie is stupid, unlikable, and boring. I guess that's what they were going for, but that can't be used an excuse for the movie being way too long and not worth watching. Debauchery for debauchery's sake is not entertaining or thought provoking. What is even the central message? Why was this even made besides being an obvious vanity project? There's no stakes in this movie because all the characters' personalities and motivations are paper thin. When a certain traumatic event happens to one of the main characters I was hoping it would kill them. Again, it feels like you're not supposed to like any of the characters. But...if that's the case, what's the point of making or watching the movie? Well, it's like I mentioned earlier. It's just debauchery for the sake of debauchery.","December 23, 2022 (United States)",every character in this movie is stupid unlikable and boring i guess thats what they were going for but that cant be used an excuse for the movie being way too long and not worth watching debauchery for debaucherys sake is not entertaining or thought provoking what is even the central message why was this even made besides being an obvious vanity project theres no stakes in this movie because all the characters personalities and motivations are paper thin when a certain traumatic event happens to one of the main characters i was hoping it would kill them again it feels like youre not supposed to like any of the characters butif thats the case whats the point of making or watching the movie well its like i mentioned earlier its just debauchery for the sake of debauchery,NEGATIVE
108,108,1.0,23 January 2023,"A fun but messy mix of la la land and boogie nights. With a bit of cocaine added in to the mix.

Good:

-Amazing jazz score by Justin Hurwitz.

-Great acting from everybody, with the scene stealers being Margot Robbie and Tobey Maquire.

-Those montage sequences ""chefs kiss"" (aside from the ending)

-Probably one of the most epic movies about movies when It comes to scale





Bad/meh:

-The ending loses me after that montage. I though that ending It earlier, would have been a great way of showing how great movies are but also showing how people making them have to suffer for it.

-Sometimes the movie is so vulgar that It feels like an edgy teenager wrote the scenes

-It does have some dull parts. Mainly in the 3rd act.

-Li Jun Li's character felt underutilized

-Movies tone kind of put me off guard. The humor can be really over the top so when the movie does get darker It feels like a scene from a different movie

-The snake scene felt pretty pointless for me aside of getting the two characters together.

Strong 7.","December 23, 2022 (United States)",a fun but messy mix of la la land and boogie nights with a bit of cocaine added in to the mix good amazing jazz score by justin hurwitz great acting from everybody with the scene stealers being margot robbie and tobey maquire those montage sequences chefs kiss aside from the ending probably one of the most epic movies about movies when it comes to scale badmeh the ending loses me after that montage i though that ending it earlier would have been a great way of showing how great movies are but also showing how people making them have to suffer for it sometimes the movie is so vulgar that it feels like an edgy teenager wrote the scenes it does have some dull parts mainly in the rd act li jun lis character felt underutilized movies tone kind of put me off guard the humor can be really over the top so when the movie does get darker it feels like a scene from a different movie the snake scene felt pretty pointless for me aside of getting the two characters together strong,NEGATIVE
109,109,8.0,8 August 2023,"Some movies would have been helped by not overdoing it. This is one of those movies........20 to 30 min, could have/should have been stripped from BABYLON and it would have been a better movie.....those 30 min. Are why I won't watch it again. Those minutes begin and end with the section with Toby McGuire (no offense to Toby).

Heavy shades of "" Nightmare Alley"" on speed. Nauseating.

The site demands more commentary. I was trying to be succinct.

So yes, I basically agree with other criticisms.....that the movie was excess in the extreme and lacking any form of focus on a story line that was drowned out in the mess and mayhem.","December 23, 2022 (United States)",some movies would have been helped by not overdoing it this is one of those movies to min could haveshould have been stripped from babylon and it would have been a better moviethose min are why i wont watch it again those minutes begin and end with the section with toby mcguire no offense to toby heavy shades of nightmare alley on speed nauseating the site demands more commentary i was trying to be succinct so yes i basically agree with other criticismsthat the movie was excess in the extreme and lacking any form of focus on a story line that was drowned out in the mess and mayhem,NEGATIVE
111,111,5.0,17 June 2024,"Nursing a sprained ankle, I finally sat down and watched Damien Chazelle's floptastic masterpiece, Babylon. Set in the 1920s to mid 1930s, Babylon charts the story of Hollywood's transition from the silent to sound era, but also indulges in the excess: the drinking, the debauchery, the kinks, and the general bad behaviour associated with Hollywood at the time (and let's be honest, even today) and its impact on the screen.

There is a really interesting and fun movie in here, especially for those who love the movies and are fascinated by the history of Hollywood. I think Babylon tackles a lot of interesting ideas, both from a plot standpoint (the impact on technology on film making and its players) and thematically (the feeling of behind left behind).

I also think, despite the film's completely unnecessarily long run time, it's never boring. From the moment it begins with a ""avalanche"" of sorts to its truly out there final scene, which almost feels an extended solo that just keeps going on and on, the movie kept my attention entirely. I did, however, feel it took about an hour and twenty odd minutes to really get going, plot wise and I can't say that's a good thing.

The problem is, I don't think any sane person could tell you Babylon is a tightly constructed, well told story. It meanders and goes off in so many different directions, but unlike Once Upon a Time in Hollywood, which is beautiful to look at and envelopes you in a world and time that you'd kind of want to stay in, Babylon is seedy, gross, and unhinged.

That's obviously intentional, but that along with the zippy editing (especially in the first half) makes this a truly EXHAUSTING watch. I often felt the movie was trying too hard to be shocking at times. There's one scene in particular involving Margot Robbie at a party that just felt excessive to the point of an eye-roll.

The film also doesn't quite feel like we're witnessing events in the early 20th century; there's something about the way people talk, the way they act, and the slang they use that felt distractingly modern. I didn't find the costumes or set design particularly good either and this is one of those movies where you really need that.

I haven't mentioned the performances because frankly, no one really stood out to me. Margot Robbie is kind of doing her ""New Jersey accent"" thing, Brad Pitt is pretty solid as always, and everyone else is fine, but nothing noteworthy. To be honest, a bit more restraint from a lot of these people would've been better.

Overall, I liked Babylon enough, but I'm never going to watch it again. I don't think it's a surprise this movie was a gigantic flop. It shows a lot and touches upon interesting ideas, but is almost too obsessed with spectacle to really delve into the emotional aspects of what's going on. I can admire what Chazelle's doing, but this one desperately needed some editing and script revisions. (Although, characteristic for him, the film's jazzy score is excellent)","December 23, 2022 (United States)",nursing a sprained ankle i finally sat down and watched damien chazelles floptastic masterpiece babylon set in the s to mid s babylon charts the story of hollywoods transition from the silent to sound era but also indulges in the excess the drinking the debauchery the kinks and the general bad behaviour associated with hollywood at the time and lets be honest even today and its impact on the screen there is a really interesting and fun movie in here especially for those who love the movies and are fascinated by the history of hollywood i think babylon tackles a lot of interesting ideas both from a plot standpoint the impact on technology on film making and its players and thematically the feeling of behind left behind i also think despite the films completely unnecessarily long run time its never boring from the moment it begins with a avalanche of sorts to its truly out there final scene which almost feels an extended solo that just keeps going on and on the movie kept my attention entirely i did however feel it took about an hour and twenty odd minutes to really get going plot wise and i cant say thats a good thing the problem is i dont think any sane person could tell you babylon is a tightly constructed well told story it meanders and goes off in so many different directions but unlike once upon a time in hollywood which is beautiful to look at and envelopes you in a world and time that youd kind of want to stay in babylon is seedy gross and unhinged thats obviously intentional but that along with the zippy editing especially in the first half makes this a truly exhausting watch i often felt the movie was trying too hard to be shocking at times theres one scene in particular involving margot robbie at a party that just felt excessive to the point of an eyeroll the film also doesnt quite feel like were witnessing events in the early th century theres something about the way people talk the way they act and the slang they use that felt distractingly modern i didnt find the costumes or set design particularly good either and this is one of those movies where you really need that i havent mentioned the performances because frankly no one really stood out to me margot robbie is kind of doing her new jersey accent thing brad pitt is pretty solid as always and everyone else is fine but nothing noteworthy to be honest a bit more restraint from a lot of these people wouldve been better overall i liked babylon enough but im never going to watch it again i dont think its a surprise this movie was a gigantic flop it shows a lot and touches upon interesting ideas but is almost too obsessed with spectacle to really delve into the emotional aspects of whats going on i can admire what chazelles doing but this one desperately needed some editing and script revisions although characteristic for him the films jazzy score is excellent,POSITIVE
112,112,1.0,24 January 2023,"Extremely disappointing experience, and that from the director who made marvels like Whiplash and LaLa Land!? Poor photography which could and should have been so much better, poor use of decor, poor cuts, and a very poor storyline, I really don't understand what has been attempted to achieve here. It seems as if no real effort has been made to make something good. The overriding feeling eventually is a lack of selection, a lack of editing, an inability to not be tempted to include almost everything that possibly can be included especially in the finale with all these pointless references to some if the modern greats. For me this has turned out to basically be an insult to moviemaking. Why do this?!?

There is one great scene in this movie tho, which is mostly Jean Smart monologuing Brad Pitt. You can watch that on the plane. Skip the rest.","December 23, 2022 (United States)",extremely disappointing experience and that from the director who made marvels like whiplash and lala land poor photography which could and should have been so much better poor use of decor poor cuts and a very poor storyline i really dont understand what has been attempted to achieve here it seems as if no real effort has been made to make something good the overriding feeling eventually is a lack of selection a lack of editing an inability to not be tempted to include almost everything that possibly can be included especially in the finale with all these pointless references to some if the modern greats for me this has turned out to basically be an insult to moviemaking why do this there is one great scene in this movie tho which is mostly jean smart monologuing brad pitt you can watch that on the plane skip the rest,NEGATIVE
113,113,7.0,23 December 2022,"I loved her in ""The Wolf of Wall Street"" and as Harley Quinn in ""Suicide Squad"", ""Birds of Prey"" and ""The Suicide Squad"". Now Margot Robbie gives one of her best performances in director Damien Chazelle's new film ""Babylon"".

The story takes place in Hollywood during the late 1920's and early 1930's when movies with sound were first being made. It begins with a wild Hollywood party where people are doing drugs and drinking and having sex and it really is outrageously entertaining and fun to watch the extreme behavior.

The movie follows several characters as they make movies and sometimes socialize and party. Margot Robbie is truly outstanding and Brad Pitt is also excellent. They both deserve Oscars for their performances.

The film is very well made with excellent cinematography and production design. It is a long movie but it is never boring. Ultimately it becomes a tribute to the magic of the movies. I recommend seeing this movie on the big screen.","December 23, 2022 (United States)",i loved her in the wolf of wall street and as harley quinn in suicide squad birds of prey and the suicide squad now margot robbie gives one of her best performances in director damien chazelles new film babylon the story takes place in hollywood during the late s and early s when movies with sound were first being made it begins with a wild hollywood party where people are doing drugs and drinking and having sex and it really is outrageously entertaining and fun to watch the extreme behavior the movie follows several characters as they make movies and sometimes socialize and party margot robbie is truly outstanding and brad pitt is also excellent they both deserve oscars for their performances the film is very well made with excellent cinematography and production design it is a long movie but it is never boring ultimately it becomes a tribute to the magic of the movies i recommend seeing this movie on the big screen,POSITIVE
114,114,9.0,12 February 2023,"The film features strong technical aspects, showcasing the talent of the filmmakers. However, the characters lacked depth and development, making it difficult to form an emotional connection with them. Despite Margot Robbie and Diego Calva's best tries, it was not enough. Brad Pitt was the only character that managed to leave a lasting impression.

The cinematography and music, while good, did not quite reach the level of excellence seen in La La Land. The long takes and practical sets were impressive. The first half of the film was the strongest, as it focused more on the portrayal of Hollywood at the time and less on the shallow characters.

The movie is at times hilarious while chaotic, but sometimes it's just chaotic. While the second half is not as good as the first, it ends on a high note. Overall, the movie was entertaining and worth your time.","December 23, 2022 (United States)",the film features strong technical aspects showcasing the talent of the filmmakers however the characters lacked depth and development making it difficult to form an emotional connection with them despite margot robbie and diego calvas best tries it was not enough brad pitt was the only character that managed to leave a lasting impression the cinematography and music while good did not quite reach the level of excellence seen in la la land the long takes and practical sets were impressive the first half of the film was the strongest as it focused more on the portrayal of hollywood at the time and less on the shallow characters the movie is at times hilarious while chaotic but sometimes its just chaotic while the second half is not as good as the first it ends on a high note overall the movie was entertaining and worth your time,POSITIVE
115,115,7.0,30 December 2022,I can see why the reviews are polarized and why people hate the film. It's a frustrating film at times mainly cause there is so much going on. Right off the bat it's crazy flash and busy tho I enjoyed it at first at the film progressed it gets more busy and busy and then the ending is so busy and goes on and on and on and it doesn't know when to end. That's the main fault of the film is that less is more and that would of helped the film. There is also much characters that the supporting characters don't get enough screen time and story that they seem pointless at times or lost. The acting is amazing especially Margot Robbie who deserves all the praise for the film. I get what the film was aiming at but it just lands where you hate or love it at times. It's frustrating and at times gives you a headache. I overall enjoyed the film at times and thought it was ok though I would not recommended the film.,"December 23, 2022 (United States)",i can see why the reviews are polarized and why people hate the film its a frustrating film at times mainly cause there is so much going on right off the bat its crazy flash and busy tho i enjoyed it at first at the film progressed it gets more busy and busy and then the ending is so busy and goes on and on and on and it doesnt know when to end thats the main fault of the film is that less is more and that would of helped the film there is also much characters that the supporting characters dont get enough screen time and story that they seem pointless at times or lost the acting is amazing especially margot robbie who deserves all the praise for the film i get what the film was aiming at but it just lands where you hate or love it at times its frustrating and at times gives you a headache i overall enjoyed the film at times and thought it was ok though i would not recommended the film,POSITIVE
116,116,8.0,31 December 2022,"I'm leaving a review because of how mixed reviews seem to be but I absolutely loved it.

It felt like a wild ride from start to finish and while it showed all sorts of nastiness of Hollywood and movies, it also was filmed so cinematically that it was a representation of all the good movies bring.

The score was so good throughout it almost felt like a musical, bright and bombastic or somber and thoughtful, it was always appropriate for each moment.

Brad Pitt and Margot Robbie were great and represented both sides of stardom but Diego Calva was so compelling and carried us through on the adventure.

Great movie, and I can't wait to watch it again.","December 23, 2022 (United States)",im leaving a review because of how mixed reviews seem to be but i absolutely loved it it felt like a wild ride from start to finish and while it showed all sorts of nastiness of hollywood and movies it also was filmed so cinematically that it was a representation of all the good movies bring the score was so good throughout it almost felt like a musical bright and bombastic or somber and thoughtful it was always appropriate for each moment brad pitt and margot robbie were great and represented both sides of stardom but diego calva was so compelling and carried us through on the adventure great movie and i cant wait to watch it again,POSITIVE
117,117,6.0,17 May 2023,"Visually and emotionally reminds me a lot, in many scenes, of Fellini's Satyricon or Bob Guccione's Caligula. Those are not movies for everyone. The great illusion of photo-plays comes at a human cost: those made famous are wasting their health and wealth, those would be famous are exploited and abused. It's a mad desperate race that creates the illusory and escapist factory of emotions, trends, fashions, commentary and fake that becomes real real. The ambitious project shows the underlying ambiguities of cinema as an Art form. After taking inspiration from the French director Jacques Demy for La La Land, Mr. Hurwitz is now borrowing from Federico Fellini, and presents us an ambitious movie about the pitfalls of cinematic art.","December 23, 2022 (United States)",visually and emotionally reminds me a lot in many scenes of fellinis satyricon or bob gucciones caligula those are not movies for everyone the great illusion of photoplays comes at a human cost those made famous are wasting their health and wealth those would be famous are exploited and abused its a mad desperate race that creates the illusory and escapist factory of emotions trends fashions commentary and fake that becomes real real the ambitious project shows the underlying ambiguities of cinema as an art form after taking inspiration from the french director jacques demy for la la land mr hurwitz is now borrowing from federico fellini and presents us an ambitious movie about the pitfalls of cinematic art,POSITIVE
118,118,2.0,24 December 2022,"Wow, was this film fun to watch. I honestly don't even know where to start, but we can jump off where the movie started, and that's with a giant load of elephant defecation on our face. I know that doesn't sound as exciting as stated, but it's only the start to this wild ride Damien Chazelle takes us on. The movie starts with a vibrantly ostentatious house party in the Hollywood hills, for the first 45 minutes of the film we are watching chaos unfold, human debauchery prevail, and hopeless love unfold. We are then led through 1920's silent film era sets where once again, chaos ensues. This film focuses on the transition from silent films to movies with voice, and touches on the unique transition for many of the largest silent acts of the time. The acting was great, with stellar performances from the whole cast. You can see that the actors were enjoying themselves and playing into their roles, what a treat to watch. My one caveat is the lack of Tobey Macguire, his role was pretty limited for a top billing. I'm going to leave you with this, my homie said it best ""this movie is everything Baz Luhrmann was trying to accomplish with The Great Gatsby.""

PS. The sound track in the film is a pinnacle as well, maybe one of the best in recent films.","December 23, 2022 (United States)",wow was this film fun to watch i honestly dont even know where to start but we can jump off where the movie started and thats with a giant load of elephant defecation on our face i know that doesnt sound as exciting as stated but its only the start to this wild ride damien chazelle takes us on the movie starts with a vibrantly ostentatious house party in the hollywood hills for the first minutes of the film we are watching chaos unfold human debauchery prevail and hopeless love unfold we are then led through s silent film era sets where once again chaos ensues this film focuses on the transition from silent films to movies with voice and touches on the unique transition for many of the largest silent acts of the time the acting was great with stellar performances from the whole cast you can see that the actors were enjoying themselves and playing into their roles what a treat to watch my one caveat is the lack of tobey macguire his role was pretty limited for a top billing im going to leave you with this my homie said it best this movie is everything baz luhrmann was trying to accomplish with the great gatsby ps the sound track in the film is a pinnacle as well maybe one of the best in recent films,POSITIVE
120,120,6.0,19 August 2024,"'m sorry Q. Tarantino but this is a film that talking about whats really happened back in the days in Hollywood , actually the movie was more like 3 short movies every one take some small era and detect what our characters was like and where they ended up It's definitely a great movie had some issues Ofc but as general it's great.

Brad pitt was very good, Margot Robbie reminds me of Harley quinn I don't know why.and the one who's shock me was Diego Calva he was so good The soundtrack of Jovan Adepo was something else And last but not least the shooting angles and the moving of the camera made me said ..""this is absolutely Cinema""","December 23, 2022 (United States)",m sorry q tarantino but this is a film that talking about whats really happened back in the days in hollywood actually the movie was more like short movies every one take some small era and detect what our characters was like and where they ended up its definitely a great movie had some issues ofc but as general its great brad pitt was very good margot robbie reminds me of harley quinn i dont know whyand the one whos shock me was diego calva he was so good the soundtrack of jovan adepo was something else and last but not least the shooting angles and the moving of the camera made me said this is absolutely cinema,POSITIVE
121,121,1.0,24 February 2023,"Eesh, I just finished watching this and my eyeballs and brain have been violated. I don't usually write reviews for a film that is so fresh for me but I have never felt this confused after watching a movie. I had zero expectations going in to it but I honestly cannot tell you if it's good or bad! There was a lot of work put into into it and the production value is A+. Prepare yourself for a spectacle, extreme nudity, adult content and mild to moderate violence.

I thought it had a great start-a very in-your-face, bold, energetic, lavish and excessive party. I absolutely loved the the character introductions of the roles played by Diego Calva and Margot Robbie, and I loved seeing Flea with a decent part for once. Brad Pitt was cast perfectly but he could have put forth more effort, his performance was lackluster and lazy (several moments took me back to his behavior in Twelve Monkeys). There were plenty of well done scenes really packed with good story content, but I think it got lost as the show progressed. I was mostly entertained, but also disgusted and sad.

If La La Land and Quentin Tarantino had a baby, it would be this movie. I felt like I was being brainwashed in the last 5 minutes-fast flashing colors and scenes from more modern box office hits with other random stuff mixed in; I don't know if the director is trying to tell us that movies are no longer about acting or what. I can say there were 2 stellar performances and a wonderfully diverse ensemble. The film score sounded A LOT like La La Land. My personal opinion is this: if you watch it you might like it, or like some of it, or dislike it, or hate it. I liked it and I didn't like it.","December 23, 2022 (United States)",eesh i just finished watching this and my eyeballs and brain have been violated i dont usually write reviews for a film that is so fresh for me but i have never felt this confused after watching a movie i had zero expectations going in to it but i honestly cannot tell you if its good or bad there was a lot of work put into into it and the production value is a prepare yourself for a spectacle extreme nudity adult content and mild to moderate violence i thought it had a great starta very inyourface bold energetic lavish and excessive party i absolutely loved the the character introductions of the roles played by diego calva and margot robbie and i loved seeing flea with a decent part for once brad pitt was cast perfectly but he could have put forth more effort his performance was lackluster and lazy several moments took me back to his behavior in twelve monkeys there were plenty of well done scenes really packed with good story content but i think it got lost as the show progressed i was mostly entertained but also disgusted and sad if la la land and quentin tarantino had a baby it would be this movie i felt like i was being brainwashed in the last minutesfast flashing colors and scenes from more modern box office hits with other random stuff mixed in i dont know if the director is trying to tell us that movies are no longer about acting or what i can say there were stellar performances and a wonderfully diverse ensemble the film score sounded a lot like la la land my personal opinion is this if you watch it you might like it or like some of it or dislike it or hate it i liked it and i didnt like it,POSITIVE
