,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
107,107,3.0,25 May 2022,"I am not a big fan of movies in whole, nevertheless ""1+1"" expected me. It turned out to be touching comedy drama, that took place in real life. Besides, film Omar Si stars, nowadays is also popular and has demand.

The plot based on rich man,who name is Filip, whose body is paralyzed due to unhappily accident. He needs in helper who must always be care with him. Every people who comes to Filip, gave up. However, one day someone comes ot him for an interview. It is Dell-a former prisoner, released from prison, who. Needs work, moreover , they completely find common language. And Filip becomes see on life on the other hand.

I just found this movie absolutely amazing. It expected me by plot, by this history about two different persons who help each other to change outlooks on life. It shows brightly how important is supporting in our live. There are now effects no blood or exposions, it seems to be very easy but we cant get away from the screen while watching this masterpiece. The bright beauty of this film is added by the fact that it is based on real events that took place in real life and this makes this film even more attractive and interesting.

On top of that, artists, who played in this film are professionals of their doing. Omar Si, who played one of the main roles, is excellent as always. He is also hilarious, sometimes sad, for example, when he asked another assistant to go on a date with him and she denyed, sometimes even angry when he had arguments his family, in particular, a mother who didnot realy love her son for his criminal past. Fransua Kluse also is very professional artist All in all, I was amazed that, that I like this movie, because its realy rare thing.

I recommend this picture to everyone.","November 2, 2011 (France)",i am not a big fan of movies in whole nevertheless expected me it turned out to be touching comedy drama that took place in real life besides film omar si stars nowadays is also popular and has demand the plot based on rich manwho name is filip whose body is paralyzed due to unhappily accident he needs in helper who must always be care with him every people who comes to filip gave up however one day someone comes ot him for an interview it is della former prisoner released from prison who needs work moreover they completely find common language and filip becomes see on life on the other hand i just found this movie absolutely amazing it expected me by plot by this history about two different persons who help each other to change outlooks on life it shows brightly how important is supporting in our live there are now effects no blood or exposions it seems to be very easy but we cant get away from the screen while watching this masterpiece the bright beauty of this film is added by the fact that it is based on real events that took place in real life and this makes this film even more attractive and interesting on top of that artists who played in this film are professionals of their doing omar si who played one of the main roles is excellent as always he is also hilarious sometimes sad for example when he asked another assistant to go on a date with him and she denyed sometimes even angry when he had arguments his family in particular a mother who didnot realy love her son for his criminal past fransua kluse also is very professional artist all in all i was amazed that that i like this movie because its realy rare thing i recommend this picture to everyone,POSITIVE
108,108,1.0,20 March 2021,"Funny, heartwarming and shows a good friendship between a disabled man and someone who treats him like a normal person instead of his handicap.","November 2, 2011 (France)",funny heartwarming and shows a good friendship between a disabled man and someone who treats him like a normal person instead of his handicap,POSITIVE
109,109,9.0,14 April 2022,"Almost impossible to say how much I loved this film! I didn't know what to expect, I watched the trailer and thought it looked decent let's try it! It's extraordinary, full of love, compassion and humanity. It's very funny but also gives the viewer plenty to think about. I couldn't stop watching it. It's a rare gift of a film that can keep you captivated for the duration of it.","November 2, 2011 (France)",almost impossible to say how much i loved this film i didnt know what to expect i watched the trailer and thought it looked decent lets try it its extraordinary full of love compassion and humanity its very funny but also gives the viewer plenty to think about i couldnt stop watching it its a rare gift of a film that can keep you captivated for the duration of it,POSITIVE
110,110,1.0,21 June 2022,"This film is great and a long, complicated dissection is hardly needed. What makes this film, put simply, are the performances. The story is straightforward, familiar with just enough unique elements to give it a freshness. But even if it was a retread (and there are parts of the film that keep it from being a perfect 10) the acting would still make it a must watch. I highly recommend.","November 2, 2011 (France)",this film is great and a long complicated dissection is hardly needed what makes this film put simply are the performances the story is straightforward familiar with just enough unique elements to give it a freshness but even if it was a retread and there are parts of the film that keep it from being a perfect the acting would still make it a must watch i highly recommend,POSITIVE
111,111,1.0,10 August 2022,"I watched it in french class in school and I have to admit that it was one of the best french film I ever watched. INCROYABLE.

How the protagonist change through the film isn't something new, but how they played it and how they showed us the difference between these kind of groups in the world, or in our example France, it's just magnifque. If you haven't seen this film yet, what are you waiting for then?","November 2, 2011 (France)",i watched it in french class in school and i have to admit that it was one of the best french film i ever watched incroyable how the protagonist change through the film isnt something new but how they played it and how they showed us the difference between these kind of groups in the world or in our example france its just magnifque if you havent seen this film yet what are you waiting for then,POSITIVE
112,112,1.0,3 November 2020,A beautiful movie. A true heartouching movie about two different people from two different worlds. My favourite movie by far,"November 2, 2011 (France)",a beautiful movie a true heartouching movie about two different people from two different worlds my favourite movie by far,POSITIVE
114,114,6.0,29 August 2023,"The score is brilliant The pace is electric. The Masarati flies. Omar Sy is magnificent as caretaker of millionaire Francois Cluzet who is quadriplegic from an accident in a glider. The scenes gliding are wondrous. My favorite scene is Sy dancing to Earrh Wind And Fire.

Most of all this film escapes it's plot. The characters's chemistry does it. The subplots do it. The other characters are all charming. There is humor throughout. The writing is quick and clever. The biggest surprise is the film is never dull but a multi faceted tale of a great friendship between two extremely different men whose main connection occurs because each treats the other as an equal. Great writing and great acting abound.","November 2, 2011 (France)",the score is brilliant the pace is electric the masarati flies omar sy is magnificent as caretaker of millionaire francois cluzet who is quadriplegic from an accident in a glider the scenes gliding are wondrous my favorite scene is sy dancing to earrh wind and fire most of all this film escapes its plot the characterss chemistry does it the subplots do it the other characters are all charming there is humor throughout the writing is quick and clever the biggest surprise is the film is never dull but a multi faceted tale of a great friendship between two extremely different men whose main connection occurs because each treats the other as an equal great writing and great acting abound,POSITIVE
115,115,9.0,6 September 2013,"This is a feel-good French movie full of all the stereotypes based on a true story. I won't rate the real story. But how does it stand as a movie? Philippe is an aristocratic quadriplegic white millionaire living in Paris, and he's interviewing for a personal carer. Driss is an arrogant African who is only interviewing to get a signature for his social assistance form.

The characters are truly stereotypes. On top of it all, I don't particularly like either characters. Philippe is uptight but his paralysis really restrict his acting. Driss is Arrogant Without Reason. Add a stereotypical large immigrant family, and you've got the standard street hustler.

When Driss draws a painting, everybody is surprised. Why? I didn't know black people can't draw. Are the French really that racist and ignorant? The actual man this character is based on is a Muslim. That would have been a fascinating in-depth character rather than this simplistic caricature. There was one possible great moment. Driss stole a Fabergé egg from Philippe. When Philippe brings it up, there were many different ways it could have gone. The film chooses one of the least interesting. That's indicative of the whole movie. I don't hate the movie. I'm just ambivalent. Definitely no more than 6/10. It's insane that this is a 10 in anybody's rating.","November 2, 2011 (France)",this is a feelgood french movie full of all the stereotypes based on a true story i wont rate the real story but how does it stand as a movie philippe is an aristocratic quadriplegic white millionaire living in paris and hes interviewing for a personal carer driss is an arrogant african who is only interviewing to get a signature for his social assistance form the characters are truly stereotypes on top of it all i dont particularly like either characters philippe is uptight but his paralysis really restrict his acting driss is arrogant without reason add a stereotypical large immigrant family and youve got the standard street hustler when driss draws a painting everybody is surprised why i didnt know black people cant draw are the french really that racist and ignorant the actual man this character is based on is a muslim that would have been a fascinating indepth character rather than this simplistic caricature there was one possible great moment driss stole a fabergé egg from philippe when philippe brings it up there were many different ways it could have gone the film chooses one of the least interesting thats indicative of the whole movie i dont hate the movie im just ambivalent definitely no more than its insane that this is a in anybodys rating,NEGATIVE
117,117,2.0,1 June 2022,"I've seen the film more than 20 times and I love it every time. The plot, the actors..., a thoroughly brilliant film. Big respect to everyone involved!","November 2, 2011 (France)",ive seen the film more than times and i love it every time the plot the actors a thoroughly brilliant film big respect to everyone involved,POSITIVE
120,120,9.0,6 September 2012,"I hadn't expected too much of this film because of the carer/wheelchair storyline. It just didn't sound very interesting. So I was pretty much astonished to find myself watching a truly marvellous and entertaining movie.

It's a unique storyline which is apparently based on true life.

The two guys at the centre of the plot keep bouncing jokes off each other leaving you in fits of laughter. But it's not just a comedy; there's a lot of sad, moving and beautiful stuff in there as well.

Script, direction, filming and acting are all of the highest standard.

This is a very sensitive treatment of human relationships; sad, funny and involving. It's simply a great movie. I can't recommend it highly enough.","November 2, 2011 (France)",i hadnt expected too much of this film because of the carerwheelchair storyline it just didnt sound very interesting so i was pretty much astonished to find myself watching a truly marvellous and entertaining movie its a unique storyline which is apparently based on true life the two guys at the centre of the plot keep bouncing jokes off each other leaving you in fits of laughter but its not just a comedy theres a lot of sad moving and beautiful stuff in there as well script direction filming and acting are all of the highest standard this is a very sensitive treatment of human relationships sad funny and involving its simply a great movie i cant recommend it highly enough,POSITIVE
122,122,8.0,4 June 2012,"After having broken box office records in its native France and across Europe, The Intouchables is brought to American screens.

It's a story about a white man and a black man. The white man is rich and paralyzed from the neck down; the black man is an ex-con from the projects. The former needs a caretaker; the latter needs someone to turn his job application down, so he'll be eligible for unemployment benefits. They meet. They clash. And, against all odds, they become friends.

That's the plot of The Intouchables (based on a true story), and that storyline has prompted many American critics to label the film ""racist."" Maybe it's coming from a misunderstanding of some journalists, or from a cultural difference between USA and France, but race is absolutely not the subject.

Indeed, the French title Intouchables which translates literally as untouchable, refers to the 5th Indian caste, these people ostracized by society, as the two characters. Philippe is rich but quadriplegic from a paragliding accident. Opposite, Driss is full of life, but he is poor and comes from the suburbs. His disability is purely social. Using humor to explore the sensitive topics of class inequality, and quality of life for handicapped individuals is a tall order for filmmakers of any country. However, directors Olivier Nakache and Eric Toledano accomplished all of this.

An irreverent, uplifting comedy about friendship, trust and human possibility, The Intouchables depicts an unlikely camaraderie rooted in honesty and humor between two individuals who, on the surface, would seem to have nothing in common. A great film!","November 2, 2011 (France)",after having broken box office records in its native france and across europe the intouchables is brought to american screens its a story about a white man and a black man the white man is rich and paralyzed from the neck down the black man is an excon from the projects the former needs a caretaker the latter needs someone to turn his job application down so hell be eligible for unemployment benefits they meet they clash and against all odds they become friends thats the plot of the intouchables based on a true story and that storyline has prompted many american critics to label the film racist maybe its coming from a misunderstanding of some journalists or from a cultural difference between usa and france but race is absolutely not the subject indeed the french title intouchables which translates literally as untouchable refers to the th indian caste these people ostracized by society as the two characters philippe is rich but quadriplegic from a paragliding accident opposite driss is full of life but he is poor and comes from the suburbs his disability is purely social using humor to explore the sensitive topics of class inequality and quality of life for handicapped individuals is a tall order for filmmakers of any country however directors olivier nakache and eric toledano accomplished all of this an irreverent uplifting comedy about friendship trust and human possibility the intouchables depicts an unlikely camaraderie rooted in honesty and humor between two individuals who on the surface would seem to have nothing in common a great film,POSITIVE
124,124,6.0,4 July 2019,"This is the most overrated movie on IMDB. Yes, it is a kind movie but nothing special for the hype it received","November 2, 2011 (France)",this is the most overrated movie on imdb yes it is a kind movie but nothing special for the hype it received,NEGATIVE
125,125,9.0,15 August 2013,"This is easily the best and most memorable movie I've seen in a very long time. Its formula is simple: the juxtaposition of two people from two radically different backgrounds who, with time, become the best of friends. And oddly enough, there isn't the initial suspicion or antagonism; they hit it off right away. But the relationship grows and deepens until they become inseparable.

The real strength of the film lies in the characters and the men who play them. One is a sophisticated, literate, older white man who is paralyzed and confined to a wheelchair; the other a young, lanky, street-savvy black man with naught but the clothes on his back. They have such charisma, such chemistry, it is a tour de force from beginning to end. Particularly the younger man, whose infectious smile and boisterous humour keeps the mood light even in the darker moments.

It's set in France, and you do have to endure subtitles (which are not well done; occasionally the punch line of a joke comes up too soon), but it's well worth it nonetheless. This is the first time I've seen a French film that didn't leave me depressed and suicidal by the end. I hope many more like it will follow.","November 2, 2011 (France)",this is easily the best and most memorable movie ive seen in a very long time its formula is simple the juxtaposition of two people from two radically different backgrounds who with time become the best of friends and oddly enough there isnt the initial suspicion or antagonism they hit it off right away but the relationship grows and deepens until they become inseparable the real strength of the film lies in the characters and the men who play them one is a sophisticated literate older white man who is paralyzed and confined to a wheelchair the other a young lanky streetsavvy black man with naught but the clothes on his back they have such charisma such chemistry it is a tour de force from beginning to end particularly the younger man whose infectious smile and boisterous humour keeps the mood light even in the darker moments its set in france and you do have to endure subtitles which are not well done occasionally the punch line of a joke comes up too soon but its well worth it nonetheless this is the first time ive seen a french film that didnt leave me depressed and suicidal by the end i hope many more like it will follow,POSITIVE
126,126,6.0,10 March 2022,"I've always wanted to watch this then I got the time. It's beautiful really, funny, and elegant in it's own way. I like it. The story not to mellow, and for some quiet reason it's just a nice movie like it's to good to be true or maybe it's just me but it's feels like that and the story is really cute but what I like the most is the character boundaries they have good chemistry, the chemistry seems not to deep or just like friends but they're more than just friends like i would simply say brother but they're not there yet...","November 2, 2011 (France)",ive always wanted to watch this then i got the time its beautiful really funny and elegant in its own way i like it the story not to mellow and for some quiet reason its just a nice movie like its to good to be true or maybe its just me but its feels like that and the story is really cute but what i like the most is the character boundaries they have good chemistry the chemistry seems not to deep or just like friends but theyre more than just friends like i would simply say brother but theyre not there yet,POSITIVE
127,127,1.0,18 October 2018,You will know what happens in this entire movie just looking at its poster. Typical Hollywood trash. Waste of time. Don't bother.,"November 2, 2011 (France)",you will know what happens in this entire movie just looking at its poster typical hollywood trash waste of time dont bother,NEGATIVE
128,128,1.0,25 July 2013,"This movie is kinda like your first love, you will never forget it or what it gave you, and when you realize it's over you just sit there numb and full of emotions, unable to actually fathom what just happened.

I have rarely laughed so wholeheartedly or with my soul as much as I did when I watched this masterpiece of a movie. There are few characters, and the main focus are on two men, who very obviously come from two different life's and struggles, but develops a friendship I have never seen anything like on a movie screen. I almost have trouble describing what this beautiful story does to you. You feel like you wanna run down to the streets and hug a stranger and let them know that whatever they are facing in life that it's gonna be okey.

The reason i LOVE this movie is because of the story and the people portraying the main characters. They have really done an excellent job both on the cast and the script. You can relate to the characters, they suck you in and you have no other option but to listen and laugh(and cry)with them. The story is unique and original, it touches you in ways you didn't think possible. Don't mistake this movie for a sob-story because it's anything but.

If you haven't seen it, and think for a second you are not going to either - well then, the jokes on you. Because it doesn't matter where you are, who you are or what kind of situation you are in, it will bring light and love right smack into your little beating bloodbox.","November 2, 2011 (France)",this movie is kinda like your first love you will never forget it or what it gave you and when you realize its over you just sit there numb and full of emotions unable to actually fathom what just happened i have rarely laughed so wholeheartedly or with my soul as much as i did when i watched this masterpiece of a movie there are few characters and the main focus are on two men who very obviously come from two different lifes and struggles but develops a friendship i have never seen anything like on a movie screen i almost have trouble describing what this beautiful story does to you you feel like you wanna run down to the streets and hug a stranger and let them know that whatever they are facing in life that its gonna be okey the reason i love this movie is because of the story and the people portraying the main characters they have really done an excellent job both on the cast and the script you can relate to the characters they suck you in and you have no other option but to listen and laughand crywith them the story is unique and original it touches you in ways you didnt think possible dont mistake this movie for a sobstory because its anything but if you havent seen it and think for a second you are not going to either well then the jokes on you because it doesnt matter where you are who you are or what kind of situation you are in it will bring light and love right smack into your little beating bloodbox,POSITIVE
129,129,9.0,15 December 2012,"This is a truly excellent french film which highlights themes from love to comedy. I really enjoyed the music which went with the movie as it captured the mood of the (based on a true story) storyline. The main piece was Fly by Ludovic Einaudi. The actors play a splendid role to depict the life of the real paralysed man and real carer.I only watched this last night and i watched the original - in french. It is a very recent film filmed in Paris and i find this film suits any watcher for the reason that it contains both high-up, posh lifestyles compared to ""chavs"" smoking and speeding Maserati's. The Humour is captured best in the original version as i would imagine a few humorous jokes may not work in translated English. I Loved it.","November 2, 2011 (France)",this is a truly excellent french film which highlights themes from love to comedy i really enjoyed the music which went with the movie as it captured the mood of the based on a true story storyline the main piece was fly by ludovic einaudi the actors play a splendid role to depict the life of the real paralysed man and real careri only watched this last night and i watched the original in french it is a very recent film filmed in paris and i find this film suits any watcher for the reason that it contains both highup posh lifestyles compared to chavs smoking and speeding maseratis the humour is captured best in the original version as i would imagine a few humorous jokes may not work in translated english i loved it,POSITIVE
130,130,1.0,4 April 2013,"Prepare yourselves for one of the most touching relationships ever brought to screen! Forget Fred and Ginger, forget Humphrey and Ingrid, because now it's all about Phillipe and Driss. Most French films I watch are nasty (but brilliant) shockers like Inside and Martyrs. Of course I've seen the odd gentler one like, I've Loved You So Long but even that's depressing. The funniest French films I've seen are Jean-Pierre Jeunet's, Amelie and Micmacs, but Untouchable just about betters both of them. It's not just one of the most funny and touching French films I've seen, but just films in general. Only a seriously bitter and cynical person could hate Untouchable.

The film opens with wit and energy as we see Phillipe and Driss trying to out-run and out-smart the police for speeding. It's a funny and clever sequence and just a taste for the even more amusing shenanigans to follow. But of course we can't just jump into the middle of the film! We need what Midge calls, ""a flash-back"" so we can see how they got there. What Untouchable does so well is build up its characters so we can care about them. Driss comes from a working-class background, living in a tiny and over-crowded flat. He's also a thief and his Mum has kicked him out, and although Driss is a thief we can still care about him, especially as the film goes on and we see just how funny he is.

Phillipe is the opposite. He's a hugely rich invalid with silly money to spend on paintings that look like ""a nosebleed"" as Driss puts it. But like magnets opposites attract. Driss is obviously attracted to his lavish quarters, already bigger than the whole flat he used to live in! The film takes time building up their relationships, as we see them bond through some very funny and touching moments. The directors make the audience feel as though we're bonding with them, so in a sense it's a three-way relationship and becomes all the more personal. Untouchable is also a comedy, there are some hilarious moments which I won't spoil, but it had me and the audience laughing pretty much all the way through.

The directing is really well done, and I also really liked the music which made some touching scenes even more touching! It's no wonder that Untouchable was a huge hit in France, because it's such a light-hearted and entertaining film, yet is also quite memorable too, thanks to the wonderful performances, witty screenplay and classy directing. Untouchable is a sort of rom-com but Jennifer Anniston is no where in sight! It's one of those 'buddy movies' which shows a touching kind of platonic love similar to that of Rain Man. It's a relationship we can all relate to and care about the couple involved.

Untouchable is a French classic and one I hope to watching in years to come. I defy anyone to watch and not to become involved in Phillipe and Driss' wonderful relationship. An endlessly funny and moving film which those with a sense of humour can enjoy. It's a wonderful feel-good film!","November 2, 2011 (France)",prepare yourselves for one of the most touching relationships ever brought to screen forget fred and ginger forget humphrey and ingrid because now its all about phillipe and driss most french films i watch are nasty but brilliant shockers like inside and martyrs of course ive seen the odd gentler one like ive loved you so long but even thats depressing the funniest french films ive seen are jeanpierre jeunets amelie and micmacs but untouchable just about betters both of them its not just one of the most funny and touching french films ive seen but just films in general only a seriously bitter and cynical person could hate untouchable the film opens with wit and energy as we see phillipe and driss trying to outrun and outsmart the police for speeding its a funny and clever sequence and just a taste for the even more amusing shenanigans to follow but of course we cant just jump into the middle of the film we need what midge calls a flashback so we can see how they got there what untouchable does so well is build up its characters so we can care about them driss comes from a workingclass background living in a tiny and overcrowded flat hes also a thief and his mum has kicked him out and although driss is a thief we can still care about him especially as the film goes on and we see just how funny he is phillipe is the opposite hes a hugely rich invalid with silly money to spend on paintings that look like a nosebleed as driss puts it but like magnets opposites attract driss is obviously attracted to his lavish quarters already bigger than the whole flat he used to live in the film takes time building up their relationships as we see them bond through some very funny and touching moments the directors make the audience feel as though were bonding with them so in a sense its a threeway relationship and becomes all the more personal untouchable is also a comedy there are some hilarious moments which i wont spoil but it had me and the audience laughing pretty much all the way through the directing is really well done and i also really liked the music which made some touching scenes even more touching its no wonder that untouchable was a huge hit in france because its such a lighthearted and entertaining film yet is also quite memorable too thanks to the wonderful performances witty screenplay and classy directing untouchable is a sort of romcom but jennifer anniston is no where in sight its one of those buddy movies which shows a touching kind of platonic love similar to that of rain man its a relationship we can all relate to and care about the couple involved untouchable is a french classic and one i hope to watching in years to come i defy anyone to watch and not to become involved in phillipe and driss wonderful relationship an endlessly funny and moving film which those with a sense of humour can enjoy its a wonderful feelgood film,POSITIVE
131,131,1.0,12 December 2012,"Wow. That's all I can say about this movie. The fact that it's based on a true story is all the more amazing, and I immediately looked up the people the movie was based on as soon as it ended.

Once in a while, a movie comes along that elicits emotions from deep within the heart. You don't know how it's going to end and you are smiling when the movie is over, wishing there was more. I usually don't laugh out loud while watching a movie but found myself doing so because even the jokes in this movie were so genuinely funny without being crass.

Both the lead actors did a wonderful job. The chemistry between them can be felt and you really feel as if you are watching the story unfold in front of you and not on the screen. All the characters were well developed in their own roles and there were no loose ends (something most movies neglect to tie up).

Watch this movie. You will surely recommend it to others as I am doing right now.","November 2, 2011 (France)",wow thats all i can say about this movie the fact that its based on a true story is all the more amazing and i immediately looked up the people the movie was based on as soon as it ended once in a while a movie comes along that elicits emotions from deep within the heart you dont know how its going to end and you are smiling when the movie is over wishing there was more i usually dont laugh out loud while watching a movie but found myself doing so because even the jokes in this movie were so genuinely funny without being crass both the lead actors did a wonderful job the chemistry between them can be felt and you really feel as if you are watching the story unfold in front of you and not on the screen all the characters were well developed in their own roles and there were no loose ends something most movies neglect to tie up watch this movie you will surely recommend it to others as i am doing right now,POSITIVE
132,132,1.0,20 September 2012,"Intouchables / Untouchable **** 10 September 2012 I hate having to start like this but, based on the discontented grunts from the morons who walked out in the first minute, I regret I must begin with: Intouchables is a French film. Which means it's in FRENCH. Which means there are subtitles!!! Arrrggghhh.

For the readers who actually have a brain, Intouchables (Untouchable for those who can't work it out) will almost certainly end the year as one of the most tender, beautiful films of 2012. Yes, it was released in France last year but this is no place for such pedantry.

Intouchables is the true story of Phillipe (François Cluzet), a wealthy, aristocratic quadriplegic and his relationship with his caretaker-cum-care assistant, the reluctant, defiant Driss (Omar Sy). When Driss turns up for an interview at Phillipe's home it is with the sole intention of failing in order to qualify for unemployment benefit. Phillipe, however, sees in him a man who will challenge and inspire him and, much to the annoyance of Magalie (Spiral's Audrey Fleurot), hires him on the spot.

And so begins a clash of culture, class and conduct from which both parties will surely emerge richer, softer and sharper.

There are no surprises in the broad story; if a true-life tale is worthy of the big screen treatment, there's a very good chance it sticks to the formula, although don't dismiss Intouchables as merely formulaic. The surprise here is how effortlessly engaging, inspiring and downright funny it is. No, it isn't specifically a comedy but I laughed out loud more often and with less control than I have in any films billed as such this year so far.

There's no great villain, no huge love story, no major tragedy, just a simple story of friendship where two men, though apparently diametrically opposed in every aspect, are absolutely meant to share their lives and have more in common and so much more to give each other then either could have considered.

Cluzet, in a welcome return to British screens after last year's superb Little White Lies, is huggably dour as Phillipe with an outer crust and a rod up his backside that are begging to be shattered. Sy meanwhile, in his most prominent film for English-speaking audiences (other than a supporting turn in Micmacs), storms into frame with a demeanour that would make most of us back away and cover our throats. But though we get the measure of both men fairly quickly and there are no road-to-Damascus conversions, each of them evolves and when the inevitable tug at the heartstrings arrives, it brings a hollowness that you'll hope desperately can be filled. Soon.

I really want to award Intouchables another couple of stars but it misses out on perfection for being too swift and not allowing itself the time to unveil the arcs of a couple of supporting characters that could have added greater depth to the film. Although we meet members of Diss' family at various points, there is another plot line with them that is never fully explored and there is more that occurs in Phillipe's household than we are allowed to fully enjoy.

But these are minor quibbles. See it. See it before it disappears from your local screen. See it if The Best Exotic Marigold Hotel left you hankering after India, see it if The Chorus made your heart skip, see it if Oh, just go and see it. It's beautiful, warm and very, very funny.","November 2, 2011 (France)",intouchables untouchable september i hate having to start like this but based on the discontented grunts from the morons who walked out in the first minute i regret i must begin with intouchables is a french film which means its in french which means there are subtitles arrrggghhh for the readers who actually have a brain intouchables untouchable for those who cant work it out will almost certainly end the year as one of the most tender beautiful films of yes it was released in france last year but this is no place for such pedantry intouchables is the true story of phillipe françois cluzet a wealthy aristocratic quadriplegic and his relationship with his caretakercumcare assistant the reluctant defiant driss omar sy when driss turns up for an interview at phillipes home it is with the sole intention of failing in order to qualify for unemployment benefit phillipe however sees in him a man who will challenge and inspire him and much to the annoyance of magalie spirals audrey fleurot hires him on the spot and so begins a clash of culture class and conduct from which both parties will surely emerge richer softer and sharper there are no surprises in the broad story if a truelife tale is worthy of the big screen treatment theres a very good chance it sticks to the formula although dont dismiss intouchables as merely formulaic the surprise here is how effortlessly engaging inspiring and downright funny it is no it isnt specifically a comedy but i laughed out loud more often and with less control than i have in any films billed as such this year so far theres no great villain no huge love story no major tragedy just a simple story of friendship where two men though apparently diametrically opposed in every aspect are absolutely meant to share their lives and have more in common and so much more to give each other then either could have considered cluzet in a welcome return to british screens after last years superb little white lies is huggably dour as phillipe with an outer crust and a rod up his backside that are begging to be shattered sy meanwhile in his most prominent film for englishspeaking audiences other than a supporting turn in micmacs storms into frame with a demeanour that would make most of us back away and cover our throats but though we get the measure of both men fairly quickly and there are no roadtodamascus conversions each of them evolves and when the inevitable tug at the heartstrings arrives it brings a hollowness that youll hope desperately can be filled soon i really want to award intouchables another couple of stars but it misses out on perfection for being too swift and not allowing itself the time to unveil the arcs of a couple of supporting characters that could have added greater depth to the film although we meet members of diss family at various points there is another plot line with them that is never fully explored and there is more that occurs in phillipes household than we are allowed to fully enjoy but these are minor quibbles see it see it before it disappears from your local screen see it if the best exotic marigold hotel left you hankering after india see it if the chorus made your heart skip see it if oh just go and see it its beautiful warm and very very funny,POSITIVE
134,134,6.0,8 January 2013,"A rich aristocratic Frenchman Philippe played by Francois Clouzet, who is quadriplegic is perpetually looking for a caregiver.He is a tough cookie and taking care of his fragile health and erratic temperament mean that most don't last more than a week.We see interviews happening.There is a train of inept candidates even we know won't last long.They already see Philippe as a dead man. In the middle of all this, in walks a giant of a black man.He is well built and full of raw energy.He does not want the job, just a signature attesting that he tried to find a job so he can qualify for social security.He is out on parole, a stock character from the Paris housing projects, the grim underbelly of which has been superbly documented in La Haine.

We know immediately he will be hired.Its an immutable law of films, even if the posters and trailer have not given it away already.What follows are a set of adventures the two embark upon turning conventional wisdom on its head. Driss played by the gregarious Omar Sy, has immense physical energy and a love of life that is infectious, he has a mind of his own and is not cowed by the splendor of the mansion in which he finds himself in.Of course he tests the springiness of the mattress and practices his bathroom singing in a luxurious gold rimmed bathtub but those are not too important for him. Philippe indulges him, despite the protests of his friends, he trusts his instincts, probably his last act of rebellion against life which has suddenly been so unfair. The two are polar opposites but begin to share a bond.Phillip likes the fact that Driss does not treat him like a vegetable but a real human being even to the extent of making fun of his disability.

If all this sounds like a series of clichés from many other films you are right.But then, cinema thrives on telling the same story again and again because our lives too follow predictable patterns, no matter how hard we try to assert our individuality.What ultimately matters is whether cinema is able to sweep us away in its arc and its joy of telling that story and makes us forget our own dull life. This is what this film does, takes an old premise and infuses raw energy in the narrative.Sy dominates the screen like a giant, his love of life and his refusal to become a part of the vicious cycle of the Parisian immigrant suburban housing estates which are a sad model of exclusion and ghettoisation, sets him apart.

Driss shows Philippe a good time.","November 2, 2011 (France)",a rich aristocratic frenchman philippe played by francois clouzet who is quadriplegic is perpetually looking for a caregiverhe is a tough cookie and taking care of his fragile health and erratic temperament mean that most dont last more than a weekwe see interviews happeningthere is a train of inept candidates even we know wont last longthey already see philippe as a dead man in the middle of all this in walks a giant of a black manhe is well built and full of raw energyhe does not want the job just a signature attesting that he tried to find a job so he can qualify for social securityhe is out on parole a stock character from the paris housing projects the grim underbelly of which has been superbly documented in la haine we know immediately he will be hiredits an immutable law of films even if the posters and trailer have not given it away alreadywhat follows are a set of adventures the two embark upon turning conventional wisdom on its head driss played by the gregarious omar sy has immense physical energy and a love of life that is infectious he has a mind of his own and is not cowed by the splendor of the mansion in which he finds himself inof course he tests the springiness of the mattress and practices his bathroom singing in a luxurious gold rimmed bathtub but those are not too important for him philippe indulges him despite the protests of his friends he trusts his instincts probably his last act of rebellion against life which has suddenly been so unfair the two are polar opposites but begin to share a bondphillip likes the fact that driss does not treat him like a vegetable but a real human being even to the extent of making fun of his disability if all this sounds like a series of clichés from many other films you are rightbut then cinema thrives on telling the same story again and again because our lives too follow predictable patterns no matter how hard we try to assert our individualitywhat ultimately matters is whether cinema is able to sweep us away in its arc and its joy of telling that story and makes us forget our own dull life this is what this film does takes an old premise and infuses raw energy in the narrativesy dominates the screen like a giant his love of life and his refusal to become a part of the vicious cycle of the parisian immigrant suburban housing estates which are a sad model of exclusion and ghettoisation sets him apart driss shows philippe a good time,POSITIVE
136,136,6.0,14 May 2020,"It's a nice heartwarming movie for an evening, though nothing was special about.","November 2, 2011 (France)",its a nice heartwarming movie for an evening though nothing was special about,POSITIVE
