,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
12,12,10.0,10 May 2006,"It is quite simple. Friends is a comedy of very basic humour aimed at teenagers and young adults, with unsophisticated sense of humour.

It is also painfully obvious that towards the end, they were desperately trying to make it last 10 seasons, most likely so they could say they beat Seinfeld's 9 season run. The trouble with this is, Seinfeld had 9 amazing seasons with great writing, Friends had (and I'm being very generous here) at most 5 or 6 OK seasons and then 4 abysmal seasons.

It became a soap opera with recycled humour and recycled character traits that weren't that good so start with, then got worse at the 100th time you saw them. I find it so hard to understand why people rate this so highly. It is truly awful.","September 22, 1994 (United States)",it is quite simple friends is a comedy of very basic humour aimed at teenagers and young adults with unsophisticated sense of humour it is also painfully obvious that towards the end they were desperately trying to make it last seasons most likely so they could say they beat seinfelds season run the trouble with this is seinfeld had amazing seasons with great writing friends had and im being very generous here at most or ok seasons and then abysmal seasons it became a soap opera with recycled humour and recycled character traits that werent that good so start with then got worse at the th time you saw them i find it so hard to understand why people rate this so highly it is truly awful,NEGATIVE
13,13,10.0,20 February 2005,"Everyone says that Seinfield is the greatest show ever. I love Seinfield but it doesn't come close to Friends. Every episode of Friends will make you laugh non-stop. We have grown to love the characters and what happens to them. The fitting personalities of these characters are absolute genius. Rachel the spoiled yet sweet girl, Monica the mother figure, Phoebe the hippy chick, Joey the dopey yet cool Italian, Chandler the sarcastic loser and Ross the neurotic victim stay together to help each other with their problems in the big city. I've got every season on DVD. This sitcom, in my opinion, is the greatest sitcom of all time and it changed the TV world forever. It's a great show.
1,356 out of 1,719 found this helpful. Was this review helpful? Sign in to vote.
Permalink","September 22, 1994 (United States)",everyone says that seinfield is the greatest show ever i love seinfield but it doesnt come close to friends every episode of friends will make you laugh nonstop we have grown to love the characters and what happens to them the fitting personalities of these characters are absolute genius rachel the spoiled yet sweet girl monica the mother figure phoebe the hippy chick joey the dopey yet cool italian chandler the sarcastic loser and ross the neurotic victim stay together to help each other with their problems in the big city ive got every season on dvd this sitcom in my opinion is the greatest sitcom of all time and it changed the tv world forever its a great show out of found this helpful was this review helpful sign in to vote permalink,POSITIVE
15,15,10.0,6 August 2018,"Friends is without a doubt the best American TV show ever to air. It has sad and hilarious storylines and makes you feel the sadness and jot out of any situation. The actors do fantastic and you really feel like you know a part of them by the end of the show. This will be a show I will never forget as I make constant references to the episodes. I wish the show could come back on air because I miss them so much, but I'm glad it got all the fame it did because it deserved it.","September 22, 1994 (United States)",friends is without a doubt the best american tv show ever to air it has sad and hilarious storylines and makes you feel the sadness and jot out of any situation the actors do fantastic and you really feel like you know a part of them by the end of the show this will be a show i will never forget as i make constant references to the episodes i wish the show could come back on air because i miss them so much but im glad it got all the fame it did because it deserved it,POSITIVE
16,16,10.0,12 September 2019,Even in 2019 it is very funny. A really great show. Must watch,"September 22, 1994 (United States)",even in it is very funny a really great show must watch,POSITIVE
17,17,10.0,13 January 2009,"If you want a show that is filled with romance/drama and comedy, this is the show that is fit for you, because it IS filled with romance,drama and comedy that is why wherever I go I will NEVER forget that show,those characters and those series. I am unlikely to give good reviews but F.R.I.E.N.D.S really captured my heart!

This show is the BEST show that I EVER watched because: 1.It makes me laugh. 2.Whenever I am lonely I watch the show so that I will be happy again. 3.The actors and actresses portray their characters very well. 4.The stories are unique. 5.The script IS Amazing!

So now that I gave you the reasons why I love it... I now recommend you to watch It!","September 22, 1994 (United States)",if you want a show that is filled with romancedrama and comedy this is the show that is fit for you because it is filled with romancedrama and comedy that is why wherever i go i will never forget that showthose characters and those series i am unlikely to give good reviews but friends really captured my heart this show is the best show that i ever watched because it makes me laugh whenever i am lonely i watch the show so that i will be happy again the actors and actresses portray their characters very well the stories are unique the script is amazing so now that i gave you the reasons why i love it i now recommend you to watch it,POSITIVE
18,18,10.0,13 August 2018,"I am such a fan of the Friends tv show. The characters are well developed independently and together they play off each other well. Some moments are cheesy while others are funny, while the rest is just very well acted and dialogued by the cast. At least give the first season episodes a go, if you still don't like it, don't watch it. But for those who enjoy a well developed multi character show..... Friends is sure to make you laugh and want to get to know each character more. Its a television show.... there are bound to be goofs or inconsistencies, no television show has ever ever in the history of tv been 200% perfect. I plan on buying the whole series on Blue-Ray soon to add to my dvds.","September 22, 1994 (United States)",i am such a fan of the friends tv show the characters are well developed independently and together they play off each other well some moments are cheesy while others are funny while the rest is just very well acted and dialogued by the cast at least give the first season episodes a go if you still dont like it dont watch it but for those who enjoy a well developed multi character show friends is sure to make you laugh and want to get to know each character more its a television show there are bound to be goofs or inconsistencies no television show has ever ever in the history of tv been perfect i plan on buying the whole series on blueray soon to add to my dvds,POSITIVE
19,19,10.0,9 June 2018,"It's really crazy but I still watch Friends 4 times a week. There is nothing that could cheer me up like this on a full day. The humor, the characters, the details (i see more and more every time - and I've watched every episode A LOT).

I was born in 1992 and the last 4-5 seasons I bought when they just came out. I have them all on DVD. I have the Friends Book. Just missing a 'Frankie says hi' t-shirt to join the collection ;-) I just dissapear in the serie when I watch it. Love it. BIG CRAZY FAN says bye! X","September 22, 1994 (United States)",its really crazy but i still watch friends times a week there is nothing that could cheer me up like this on a full day the humor the characters the details i see more and more every time and ive watched every episode a lot i was born in and the last seasons i bought when they just came out i have them all on dvd i have the friends book just missing a frankie says hi tshirt to join the collection i just dissapear in the serie when i watch it love it big crazy fan says bye x,POSITIVE
20,20,6.0,26 July 2016,"I love this show so much! F.R.I.E.N.D.S is a sitcom that you could easily binge-watch at any time of the day. I was able to finish the whole 10 seasons, which ran for 10 years, in under a month. That's just how great it is! I can't even give it a negative review about anything. You'll just really learn to love all the characters through time. No wonder people have clamored for a reunion with the cast, you just can't get enough of it.

When you're feeling down and think you could use a good laugh, put this one on top of your to-watch list. It doesn't matter that the show ran from 1994-2004, the humor it had is timeless!

In a perfect world where we could pick a series that could run forever, F.R.I.E.N.D.S would be that show. Notice how different TV networks are still doing re-runs at present time even after it has ended back in '04. You'll find that a new generation of viewers who are watching and loving it are surprised to discover that the cast are quite old already. Nothing could beat it.","September 22, 1994 (United States)",i love this show so much friends is a sitcom that you could easily bingewatch at any time of the day i was able to finish the whole seasons which ran for years in under a month thats just how great it is i cant even give it a negative review about anything youll just really learn to love all the characters through time no wonder people have clamored for a reunion with the cast you just cant get enough of it when youre feeling down and think you could use a good laugh put this one on top of your towatch list it doesnt matter that the show ran from the humor it had is timeless in a perfect world where we could pick a series that could run forever friends would be that show notice how different tv networks are still doing reruns at present time even after it has ended back in youll find that a new generation of viewers who are watching and loving it are surprised to discover that the cast are quite old already nothing could beat it,POSITIVE
21,21,1.0,13 September 2019,"There's just no other show that can even hold a candle to what Friends was and is for so many people, I watched the finale episode live and it felt surreal that I would never laugh,cry or yearn for these six characters ever again.","September 22, 1994 (United States)",theres just no other show that can even hold a candle to what friends was and is for so many people i watched the finale episode live and it felt surreal that i would never laughcry or yearn for these six characters ever again,POSITIVE
22,22,10.0,7 May 2010,"To this day, the worldwide success of Friends is still a bit of a mystery to me.

Sure, the show has its moments, but nothing that groundbreaking or laughing-out-loud funny that would have justified all the accolades.

Friends was a very ambivalent show: it had the pretense of being believable, while still relying, and heavily so, on the same old Sticom 101 material.

The characters were supposed to be oh so modern and new, but in the end they all fell into a stereotype, as the show was devolving into a comedy-soap. Whatever development the characters had, it was either short-lived, flimsy or a ""Flanderization"" (ie. comical and unrealistic exaggeration of a specific trait that wasn't so dominant earlier on).

The core of the show, the infamous Ross+Rachel love story stopped being interesting after the equally infamous ""we were on a break!"" debacle. Both changed their mind and heart at the drop of a hat, which seriously harmed the empathy. Long, drawn-out relationships work only if at least one half of the couple is genuinely suffering about the breakup or about being turned down. Both Ross and Rachel instead acted like 8th graders all along, being over each other and not over each other with no rhyme or reason.

It almost felt like them getting back together was the writers' Haily Mary pass... ""We're out of ideas... Let's get Ross and Rachel share a kiss, or have a baby!""

The ""happy ending"" feels more like a token send-off to tie some loose ends, but it's really just another knee-jerk reaction of two adults who clearly can't put their act together.

The same lack of development hits Joey as well. Despite him being the least objectionable human being of the lot, if you're willing to gloss over his tactless approach to dating, he goes from being a suave ladies' man to a childlike moron who's more or less his married friends baby. His aborted love story with Rachel could have been a much better finale, given he was indeed showing a softer side. But, alas, it had to be Ross+Rachel.

Monica and Chandler shared a tragicomically traumatic childhood that left them scarred, so them finding each other made sense and, with all the exaggerated personality quirks (Monica is a control freak, Chandler is socially inept) they're the most believable characters in the end.

Phoebe can be fun on small doses, but she's clearly having mental issues, so shoehorning her into married life, albeit while still retaining her out-there personality, felt forced.

That's the most annoying side of the show: for all the hype and all the great reviews, Friends was just another sit-com, with plenty of forced drama. The innovative love story between a cute girl and a dork is still sold as a top feature, but I maintain it wasn't that great.

Oh well, at least the show has aged horribly, so the chances of it still being perceived as one of the best of all time are getting smaller. Nostalgia will still keep it going strong, but to those who loved it so much back then I ask... watch it again and see if it was worth all the praise.","September 22, 1994 (United States)",to this day the worldwide success of friends is still a bit of a mystery to me sure the show has its moments but nothing that groundbreaking or laughingoutloud funny that would have justified all the accolades friends was a very ambivalent show it had the pretense of being believable while still relying and heavily so on the same old sticom material the characters were supposed to be oh so modern and new but in the end they all fell into a stereotype as the show was devolving into a comedysoap whatever development the characters had it was either shortlived flimsy or a flanderization ie comical and unrealistic exaggeration of a specific trait that wasnt so dominant earlier on the core of the show the infamous rossrachel love story stopped being interesting after the equally infamous we were on a break debacle both changed their mind and heart at the drop of a hat which seriously harmed the empathy long drawnout relationships work only if at least one half of the couple is genuinely suffering about the breakup or about being turned down both ross and rachel instead acted like th graders all along being over each other and not over each other with no rhyme or reason it almost felt like them getting back together was the writers haily mary pass were out of ideas lets get ross and rachel share a kiss or have a baby the happy ending feels more like a token sendoff to tie some loose ends but its really just another kneejerk reaction of two adults who clearly cant put their act together the same lack of development hits joey as well despite him being the least objectionable human being of the lot if youre willing to gloss over his tactless approach to dating he goes from being a suave ladies man to a childlike moron whos more or less his married friends baby his aborted love story with rachel could have been a much better finale given he was indeed showing a softer side but alas it had to be rossrachel monica and chandler shared a tragicomically traumatic childhood that left them scarred so them finding each other made sense and with all the exaggerated personality quirks monica is a control freak chandler is socially inept theyre the most believable characters in the end phoebe can be fun on small doses but shes clearly having mental issues so shoehorning her into married life albeit while still retaining her outthere personality felt forced thats the most annoying side of the show for all the hype and all the great reviews friends was just another sitcom with plenty of forced drama the innovative love story between a cute girl and a dork is still sold as a top feature but i maintain it wasnt that great oh well at least the show has aged horribly so the chances of it still being perceived as one of the best of all time are getting smaller nostalgia will still keep it going strong but to those who loved it so much back then i ask watch it again and see if it was worth all the praise,NEGATIVE
23,23,8.0,5 February 2015,"I have given this show plenty of chances but I always find myself wanting to commit suicide by the end. This show is just not funny. The characters are just so annoying and say and do just stupid things. Not stupid funny but just so dumb. People always compare this to Seinfeld. There is not comparison. Seinfeld will always be one of the most creative and funny shows out there. And not to mention the intro, so so corny. I just don't get the hype.I really gave it my all to watch but it just doesn't make any sense how it's so popular. Lisa Kudrow and David Schwimmer are also two of the most annoying people. There voices, faces and antics.","September 22, 1994 (United States)",i have given this show plenty of chances but i always find myself wanting to commit suicide by the end this show is just not funny the characters are just so annoying and say and do just stupid things not stupid funny but just so dumb people always compare this to seinfeld there is not comparison seinfeld will always be one of the most creative and funny shows out there and not to mention the intro so so corny i just dont get the hypei really gave it my all to watch but it just doesnt make any sense how its so popular lisa kudrow and david schwimmer are also two of the most annoying people there voices faces and antics,NEGATIVE
24,24,10.0,18 January 2003,"People are saying that friends is running out of ideas and that the humour is getting dull. Running out of ideas? possibly. Humour getting feeble? absolutely not. In fact it's getting better. OK, so perhaps they're beginning to ""pair up"" the six of them, but so what. Chandler's sarcasm is still as funny as ever. Monica's quirkiness still works. Phoebe's goofiness still brings about a smile. And Joey,Rachel and Ross are still as funny as they always were. So stop being a bunch of cynics and enjoy the show while it's still on.","September 22, 1994 (United States)",people are saying that friends is running out of ideas and that the humour is getting dull running out of ideas possibly humour getting feeble absolutely not in fact its getting better ok so perhaps theyre beginning to pair up the six of them but so what chandlers sarcasm is still as funny as ever monicas quirkiness still works phoebes goofiness still brings about a smile and joeyrachel and ross are still as funny as they always were so stop being a bunch of cynics and enjoy the show while its still on,POSITIVE
25,25,10.0,31 October 2023,I believe friends has been the only tv show that i have watched over and over many times and still never got bored of. And all of this was because of one man Mathew Perry(chandler). He was too funny with his jokes and sarcasm. Whenever am stress i just turn to friends and watch Mathew crack his jokes then i feel alright. Is so sad that you left us and i hope you are in a better place. Deep inside you brought joy to me especially in times of stress and i know you are a good person. Rest in perfect peace Mathew. We will miss you very much. And i hope God has send you to a much better place. Much love.,"September 22, 1994 (United States)",i believe friends has been the only tv show that i have watched over and over many times and still never got bored of and all of this was because of one man mathew perrychandler he was too funny with his jokes and sarcasm whenever am stress i just turn to friends and watch mathew crack his jokes then i feel alright is so sad that you left us and i hope you are in a better place deep inside you brought joy to me especially in times of stress and i know you are a good person rest in perfect peace mathew we will miss you very much and i hope god has send you to a much better place much love,POSITIVE
26,26,10.0,15 September 2020,"Binging it. Still not getting enough of this masterpiece of a show. Let me be clear, i do consider Seinfeld as the greatest sitcom spectacle ever made but FRIENDS is right there too. Among the Best if not the Best.

Matt LeBlanc is the reason why you have gotta watch this show. I've binged countless number of times, just assume it's more than 100 times. Only character I've found hard to hate is Joey. Chandler as well is i can't hate but Joey is flawless. Now i rank all my 6 favorite Friends in order & a bit of description:

Joey: The reason for me Binge watching it.

Chandler: He cracks me up effortlessly just like George Costanza does.

Ross: Subtle but he's surprisingly humorous.

Rachel: Babe of the show.

Monica: She's irritating at times, but finds a way to get by. Her chemistry with every other character saves her in the show.

Phoebe: Friends will still be a blockbuster if she wouldn't have been in it. Seriously!? The most unfunny & my least favorite character not only of this show but of all-time. Bossy, supercilious, tries to use sarcasm desperately yet flops miserably. She's blah. Her angle is so selfish as well. I just despise her. Really a buzz kill is what you'll say.

Beauty of me binging Friends is that I've cropped out Phoebe's parts specifically from all 235 episodes of 10 seasons. And it's so much better that way for me.

Joey & Chandler's aka J-Man and Channys bonding is the lifeblood and actually plot of the show. Really, they both are the reason why FRIENDS has become such a cult.

I really need makers/writers to find a way to bring all of them back on the screen sooner than later. Just do a Reboot because this show deserves it.","September 22, 1994 (United States)",binging it still not getting enough of this masterpiece of a show let me be clear i do consider seinfeld as the greatest sitcom spectacle ever made but friends is right there too among the best if not the best matt leblanc is the reason why you have gotta watch this show ive binged countless number of times just assume its more than times only character ive found hard to hate is joey chandler as well is i cant hate but joey is flawless now i rank all my favorite friends in order a bit of description joey the reason for me binge watching it chandler he cracks me up effortlessly just like george costanza does ross subtle but hes surprisingly humorous rachel babe of the show monica shes irritating at times but finds a way to get by her chemistry with every other character saves her in the show phoebe friends will still be a blockbuster if she wouldnt have been in it seriously the most unfunny my least favorite character not only of this show but of alltime bossy supercilious tries to use sarcasm desperately yet flops miserably shes blah her angle is so selfish as well i just despise her really a buzz kill is what youll say beauty of me binging friends is that ive cropped out phoebes parts specifically from all episodes of seasons and its so much better that way for me joey chandlers aka jman and channys bonding is the lifeblood and actually plot of the show really they both are the reason why friends has become such a cult i really need makerswriters to find a way to bring all of them back on the screen sooner than later just do a reboot because this show deserves it,POSITIVE
27,27,10.0,23 September 2015,"I am quoting some body but I totally agree with this - ""If I get a wish from a genie someday, I would ask him to erase my memory, so that I can watch Friends again afresh and relish those priceless moments....""

To say that F.R.I.E.N.D.S is a good situation comedy would be a gross understatement of monumental proportions. When you watch friends, you just don't watch it, you live it.

It is not about how perfect you have to make your life.. it is about how every moment , good or bad , together makes life perfect.

No matter what kind of person you are, you can always relate to its story line. Unlike most of the contemporary serials, this one does not have a narrow perspective. There are no fart jokes, no clichés, no stereotypical bullshit - just original day-to-day incidents and the fun and laughter and quarrels associated with it. There are no jokes for joking sake. And it would blow your mind to think how anyone can create six characters like Chandler Bing, Monica Geller, Joey Tribbiani, Phoebe Buffay, Rachel Green and Ross Geller.

Hands down - ""best thing ever and not just on TV""","September 22, 1994 (United States)",i am quoting some body but i totally agree with this if i get a wish from a genie someday i would ask him to erase my memory so that i can watch friends again afresh and relish those priceless moments to say that friends is a good situation comedy would be a gross understatement of monumental proportions when you watch friends you just dont watch it you live it it is not about how perfect you have to make your life it is about how every moment good or bad together makes life perfect no matter what kind of person you are you can always relate to its story line unlike most of the contemporary serials this one does not have a narrow perspective there are no fart jokes no clichés no stereotypical bullshit just original daytoday incidents and the fun and laughter and quarrels associated with it there are no jokes for joking sake and it would blow your mind to think how anyone can create six characters like chandler bing monica geller joey tribbiani phoebe buffay rachel green and ross geller hands down best thing ever and not just on tv,POSITIVE
28,28,10.0,31 July 2016,"FRIENDS is the best sitcom ever made. It is one of the things which made my growing up years special. This is the first TV show I watched and absolutely loved. It taught us friendship, love and loyalty. It has the most adorable characters and one can never get tired of watching reruns. FRIENDS is just pure joy which leaves inside you a warm fuzzy feeling, lifting your spirits and instantly brightening your mood. It is the only show which can make you laugh, cry, fall in love even after all these years. It inspires. The dialogues make me laugh and cry even though I have already watched and heard them countless times. It is timeless. It still feels so difficult to watch the last episode because you do not want it to end. I love this show and I am so sure I will love it even 30years from now. The most beautiful, funny and inspiring show ever. I just wish there were more seasons, though they ended the show as beautifully as possible, I loved the show too much to see it ending. FRIENDS always. :)","September 22, 1994 (United States)",friends is the best sitcom ever made it is one of the things which made my growing up years special this is the first tv show i watched and absolutely loved it taught us friendship love and loyalty it has the most adorable characters and one can never get tired of watching reruns friends is just pure joy which leaves inside you a warm fuzzy feeling lifting your spirits and instantly brightening your mood it is the only show which can make you laugh cry fall in love even after all these years it inspires the dialogues make me laugh and cry even though i have already watched and heard them countless times it is timeless it still feels so difficult to watch the last episode because you do not want it to end i love this show and i am so sure i will love it even years from now the most beautiful funny and inspiring show ever i just wish there were more seasons though they ended the show as beautifully as possible i loved the show too much to see it ending friends always,POSITIVE
29,29,10.0,24 August 2022,Been watching this series none stop. Like every end of the season I will restarts it all over again. I do not need to see the screen anymore. I can just here the voices and know where is and how the casts portray the scenes. It so good and no other sit-coms can replace it. I love when they did not changed any of the main characters. Each of them brings out their.,"September 22, 1994 (United States)",been watching this series none stop like every end of the season i will restarts it all over again i do not need to see the screen anymore i can just here the voices and know where is and how the casts portray the scenes it so good and no other sitcoms can replace it i love when they did not changed any of the main characters each of them brings out their,POSITIVE
