,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
15,15,9.0,26 January 2023,"Slyvester Stallone is a legend!

10 episodes where a mafia capo is exiled from his family after 25 years in prison and you will empathize every minute of it.

I liked the show, but maybe it's because I'm a big fan of Sly. It is possible to come across cliches from time to time, as if the story was formed when many movies and TV series came together.

However, it easily adapts the audience to the story with its fast pace, simple script and pretty good acting. While watching you will not see any nonsense that you would think ""what is this?"" Everything works in harmony with real life. Keep punching, Sly! God bless you.","November 13, 2022 (United States)",slyvester stallone is a legend episodes where a mafia capo is exiled from his family after years in prison and you will empathize every minute of it i liked the show but maybe its because im a big fan of sly it is possible to come across cliches from time to time as if the story was formed when many movies and tv series came together however it easily adapts the audience to the story with its fast pace simple script and pretty good acting while watching you will not see any nonsense that you would think what is this everything works in harmony with real life keep punching sly god bless you,POSITIVE
16,16,9.0,26 November 2022,"So I have always been a fan of Sylvester. Yes, he has gotten older (as we all do) but we MUST stop comparing his Rocky and Rambo movies to his latest works. I will admit, I was guilty of this and as a result, I ended up thinking that his latest movie (the Samaritan) was not up to snuff and truly, the movie was probably a B at best. I am not sure that was entirely because of Stallone though. In any case, THIS new series (Tulsa King) is ABSOLUTELY, WITHOUT A DOUBT, worth the subscription price you may or may not have to pay. The part of Dwight ""The General"" Manfredi was 100% made for nobody but Stallone. He plays the part so smoothly and you actually believe that he really is part of the mafia....and with such humor that I find myself laughing many times throughout each episode. I actually have an alarm set on my phone to remind me that a new episode is about to drop (on Sundays) and I get excited (as I do with Yellowstone). I truly hope people will give this a chance and let this series be the series that Stallone can come back with and allow him to ride off into the sunset (hopefully years from now :) :)

My only beef is the fact that only one episode is released each week (yes.... I know that this is how series are...but still I find myself feening for more). LOL)","November 13, 2022 (United States)",so i have always been a fan of sylvester yes he has gotten older as we all do but we must stop comparing his rocky and rambo movies to his latest works i will admit i was guilty of this and as a result i ended up thinking that his latest movie the samaritan was not up to snuff and truly the movie was probably a b at best i am not sure that was entirely because of stallone though in any case this new series tulsa king is absolutely without a doubt worth the subscription price you may or may not have to pay the part of dwight the general manfredi was made for nobody but stallone he plays the part so smoothly and you actually believe that he really is part of the mafiaand with such humor that i find myself laughing many times throughout each episode i actually have an alarm set on my phone to remind me that a new episode is about to drop on sundays and i get excited as i do with yellowstone i truly hope people will give this a chance and let this series be the series that stallone can come back with and allow him to ride off into the sunset hopefully years from now my only beef is the fact that only one episode is released each week yes i know that this is how series arebut still i find myself feening for more lol,POSITIVE
17,17,7.0,30 November 2022,"I've watched the first three episodes and frankly after the first one I was hooked. This is interesting. I want to see what happens next. I see a man who was knocked down, picking himself back up. And although there is adversity along the way he seems to be making progress.

I like this show what can I tell you.

I've watched the first three episodes and frankly after the first one I was hooked. This is interesting. I want to see what happens next. I see a man who was knocked down, picking himself back up. And although there is adversity along the way he seems to be making progress.

I like this show what can I tell you.","November 13, 2022 (United States)",ive watched the first three episodes and frankly after the first one i was hooked this is interesting i want to see what happens next i see a man who was knocked down picking himself back up and although there is adversity along the way he seems to be making progress i like this show what can i tell you ive watched the first three episodes and frankly after the first one i was hooked this is interesting i want to see what happens next i see a man who was knocked down picking himself back up and although there is adversity along the way he seems to be making progress i like this show what can i tell you,POSITIVE
18,18,10.0,20 November 2022,"I didn't expect to like this when I watched the first episode last week because I'm not really a Stallone fan. Let's face it, his fame is from playing dumb angry guys and it's a different world we live in these days.

But I've been pleasantly surprised here. I've watched the first two episodes now and they're well thought out and well carried out.

I like the modern angles that they've thrown in, like the weed farm. And I also like that they didn't make Stallone's character woke which seems to be the trend in television these days.

I'm eagerly looking forward to seeing how the season plays out!

EDIT: I just finished watching Episode 6. They're convoluting the story with too much family drama. Sometimes less is more and we don't need the plot going in a dozen different directions. I'm removing a star from my original rating because it's making the episodes slightly less enjoyable. If I wanted family drama, I'd watch a sitcom.","November 13, 2022 (United States)",i didnt expect to like this when i watched the first episode last week because im not really a stallone fan lets face it his fame is from playing dumb angry guys and its a different world we live in these days but ive been pleasantly surprised here ive watched the first two episodes now and theyre well thought out and well carried out i like the modern angles that theyve thrown in like the weed farm and i also like that they didnt make stallones character woke which seems to be the trend in television these days im eagerly looking forward to seeing how the season plays out edit i just finished watching episode theyre convoluting the story with too much family drama sometimes less is more and we dont need the plot going in a dozen different directions im removing a star from my original rating because its making the episodes slightly less enjoyable if i wanted family drama id watch a sitcom,POSITIVE
19,19,7.0,11 January 2023,"Tulsa King is currently being shown on TV here in the UK (Jan 2023) and I randomly came across it last night as I was flipping around channels, seeing what was worth watching. I was surprised to see a Sly Stallone TV series and didn't think he'd been in one before. I have to admit, I think Rocky is the only Stallone movie I can remember ever seeing, so it's not like I'm a massive fan but I do like his acting. I had a hunch this would be a good show and it is! I got engrossed in it straightaway. It's quite punchy, witty and Sly is very watchable and sharp. His character, coming from the big city, has a culture shock, having to settle in an out of the way, dusty, Bible Belt small town that's totally alien to him but he finds his footing straightaway and (unbelievably, of course) finds a business to get involved in, and a driver too, even before he finds a hotel / motel to stay in. Kind of silly, of course, but very entertaining and I like Sly's oomph even at his advanced age. Just goes to show, age is all in the mind (well, in theory anyway!).","November 13, 2022 (United States)",tulsa king is currently being shown on tv here in the uk jan and i randomly came across it last night as i was flipping around channels seeing what was worth watching i was surprised to see a sly stallone tv series and didnt think hed been in one before i have to admit i think rocky is the only stallone movie i can remember ever seeing so its not like im a massive fan but i do like his acting i had a hunch this would be a good show and it is i got engrossed in it straightaway its quite punchy witty and sly is very watchable and sharp his character coming from the big city has a culture shock having to settle in an out of the way dusty bible belt small town thats totally alien to him but he finds his footing straightaway and unbelievably of course finds a business to get involved in and a driver too even before he finds a hotel motel to stay in kind of silly of course but very entertaining and i like slys oomph even at his advanced age just goes to show age is all in the mind well in theory anyway,POSITIVE
20,20,9.0,11 December 2022,"Can't say I've had many disappointments with sly throughout the years.. so I came into watching this very optimistic. After. First episode I knw this show Had potential. Good story line, and doesn't seem to be dragged out or to exaggerated. Already interested in a second season and how they would approach it.. I was looking for a lil more action but it still keeps your interest without a lot of it.. I dnt think any other actor would've drawn me into this but either way good plot.

5 episodes in and let's keep up the momentum.. I would like to see how this develops in the nxt few episodes...💪🏽💯💯💯","November 13, 2022 (United States)",cant say ive had many disappointments with sly throughout the years so i came into watching this very optimistic after first episode i knw this show had potential good story line and doesnt seem to be dragged out or to exaggerated already interested in a second season and how they would approach it i was looking for a lil more action but it still keeps your interest without a lot of it i dnt think any other actor wouldve drawn me into this but either way good plot episodes in and lets keep up the momentum i would like to see how this develops in the nxt few episodes,POSITIVE
21,21,7.0,13 February 2023,"The first episode has some cliche tropes and cringy lines. Stallone's character just stopping in at the first weed shop he passes and strong arming them out of 20% was almost too much. It gets back to reality and develops the characters and story before taking off to extreme fiction again. It's entertaining and I'm looking forward to season 2. I don't recall any nudity and there's no sex scenes, and that's not a bad thing. It seems pretty mild for a few episodes and then the violence ramps up to what you would expect from a mafia action movie. I'm still wondering how he booked the penthouse suite without a credit card.","November 13, 2022 (United States)",the first episode has some cliche tropes and cringy lines stallones character just stopping in at the first weed shop he passes and strong arming them out of was almost too much it gets back to reality and develops the characters and story before taking off to extreme fiction again its entertaining and im looking forward to season i dont recall any nudity and theres no sex scenes and thats not a bad thing it seems pretty mild for a few episodes and then the violence ramps up to what you would expect from a mafia action movie im still wondering how he booked the penthouse suite without a credit card,POSITIVE
22,22,5.0,12 December 2022,"Seen the 5 first episodes, and great story so far.

But the plot: ex, Italian gangster, out of prison, and moves to another ""country"" , and in his own, old way, makes a business as ....a gangster.

Impressing, how fast you can get a gangster business running, and even more, how fast he learns how to operate a smartphone and a PC, after spending 25 years in prison 😉

Stallone does a great figure, and the acting is so far on track.

Write-off, from the great serie on Netflix, Lilyhammer. Just without the snow

Looooved that, but the humour runs also in Tulsa King, so I will keep watching. Give them Hell, Sly.","November 13, 2022 (United States)",seen the first episodes and great story so far but the plot ex italian gangster out of prison and moves to another country and in his own old way makes a business as a gangster impressing how fast you can get a gangster business running and even more how fast he learns how to operate a smartphone and a pc after spending years in prison stallone does a great figure and the acting is so far on track writeoff from the great serie on netflix lilyhammer just without the snow looooved that but the humour runs also in tulsa king so i will keep watching give them hell sly,POSITIVE
23,23,9.0,25 November 2022,"I live in Tulsa. While Stallone's character is entertaining, as is most of the cast, the writing is more out of touch with reality than Stallone's character is. You can't just walk into a dispensary and say ""It's okay - I'm just looking around"" when they ask for your MM I. D. card. You wouldn't have to supply the dispensary with a security camera - they already have lots of them. A loaded Lincoln Navigator costs more than 50k. In almost every situation he's in, the police would have been called within seconds. I've only seen the first episode, but the ""wrongness"" of this show just goes on and on. But it's moderately entertaining.","November 13, 2022 (United States)",i live in tulsa while stallones character is entertaining as is most of the cast the writing is more out of touch with reality than stallones character is you cant just walk into a dispensary and say its okay im just looking around when they ask for your mm i d card you wouldnt have to supply the dispensary with a security camera they already have lots of them a loaded lincoln navigator costs more than k in almost every situation hes in the police would have been called within seconds ive only seen the first episode but the wrongness of this show just goes on and on but its moderately entertaining,POSITIVE
25,25,10.0,21 October 2023,"This series is a beautiful blend of tough, funny, sweet, sad and every other kind of emotion out there. Didn't really think it was possible but it does have it all and oh, how nicely is delivered. Amazing work on getting a such on point cast, having the right music for the right time, fabulous camera work, great script with the right amount of funny and sass.

For some reason I have never been a fan of Sylvester Stallone and have seen minimal films staring him but I get it now. He's got charm, he's got charisma, he's got talent and most of all, years of experience. There much to admire.

I enjoyed every minute of it and eager for more.","November 13, 2022 (United States)",this series is a beautiful blend of tough funny sweet sad and every other kind of emotion out there didnt really think it was possible but it does have it all and oh how nicely is delivered amazing work on getting a such on point cast having the right music for the right time fabulous camera work great script with the right amount of funny and sass for some reason i have never been a fan of sylvester stallone and have seen minimal films staring him but i get it now hes got charm hes got charisma hes got talent and most of all years of experience there much to admire i enjoyed every minute of it and eager for more,POSITIVE
27,27,7.0,13 November 2022,"The series is promising if you know what are you going to find from an actor like Stallone. The script is Ok, settings are great including real Tulsa locations and cast is acceptable.

The series starts great because Stallone fits on the character perfectly even he is actually 76 years old. Still credible and some scenes made me think to Clint Eastwood in Grand Torino. I'm not going to spoil anything saying both are great actors in his most repeated and common roles. The series starts strong. Sly interpretation is great and it can become better. So, overall, the series has potential, so let's give it a try. Why not?","November 13, 2022 (United States)",the series is promising if you know what are you going to find from an actor like stallone the script is ok settings are great including real tulsa locations and cast is acceptable the series starts great because stallone fits on the character perfectly even he is actually years old still credible and some scenes made me think to clint eastwood in grand torino im not going to spoil anything saying both are great actors in his most repeated and common roles the series starts strong sly interpretation is great and it can become better so overall the series has potential so lets give it a try why not,POSITIVE
