,Rating,Review_Date,Review,Release_Date
10,10.0,31 December 2014,,"October 1, 2006 (United States)"
11,7.0,13 April 2021,"Hard to believe that Showtime would let a piece of gold turn into a turd after four seasons, but they did. Seasons 1-4 are as good as any show I've ever seen, a solid 10, would recommend to anyone and beg them to watch. Holds up wonderfully even in 2021. Seasons 5,6,7 were not good, but had some good moments. Season 8 is as bad as you will find anywhere. Honestly think it was written by sixth graders, I was begging for it to be over - how the actors could put up with the idiocy is beyond me, but I guess they were being paid plenty by then. If you love the first four seasons, watch the next three and enjoy the characters, then read the spoilers to see how season 8 ends. It will truly leave a bad taste in your mouth if you watch the last season.","October 1, 2006 (United States)"
12,5.0,9 September 2013,"What started out to be a phenomenal series, Is not ending well :(. I crack up weekly at everyone's reviews but never got irritated enough to post my own. Well 8yrs later the day has come this is by far the worst season.... OK sure it has a few highs but far more lows. I love Dex but he is turning into a whiny b**** which defeats the purpose of his original purpose. :/ So there's my rant I wont even get into the others or else I might as well right a report.Wtf is this 10 line crap I see one liners all the time????So they want us to write a whole report. Well this is my 1st review which is obvious at this point lol.So you want 10 lines here is your 10 lines.","October 1, 2006 (United States)"
13,10.0,14 October 2013,"Having watched Dexter right to the bitter end I have to say I won't miss it at all. What was a better than average series, stylishly directed with a great cast was forgiven for being a bit repetitive. It should have ended 3 seasons ago, this last season was pathetic, it was as though the writers had been sacked, some new ones brought in and told to keep it ""ticking over"" and told to end it all in the last 2 episodes. for a show built on secrets very few were revealed, this went out with a pathetic whimper. The penultimate series built to a real dramatic high that promised so much for the final series, instead of keeping this up and pushing the characters to new extremes it was as if they were all too tired to be bothered, every character acted as if they were ready for a retirement home.","October 1, 2006 (United States)"
14,10.0,11 December 2020,"This is undoubtedly, the best ever TV Series I've watched. So addictive, thrilling and entertaining. No boredom, super-fast and it'll glued you to the screen just from the 1st minutes of the 1st episode.","October 1, 2006 (United States)"
15,8.0,13 November 2006,"Although I am not a regular proponent of serial television shows, the eclectic, in-depth storyline and character development in Dexter are far beyond what I expected from Showtime or any network other than HBO. Dexter is a unique insight into the mind of a serial killer protected by his occupation as well as the lessons derived from his father's teachings. By having a resounding premise of catching a notorious serial killer while trying to conceal his own identity, Dexter enters each week with a new sociological dilemma as well as a new criminal to dispatch. What is best about Dexter is his own personal facade of trying to be normal. While other characters in the show are obviously dysfunctional, the audience are privileged to see the flaws of Dexter while people within his own world cannot. Darkly humorous, well-paced, and morbidly addictive Dexter is the best show of 2006, without a doubt.","October 1, 2006 (United States)"
16,10.0,20 July 2023,"In the realm of cinematography and scriptwriting, it is advised to limit character narration allowing actions, conversations, and scenes to speak for themselves. However, if there exists an exception, and it goes by the name, Dexter!

From the start, I found myself captivated by Dexter's character - a dark, introverted individual. The strength of character development was evident, bolstered by impeccable casting and an engaging, crime-filled storyline.

Seasons 1 and 2 stood out exceptionally, earning a commendable rating of 9/10. However, the show's quality began to wane afterward. The introduction of new characters and excessive drama weighed down what was once a classic series. Despite my love for the character, I sensed a gradual decline in its charm, including that of Debra.

The writing and direction were solid, yet Dexter himself stood as the towering centerpiece as his portrayal of dark humor remained a standout aspect. His narration throughout the episodes was a unique perspective where we learnt how he perceived things, people, and crime; it was utterly captivating.

I recommend this series, but I urge viewers to approach it at their own pace and choose the number of seasons to indulge in. However, I must stress that the first two seasons are a must-watch and should not be missed.","October 1, 2006 (United States)"
17,10.0,27 September 2006,"HBO Actors, HBO Directors, HBO Writers, and Showtime's willingness to take risks that HBO might not see as profitable these days (Carnivale + Deadwood R.I.P.) make for a killer combination in ""Dexter,"" the new Sho Comedy/Drama about a Serial Killer Killing Serial Killer (you read right). In my opinion, Showtime has always had a hard time producing an original series that's truly original and good, so it's incredibly refreshing to see the network pull such a ""Hail Mary"" move and come out on top. ""Dexter"" is, without spoiling anything, an excellent vehicle for Michael C. Hall, and explores the inner monologue of a Serial Killer in a way that has never been approached before without seeming too predictable or hokey. Watch it and you will not be disappointed. You'll even want to watch the next episode, which says a lot considering the network. I just hope they don't screw it up.","October 1, 2006 (United States)"
18,10.0,14 October 2020,New season 2021 confirmed. They say its limited. Let's pray otherwise. I'm so excited!!!,"October 1, 2006 (United States)"
19,7.0,27 December 2020,"Over the past couple of years I have gone through some of TV's most followed series of recent years (Breaking Bad, Lost, Fargo, etc.). I've LOVED it: the great storylines, character progression, scenes that make your jaw literally drop. That being said, the TV series Dexter is my favorite, and it's not close. Never have I been so emotionally attached to something on the television. My mind literally correlates memories and relationships made during that time to where I was at in the series at the time. I finished the show in 4 months, and let me tell ya, it was on my mind the entire time, throughout the entirety of the day. I loathed daily responsibilities that took away Dexter's screen time (very unhealthy looking back, not that I could help it). One year after finishing the show, Dexter still crosses mind on a regular basis (one example: me writing this review at nearly 3am in the morning lol). And oh my am I looking forward to the reboot next fall!

One request: please please please do not be turned off by all of the negative reviews about its ""tragic"" ending!! Everyone wanted their own perfect ending (impossible), but what the producers put together is perfectly on brand with the 8-season storyline that precedes it. I have to believe true Dexter fans understand this!","October 1, 2006 (United States)"
20,10.0,21 January 2015,,"October 1, 2006 (United States)"
21,7.0,25 October 2006,"Dexter is hilarious; it is easily the best new show on TV! Dark, dry humor crops up in the most unexpected places, and the settings and dialogue are laced with CSI's pseudo-scientific appeal. While the show may appear to treat standard morality as irreverent, it is actually an excellent study of humanity at its best -- and worse.

The character of Dexter, a disassociated, psychopathic serial killer, is somewhat reminiscent of Data, the android in the Star Trek series. Dexter is devoid of normal, human emotion, and has to learn behaviors by rote. Seeing the world through his eyes enables us to closely examine what is ""right"" and what is ""wrong."" We have to pause and wonder about our own perception of reality.

Overall, the show is a side-splitting outlet for the vigilante/serial killer/dysfunctional being in all of us. Well done!","October 1, 2006 (United States)"
22,4.0,9 November 2019,,"October 1, 2006 (United States)"
23,10.0,20 October 2020,,"October 1, 2006 (United States)"
24,9.0,9 October 2013,,"October 1, 2006 (United States)"
25,9.0,13 September 2020,"I'm here in 2020 to remind everyone to watch Dexter at least once in their lives. There are very few shows I circle back to once I've experienced the conclusion, but I still cannot get enough of Dexter. Every time through I experience another ""oh damn"" moment that I didn't catch the first time around. This keeps me in constant fascination of how brilliantly woven and expertly portrayed this story is. The writing is superb and you will never get ahead of the twists and turns.

Did you ever think you'd have empathy for a serial killer? Me either...

Watch it. Trust me.","October 1, 2006 (United States)"
26,10.0,23 October 2006,"After four episodes, I'm ready to proclaim this the best show currently on TV, one that may someday rank with the likes of _The Sopranos_ and the first season of _Twin Peaks_ as a contender for the second best TV show ever (after the incomparable _Buffy the Vampire Slayer_; one of the show's producers and writers is former Buffy writer Drew Z. Greenberg, and the cast includes Buffy / Angel mainstay Julie Benz).

Dexter is a sociopath, someone with no human feelings and hence no natural, inner moral compass, and he has an unquenchable blood lust that drives him to kill. But he had the great grace to have been the adopted child of a police officer, who (as we see in terrific flashbacks) successfully instilled in him a complete moral code, which he adheres to on a strictly intellectual level. This is an utterly brilliant concept (which I assume derives from the novels it's based on), one that allows the writers to explore the nature of moral behavior and of what it means to be human (Dexter is, in a sense, an alien).

Another thing the show is doing brilliantly is moving at different speeds in parallel. There is a primary apparent season-long story arc (concerning a cat-and-mouse game between Dexter and a serial killer), and a a secondary arc involving Dexter's sister's police career. The first handful of episodes include a very powerful completed arc concerning one of Dexter's police colleagues and a local crime lord, while two of the four episodes so far have also included a self-contained story spliced among (and playing off) the ongoing ones. I've seen the future of TV season structuring, and this is it.

While the writing isn't quite up to the brilliance of the best of _House_, it's been excellent. The cast and production are terrific. The only reason you wouldn't want to watch this utterly brilliant show is the frequent use of extremely graphic images: there have probably been more severed body parts shown in these first four episodes than in the first four episodes of every other TV show on the air combined. If you can stomach that, tune it for a mesmerizing look at what makes us human -- or inhuman.","October 1, 2006 (United States)"
27,10.0,26 October 2020,"Despite being so many seasons, no one gonna feel bored or detached. Impressive and outstanding series.","October 1, 2006 (United States)"
28,10.0,10 March 2011,"I've just seen the finale of season 5 of Dexter and man...! What a series! This is writing at his best! I just love Michael C. Hall plays his part. His does it so well, it completely let you forget that he played the role of David in Six Feet Under (my favorite of all time-series!). And all the characters in the five seasons are really wonderful, but I especially liked Julia Stiles. She's playing her part very nice!! Lithgow in season 4 does his part only as he can do and it works fine for me! Can't wait 'till he returns! (he must return!!) Here in Holland ""Dexter"" airs on a non-commercial canal en mostly about 23.00 h. at night. Nobody in Holland heard of this series, unless they watch in online or on DVD. And that's a pity... I can't wait until season 6.... Keep on the good work!","October 1, 2006 (United States)"
29,7.0,11 January 2022,Best show ever. Loved everything about the ending because we knew Dexter was going to control his dark passenger. NEW BLOOD SUCKS. Don't watch it because you'll be more grateful for this ending.,"October 1, 2006 (United States)"
30,10.0,19 October 2020,"Keeping it short,

You're getting a serial killer who's made to kill evil.

You'll love him and weirdly you'll be able to relate to him. Odd eh?

Enjoy (ps watch out for Easter Eggs in the background of scenes secretly placed)","October 1, 2006 (United States)"
31,7.0,15 October 2021,"Back then Dexter was a really nice surprise and for quite some time one of my favorite shows. Yes, the last two seasons did not hold the level of quality (at least that's my opinion) and the ending was a rather disappointing (but nevertheless a heart breaking) one but anyway - if you like (to watch, I should add) serial killers, Dexter belongs on your menu, no doubt here.","October 1, 2006 (United States)"
32,1.0,15 October 2020,I just finished watching this series and today I heard they're dropping a new limited series! I.cant.wait!!! Especially if it's anything like the last few seasons.,"October 1, 2006 (United States)"
33,10.0,6 August 2024,I think dexter is the best serial killer TV show ever yet it had one of the worst endings in TV shows and i think the ending would have been better and there were a whole lot of ways for a good ending or even an enjoyable ending but there isn't. But i do think that the characters in this TV show were pretty good yet we see a lot of death in their development and i think that these deaths make more suspense but i don't think that all the characters that died in this TV show (important characters) is necessary because the ending came with a death of a really important character and thats one of the reasons that makes this ending one of the worst. But overall i think this series would take seven stars because of the characters and their development and even the whole idea of the series it's indeed iconic.,"October 1, 2006 (United States)"
34,10.0,2 July 2020,,"October 1, 2006 (United States)"
35,10.0,10 May 2014,,"October 1, 2006 (United States)"
36,9.0,16 June 2009,"I recently bought Season 1 of Dexter in an attempt to finally find a show worthy of replacing The Sopranos as my number one TV drama obsession. Boy, did I find it. Despite taking a few episodes to really get going, Dexter unfolds superbly, bringing its many plot twists together to form a tightly woven package with highly skilled performances and excellent writing.

The central performance of Michael C. Hall is always riveting, as this compelling actor enables us to understand, and even sympathize with, his many predicaments. His attempts to juggle his carefully-constructed, idyllic domestic life with his code-driven nightly stalkings and executions form the central interest of this enthralling series. This is one of the great many reasons why The Sopranos was so impressive; watching Tony struggle with the demands of fulfilling his dual familial role of father and mob boss was the essence of the series, and from this, other strands were allowed to develop. Dexter also has this quality, one of many qualities, it must be added.

The writing, as has been mentioned, is razor-sharp. The characters are rich and alive with personality, and as the first series develops so too do the character arcs. Lieutenant LaGuerta and Dexter's sister Deborah, in particular, are well-rounded, multi-dimensional creations, and they are played to perfection by Lauren Velez and Jennifer Carpenter, respectively. There is a palpable sense of tension and excitement as the walls begin to close in on Dexter, and this reaches boiling point in Season 2. The plot is never less than intriguing, and careful and intelligent use of flashbacks allow us to gradually learn more and more about the monster(?) that is Dexter. The editing and camera-work keep a good pace to proceedings, and the lighting is always excellent, especially in the disturbing night scenes.

The impressive opening sequence is particularly noteworthy in its use of extreme close-ups that show a man doing seemingly normal, everyday tasks to put himself together, but if one looks beyond these mundanities a much darker picture will be revealed. The music is eerily effective here, and maintains a high level of quality throughout - always tense, and evocative of the given situation.

So: uniformly excellent acting, sharp dialogue, well-developed characters, intelligent plotting, creative and absorbing camera-work, and a deliciously dark humour make Dexter one of the best shows on TV right now, and further proof that the last 10 years has been the golden age for dramatic television.","October 1, 2006 (United States)"
37,10.0,27 October 2020,"Despite the ending, LEGENDARY SHOW. A whole new world and a worth watching series for real. A bloody masterpiece! I enjoyed every second. Great acting, great story line, quotes, characters. I'm in love with Dex.","October 1, 2006 (United States)"
38,10.0,24 December 2020,Must watch too great after breaking bad I watched this,"October 1, 2006 (United States)"
39,6.0,14 January 2021,Dexter from Another World of course .... fun and sad action .... amazing drama .... for me he is number one ever,"October 1, 2006 (United States)"
40,9.0,21 April 2021,I love this show! Didn't think i would be going through it a 3rd time but since season 9 is coming soon i thought i would. So far im on season 4 and i have to say DAMN Jennifer Carpeneter character can be so annoying. The smallest thing can give her a brwakdown at any moment and that gets a bit annoying pretty fast. Rita is more annoying than Deb. Show is still my second favorite show ever coming after Game of Thrones. Which ive also watched 3 times.,"October 1, 2006 (United States)"
41,7.0,12 May 2021,"Micheal C. Hall is mesmerizing brilliance throughout, interesting how he went from Six Feet Under on to this. The music is one of the best things I've ever heard it gets me excited! I've seen the series a few times before I'm even one of very few that likes the ending. Such great writing that is easy to crave for more even though a lot of it is morbid Dexter is so well made; I'm jittery that there is gonna be more.","October 1, 2006 (United States)"
42,4.0,25 September 2013,,"October 1, 2006 (United States)"
43,10.0,5 January 2021,I think this serie is one of the best series ever. I mean the acting / drama / dexter's life. Everything is perfect. Except for the last season. They ruined the whole thing. But that doesn't mean that you don't have to watch the serie ! It absolutely worth.,"October 1, 2006 (United States)"
44,10.0,13 March 2019,The series writing overreaches as the seasons progress but the premise is enjoyable and unusual enough to have you tune in again and again,"October 1, 2006 (United States)"
45,10.0,27 October 2013,"The first Season of Dexter was quite brilliant, i immediately fell in love with the character. and the idea of this serial Killer that hunts down other Killers without leaving a trace fascinated me! The second Season started off good too, but at the end of this Season Dexter should have been caught by the Police/FBI for all the mistakes he made and traces he left. This is where Dexter died for me. But because of its success in the beginning the saga of dexter continued and there came another aspect into the series, the commercialization. Suddenly the relations of the characters became ever more important, just as in any other sitcom and Dexter's kills ever more sloppier. His mistakes mainly kept the story alive and it became really easy to foresee the main plots of Dexter's story because what ever he could do wrong he did. The original Dexter acting according to his codex/logics was gone. What started off so great ended in a mediocre series. This series suffered the tragedy of being brought to the masses.","October 1, 2006 (United States)"
46,9.0,25 February 2021,Really good show..I have watched the whole series twice,"October 1, 2006 (United States)"
47,9.0,15 December 2020,"I watched the entire series a few months ago and without any doubt is my favourite one. In my personal opinion only breaking bad , 1st season of prison break or true detective and sopranos can be compared to this masterpiece. Seasons 2,4 and 6 my favourite ones but I have never been bored or disappointed during the show ..I am looking forward for the new episodes ... hopefully the series will have the end that deserves to one of the most iconic characters ever made for tv or cinema!","October 1, 2006 (United States)"
48,10.0,20 January 2021,I think this serie is one of the best series ever. I mean the acting / drama / dexter's life. Everything is perfect. That's the only TV series I could watch more than 1 time. Dexter from Another World of course. fun and sad action. amazing drama.,"October 1, 2006 (United States)"
49,6.0,4 June 2019,"Dexter Morgan isn't like other serial killers; when he was young his stepfather, a Miami homicide detective, realised something was wrong with him and instilled a moral code into him. If he is to kill he must only kill those who deserve to die; specifically killers who have managed to evade the legal punishment. When he isn't killing killers he works as a blood splatter analyst for Miami Metro police's homicide department. Over the course of eight seasons a variety of killers threaten the people of Miami... typically one main serial killer per series plus several minor killers Dexter needs to deal with. He is also in a relationship with the mother of two children from a previous abusive relationship and has a step sister, Debra, who is an officer in the same police department.

Dexter is obviously the most important character but Debra comes a close second. There are also the other members of the homicide department, and his step father... the latter might seem a little odd as he died before the series started. He doesn't only appear in flashbacks but frequently Dexter converses with him; as though in an inner monologue with his conscience.

I really enjoyed this series; normally when working through a box set I'd take a break between seasons but here I watched it straight through. Dexter is a great central character; given what he does we should hate him but Michael C Hall does a great job making him sympathetic... of course it helps that his victims are worse than him. Jennifer Carpenter is equally good as his foul-mouthed sister; a more emotional character who provides a great balance to Dexter. The other key characters are all good and nicely varied; Rita, the girlfriend with an abusive ex; Lt. Maria LaGuerta, the boss who plays office politics; Vince Masuka, the hilariously perverted pathologist and Sgt Doakes, an officer who thinks there is something wrong with Dexter, to mention just a few. Given the subject matter it is hardly surprising that it is often very bloody and violent. There is also strong language, mostly from Debra, that might offend some viewers. The story plays out really well with elements that feature in just one episode; season long plot strands and character development that takes place over all eight seasons. There are quite a few twists and some real surprises. Overall I'd say this won't be for everybody but if you enjoy crime drama which is gripping and at times darkly funny this is a must see.","October 1, 2006 (United States)"
50,9.0,30 August 2020,"Been on my radar for more than a decade. Jus finished watching all the 96 episodes in 30 days on Amazon Prime. It ain't a record but the addiction with the character Dexter made it possible for me n the other factor is the lockdown.

The character Dexter is a lovely manipulator wher he acts accordingly to the situation. A true psychopath.

This series will make u ask q whether the character is truly living a double life of that of a serial killer n that of a family man working for the Miami homicide department as a forensic expert.

Although some of the scenes r far fetched, the series is very intriguing n captivating n that is only cos of the character Dexter played very well by Michael C Hall.

Many fans were upset at the finale episode but i think the conclusion is fair. The finale stayed with me for days. It is surrealistic n poignant. It may haunt fans of Dexter Morgan.

The ethereal guitar music, the double life of Dexter, the dark humor, the camaraderie between the siblings n the talking of Dexter with his dead father is amazingly done.

The dark humor is hilarious. Ther were times that during murder scenes i was laughing n my wife was kinda wtf.

E.g. A serial killer known as Tooth Fairy labels Dexter a sick mother*ucker.

Also when Dexter praises the same killer regarding his act near a cop's/attorney's house n the reply of the killer is hilarious.

The showdown between Dexter and Ray (horned helmet aka the Minotaur killer) is full of tension. The way Ray chases his victims in his maze before either brutally beating them or maiming them with an axe is terrifying.

The finale episode of the 4th season came as a shock. Cudnt believe my eyes. Thot mayb it is jus a dream.

Check out Christina Cox as the villainous cop, one helluva hot babe.","October 1, 2006 (United States)"
51,6.0,24 April 2020,"Nothing can be compared to this tv show. There are no words to describe. For me, the best serie ever!","October 1, 2006 (United States)"
52,3.0,25 April 2016,,"October 1, 2006 (United States)"
53,10.0,21 January 2022,"Dexter is one of the best shows I've ever seen in my life along with the sopranos Michael C Hall is PERFECT, the cast has a lot of chemistry, the writing is smart and sharp, the acting is good, the opening is an icon! Dexter is one of the most complex and well-constructed characters in Hollywood. It's a shame that the show ends up getting repetitive, but it's still good, there are some things that I find very forced (like when Deb falls in love with him)

I miss shows as well written and well acted liie dexter

But please dont watch the revival its sucks!","October 1, 2006 (United States)"
54,10.0,26 September 2013,"What a series, great series, July arrived and we all sat down to watch season 8.

At the beginning of season 8 I was hopeful, mixed emotions for characters such as Zach Hamilton and Evelyn Vogel, but overall I was enjoying it, then this finale was scheduled, so I watched it.

First of all I would like to say sorry to the people who have watched and waited for every single Dexter episode and season, as in they watched the first ever episode on its release date. Unlike me, I got the season packs and just watched from season 1 to 7. Anyway, I can only imagine what it is like to finish your 8 years of love for this series, with this finale, You would kind of feel it was a little bit wasted after all those great episodes.

The thing is with the finale is, I kind of wanted to feel sad, I couldn't because the ending was so, so, so rushed. I remember a series by the name of ""Last Resort"" Huge potential, looked great, but the final episode was rushed.

When you enjoy the majority of the previous seasons of Dexter, you kind of feel the writers are perfectly capable of doing it again for the last season. I understand that there was a change in writers for this season compared the earlier ones, The older writers must be sitting on there stacks of cash laughing down at the below par season 8. Thing is with series' its a marathon, not a sprint.

Right now there's not much we can do other than move onto the other series', however I kind of hope they just remake season 8. Someone suggested Dexter: Returns, which seemed silly but I could see a writer seeing that potential gap in the market and seizing it. I know for sure i'd watch it.

More about why season 8 was below par; The Hannah and Dexter combination was not working for me, I didn't see too much chemistry, I couldn't get myself to liking her other than the fact she's quite hot. When you look back at season 8 you can honestly say ""It's not like the previous ones"".

As much as I would love to blurt out all the spoilers and explain how horribly they are portrayed, I cant. Everyone who has completed the series knows what went wrong, and to the people who are trying to say it's actually good. No.

Goodbye Dexter.","October 1, 2006 (United States)"
55,9.0,7 January 2022,"Rewatching the original series again and it is JUST as good the second time around. The dialogues, the acting, the writing, the chemistry, it's nuts! Will turn your world upside down about what you think you know about serial killers. Dexter is flawed but we feel for him and that says volumes about the acting and casting. Just fantastic.","October 1, 2006 (United States)"
56,10.0,30 January 2016,,"October 1, 2006 (United States)"
57,10.0,24 April 2020,"One of the best series of ALL time, period! Michael C Hall is one of the most underrated actors alive He was BRILLIANT in this role, as he was in HBOs Six Feet Under! It is not often one can watch a series, over and over, and see a NEW thing each time! Hate to sound cliche' but, "" They don't make them like this, ANYMORE!""","October 1, 2006 (United States)"
58,10.0,3 January 2021,"This show is put together like a perfect jigsaw, everything fits. If you enjoy a show that has heart stopping moments and is unpredictable, then this is for you. I absolutely loved it from beginning to end. The plot of the show is unique and has you completely hooked. It is full of addictive storylines and the characters in the show are great to watch. It is stacked with masses of intense moment's and highly emotional ones too. You will not be disappointed! It is fantastic.","October 1, 2006 (United States)"
59,6.0,21 October 2009,,"October 1, 2006 (United States)"
60,8.0,1 May 2020,Just watch it i have watched this series 3 times over there is no better not breaking bad not game of thrones nothing comes close.,"October 1, 2006 (United States)"
61,7.0,28 January 2021,Just a masterpiece..! Must watch if you haven't watched it yet...!,"October 1, 2006 (United States)"
62,5.0,25 March 2022,Only negative was the last season it appeared everyone involved was ready to move on to other things. But they left and out so they could come back to it when they reliaze there is a huge market for this.,"October 1, 2006 (United States)"
63,8.0,8 February 2017,,"October 1, 2006 (United States)"
64,10.0,29 January 2022,I was obsessed with Dexter. I think they should bring it back and explain the New Blood series as a dream that Dexter had or a manuscript of a book he was writing. I think that's plausible.,"October 1, 2006 (United States)"
65,10.0,10 March 2014,,"October 1, 2006 (United States)"
