Rating,Review_Date,Review
7.0,6 August 2022,"I usually don't comment on here but this show is the best I've seen in my life. And I've seen a lot of shows. The setting, character development and the actors... everything is pitch perfect. I'm on my fourth run through this show and I still love it. There's no other show out there I can watch this many times and still be excited. The dynamic between Walter and Jesse is awesome. I will watch this show once a year and I never get bored. Forget about the hyped shows you'll only watch once. This is the one and only you should watch right now If you haven't already. The only show that got me this excited in the last decade was Dark.

Just look at the rating for breaking bad and you'll know what's up. Not many shows can hold up this rating for so long."
5.0,12 February 2014,"This is a hard show to review. The first few seasons were incredible but I feel that they dragged it out too long. As the weeks go by I found myself thinking ""really, there are 5 seasons of this"". I am truly diverse in my tastes and don't get offended very easily at all. I love gore, gritty, sci-fi, fantasy, comedy, romance, animation. You get the picture I really do not discriminate and instead judge on it's merits. But I found that Breaking Bad exhausted me. Five seasons of disgusting, corruption, ferralness, deplorable human behaviour took it's toll on my level of appreciation for this show. If it had been shorter I would have enjoyed it more. I know it was revolutionary and truly realistic but in the end I despised it for being great and the fact that I had to see it through to the end.

I know people will think I am mad for writing this but does a show that is fantastic but sucks the soul and heart out of you make for as good TV as everyone believes; or was everyone else too caught up in the hype to admit their true feelings about Breaking Bad."
10.0,19 May 2014,"People are STILL talking about Breaking Bad, long after the series finale, and I just wanted to write a bad review partly out of spite, but mostly out of confusion. I'm confused by the seemingly universal love for this show...

I'm a big film/television fan, and I love large-scale, epic drama more than my own mother, but Breaking Bad just never really did it for me. I have watched every episode of Game of Thrones at least 4 times, and I could watch them again without nodding off once, but I struggled to make it through a season of BB spread out over the course of a month. It became a chore to watch it, like it was obligatory.

I will give credit where it's due, and say that Bryan Cranston gave a phenomenal performance.

That being said, outstanding performances are in no short supply in television these days, and they can be found in series that are - wait for it - more original. Yes, this series is praised for its originality, but the ""middle class parent turned drug dealer"" bit has been done before. Granted, not to the scale of BB, but the premise IS unoriginal."
10.0,9 December 2022,"I have never watched any series which depicts emotions so exactly through camera angles, dialogues, screen play, perfect story line other than ""Breaking Bad"". We all are lucky enough to be born to watch series like this. Teaches us loyalty, family love, pain and many more things.

More than anything this series teaches people to live life the different way and changes people mindset towarss life.

There are scenes which will stay with you forever after this series and it will change the way you watch TV Series and life for that matter.

I don't think I will ever see any series which will be better than this.

Perfection!"
10.0,12 January 2014,"If you are among the few who haven't seen it yet: believe the hype, it really is THAT good. Breaking Bad may not depict reality the way 'Generation Kill' or 'The Wire' did - but then it's not about that, either. From an artistic point of view - performances, writing, direction, camera, music - this show is every bit as good as the other two mentioned above, but unlike those, 'Breaking Bad' just wants to entertain and therefore enjoys a lot more creative freedom.

The show plays like the daydream fantasy of any underachieving, struggling middle class family man who's had to bury all his dreams (I mean: who wouldn't want to be a meth-kingpin for a little while?), before it turns into a nightmare. One could almost say that 'Heisenberg' is Walter White's 'Tyler Durden'(for those who don't get the reference: watch 'Fight Club' - you won't regret it).

For pure entertainment value, this is simply the best show I've ever seen. Every single one of the main characters has already reached the status of a screen icon - when does that ever happen?! Most fun I've ever had watching a TV-show and an instant classic."
10.0,9 November 2021,"Breaking Bad feels like fever dream. A really REALLY good fever dream. The directing is absolutely perfect. The characters bounce off each other in this really well done way. I can really feel the true emotion and pure character coming from each one. I can feel the greed, lust, money hunger animals each of these characters are. There are no true heroes in this story (except hank I love u)."
10.0,12 August 2021,"Nothing compares. Nothing comes close.

I may currently be on my 20th dose of this show and it's still as addictive and beautiful as the first time."
10.0,20 May 2019,"I was waiting to see how GOT ended. It should be the greatest but they failed miserably in the finale season especially the last 3 (mainly the finale) episode.

Writers need to take notes and be more like breaking bad. They had they ending planned out from the begging. They didn't try and build a massive brand or following behind the show and extend their seasons to do so. They stuck with their plan and created the greatest show we may ever see.

Thank you for existing.
1,331 out of 1,628 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
10.0,5 May 2021,
10.0,24 June 2021,
7.0,13 October 2019,"If there is any show deserves a 10/10, it's Breaking Bad, Simply the greatest."
4.0,29 January 2015,
10.0,15 February 2021,"If i say that it was good , but not excellent , every fan will try to kill me , but it's my opinion"
10.0,14 December 2017,"It's already famous, to me this is an average TV show. Lack of suspension & excitement, terrible Spanish, non realistic character development and horrible ending. They extend a short story by adding lots of camera details and spinning the story. For DEA character, how can be any DEA agent that much dumb?

It's more like a family TV show, lots of emotional scenes."
10.0,13 March 2008,"I probably haven't been hooked to a TV show like I am to Breaking Bad before. This beautiful piece of art is incredibly well written and directed, furthermore the actors are doing a tremendous job! I've read a few remarks about the pace of the show, saying it is too slow. I completely disagree, there are so many aspects which get their place in the series, every single one in its own way and it would be horrible if we'd see a too fast paced show containing ridiculous cliffhangers like we see them on the major networks. Because this way you can entirely fall in love with the show, the characters and every tiny detail of the story and the best part of it, it is unbelievably addictive and makes you starve for more week after week!

10/10

Kudos to Mr. Gilligan, kudos to Mr. Cranston and kudos to everyone else who's making a contribution to this show!"
10.0,6 December 2022,This show was easily a cinematic masterpiece its the best show I watched. From the cinematography to the songs used it's the best. It starts slow but if you give it a chance it speeds up and gets more action-packed. Almost every episode is good. One episode 3x10 is pretty slow but almost every episode is great and it is easily one of the best shows of all time beside better call Saul. I highly suggest watching this show and the rest of the breaking bad universe. I recommend watching the breaking bad universe in this order: 1. Breaking Bad 2. El Camino (Movie) 3. Better call Saul This order is the best for the storyline of the breaking bad universe and if you watch this show you will easily love it. Everything about the show is perfect all the actors are less well known and Aaron Paul had no prior acting experience but still played one of the important characters of the show and he even hung out with drug addicts to have real experience and to act his role perfectly.
10.0,17 May 2010,
10.0,3 March 2023,"This serie is unique. This is somehow realistic and amazing also. Even if you're going to watch for find the flaws, I bet you can't find real major flaws in this serie. You know some people are just tries to find nonsense things in contents. (I mean in a movie or TV show) They are hard to pleased but even those people can enjoy this serie, because they really can't find one easily.

I don't know how Vince Gilligan think this serie. It is real complicated and amazing story. He's a true genius that deserves so much more. He shared the golden age of TV Shows with Game of Thrones. It is best crime, drama TV series possible. And it ended with the best way possible.

The actings are quite remarkable. I don't know how we were'nt know the name Bryan Cranston, I don't know how he didn't became a big star before this show. Giancarlo Esposito, Aaron Paul, Anna Gunn Jonathan Bakns and Bob Odenkirk is also pretty amazing. Nearly all cast did a perfect job.

Cinematography is so good in this serie. Not only looks great but also brings realistic style with that shaking camera sequences. You feel the moment with silence.

Costume Design is also underrated. Did you know that characters has his own colors that reflects his personality? I know, it isn't a secret, many people know that but it really is something great.

Also makeups are pretty good, did you know Bryan Cranston had hair when he's bald? Yes there was hair behind that. I know it's not that hard thing to do, It's not magic. But also wounded characters are too realistic. Especially Jesse's wounded face."
10.0,27 June 2017,"Drug wars, meth, the lot. I thought no thank you. I kept hearing how good it was and I kept saying: ""No thank you"" Last January I got sick, one of those illnesses you can't quite figure out. Maybe it was pre and post election depression, I don't know. But I stayed in bed for almost 10 days and then it happened. I saw the first episode and I was immediately and I mean immediately, hooked. I saw the entire series in 9 days. Voraciously. Now I had time to reflect. Why I wonder. When I think about it the first thing that comes to mind is not a thing it's Bryan Cranston. I know the concept was superb as was the writing but Bryan Cranston made it all real. His performance, the creation of Walter White will be studied in the Acting classes of the future. He is the one that pulls you forward - as well as backwards and sideways - then I realized that his creation acquired the power that it acquired, in great part thanks to the extraordinary cast of supporting players. I could write a page for each one of them but I'm just going to mention Aaron Paul. I ended up loving him. I developed a visceral need to see him find a way out. Well, what can I tell you. I know that one day, maybe when my kids are old enough, I shall see ""Breaking Bad"" again. I can't wait."
7.0,6 December 2022,"I binged breaking bad, worst mistake of my life, never binge a good show! Especially not breaking bad, binge it when rewatching, same experience. You can binge something multiple times, but you can only experience the show once. Anyways, on to the review.

What hasn't been said about breaking bad? It's an absolute masterpiece that pretty much everyone has watched. It starts off with an insignificant highschool chemistry teacher and ends with a ruthless drug lord (hopefully not spoiling too much here). But this is not only the story of a broken man, what many (I think many people anyway) fail to acknowledge is the team that worked on breaking bad, the progression of the writing. The first season is a pretty good crime drama about a chemistry teacher breaking bad, nothing special. However, when you get to the last season, every goddamn frame is a breathtaking painting.

If you're putting off watching this: I'm not going to urge you to watch it. Take your time, but still do watch it obviously.

Breaking bad is what art is meant to be, a birth and a death. It was made with passion, not an endless money grab like the sitcom. I know it's been said over and over, but death is what makes birth meaningful and beautiful. Season 1 was good, but you need to watch the finale to fully appreciate the beginning. Breaking bad is the story of a man, but do not mistake it for a tragedy. It is simply the legacy of a prideful man. We all want our stories heard, we all want to live on in others, we are all desperately human. I simply ask you to keep the story of breaking bad going, watch the show and be grateful for Vince Gillian's creativity."
5.0,8 December 2022,"Spoiler free review of this and i am utterly shocked by how good this show was. Season 1 started off slow so dont drop the show so quickly, this show becomes one of the greatest shows of all time and my favourite show.

It really dives deep into Walter Whites character and his development throughout the show. He starts off as a boring high school Chemistry Teacher with cancer to a Drug Lord Millionaire. Another great part about this show is its Cinematography the shots and camera angles placed by Vince Gilligan are gorgeous and beautiful. And dont get me started on the acting, the acting for this show is absolutely amazing and gut wrenching. To Parents: DO NOT WORRY, This show isn't bad for children who are 13+ however, make sure that your child is VERY mature going into this show. Most of the sexuality is in season 1 and is almost completely gone by season 3-5 in fact, Season 5 has no sexuality, The Gore however is quite frequent and sometimes graphic Mostly in season 1 and 4 with Season 4 Eps 1 being the most brutal eps in the show but you can just close your eyes if you cant watch it. Season 5 is the most saddest season and has loads of intense scenes. This show might be a little Mature for the younger audience but it tells a magnificent story and you should definitely give it a go."
10.0,23 April 2020,"Ok, so while it isn't quite the holy grail it's made out to be, 'Breaking Bad' is a solid series. I give it a concrete 7. It is well worth watching. It absolutely IS a good series. Just allow for a steady stream of implausible moments throughout the series where various story points just aren't remotely believable. Enjoy the good (there is plenty), and look over the ludicrous (there is plenty). Enjoy the show."
10.0,29 September 2024,"In 29/9 and same time this Date is Final Episode Day ( Filena ) This is The Best Tv Show I have ever had season one a little slow like season two and season three but seasons four, Season Five Was Perfect Very Good Character have in this TV Show Like Walter White, Giancarlo Esposito, Mike, Hank And Jesse I Love All Of Them What'a Story Breaking Bad in My Heart And Stay in My Brain Forever I Will Miss This Tv Show Coming Soon But The Good Point is I'm not saw Better Call Saul Next Up is Better Call Saul I'm Happy to See The Best TV Show Ever This Date For My Is Very Special 29 9 2024 At 5:30AM I Awake To Watch Filena Final Episode Thank You Breaking Bad I Love You."
10.0,1 July 2015,
10.0,11 October 2022,"Where do I even begin? The writing is near perfect, the actors and characters are all amazing, the over-arching story just gets only better and better. This show is just a bullet train, this just goes and refuses to stop. It pulls no punches, everything that happens has all the impact. And honestly, there isn't a single bad episode. Every episode, yes even ""Fly"", serves a purpose, and honestly, shouldn't be skipped over upon first viewing. And for a show that ended in 2013, it's still relatively popular and beloved among people. Everyone I know still loves the show and loves it to death.

There isn't much else to say, other than that this show is perfect. 10/10."
9.0,26 February 2009,"BREAKING BAD:Season One explodes like a sucker punch to the gut, and is nothing short of mind-blowing. The pilot for this series is a definite ""Must See"", and stands with the greats of Action/Adventure Television and Cinema. This segment begins at such a giddy peak, that you think the only way forward would be to tell the tale as a long flashback. However, through a marvelous piece of editing and writing, the plot miraculously moves forward from that point. Bryon Cranston's idiosyncratic performance is a joy to behold. He embodies a man who is against a rock, and an even harder place, who has no other option but to throttle his higher aspirations and grimly carry on. His solace and validation in middle-class morality and virtuous conduct is long gone. I eagerly look forward to more of this ambitious, entertaining series.
805 out of 1,077 found this helpful. Was this review helpful? Sign in to vote.
Permalink"
10.0,11 March 2009,"I have to echo another reviewer on here and say that as of the past many years I have not watched television, save PBS, Discovery, or History channel. And the news, of course. There has been nothing except The Sopranos and Family Guy in the realm of series that warranted my attention. Almost everything out there is stupid drivel that insults the intelligence of educated human beings.

But Now !! Now we have Breaking Bad !!!

All I can say is: HOLY S**T !!! This is the best television series I've ever seen, and really goes into the realm of feature films as well, as far as being in my top ten. I cannot think of anything as of late that punched me in the face like this show did. I absolutely love it. If you have not seen it, do yourself a HUGE favor and rent the first season so you'll know what's going on, and you can see the transition of the characters. This show is beautifully written with plot twists coming in refreshing ways, and at just the right times. Some of what is shown I was surprised they put it on television,... and that's a great thing !! The acting is brilliant, and the themes are amazing, timeless and timely, and are presented to us in thought provoking ways that leave me pondering philosophical ideas long after the show is over. Yeah, this is a TV series !!! On AMC !! Hard to believe. This is one I'm raving about to everyone I know, and hope keeps going for a long, long time !!! Thanks to everyone involved with this genius show !!!"
10.0,7 December 2020,
10.0,21 January 2008,"The age of Bryan Cranston has returned. Once universally lauded for his work in Malcolm In The Middle, there had yet to be a good vehicle for this man's particular talents. He has that rare gift of generating sympathy and manic-energy at the same time.

For those that would be content to label this show a Weeds knock-off, bear in mind that Breaking Bad is a new kind of monster. It touches on the very same themes, ""living realistically as a middle class in the United States"" which often makes us resort to extremes to survive. Like the mother and daughter team that robbed that bank. But the weed selling antics of Showtime's hit show is really nothing like ""Bad."" The Pilot was about as perfect a Pilot as I've ever seen, and much of it rests on Bryan Cranston's shoulders.

Cranston plays Cheimstry teacher Walter White. He has a loving wife, a child with Cerebal Palsy and another is on the way. He also happens to be dying from an inoperable lung cancer situation, which happened although he ""never smoked."" His finances in disarray, the once great student of science turns to crime to solve his problems.

He cooks Crystal Meth with a good for nothing ex-student. From the antics of the first episode, the show is leading towards a dark place, but a place of truth. This is a no nonsense black comedy.

For people that love Tarantino or the Coen's, this might be your cup of tea."
6.0,9 August 2021,"Everything from the subtle details, to the unmatched writing and the perfect cast, to the very beautifully shot scenes. It may very well be the best Tv-show out there. The story, even with some creative liberties, is well grounded, believable and feels very real. The show, unlike others, ages like fine wine. The more you watch and the longer you sink in the better it gets. I can think of few series which grow stronger and better every season. It's not only worth sinking your teeth into, it's worth eating. Breaking Bad is a timeless piece and it will stand even long into the future, and will forever be one of the best Tv-shows to ever come out."
5.0,21 February 2020,"The best series I have seen in my whole life, even better than the wire."
10.0,30 December 2023,"This is the rudest and best TV series I've watched. And he is rude not in terms of cruelty (although there is also enough of it here), but in terms of narration, this story itself is already terrifying, especially when after watching you review season 1 and remember how you thought that everything was already bad here...

Walter White is objectively one of the most charismatic and well-researched characters in the history of cinema, Gustavo Fring, who appeared in the future, is one of the most memorable antagonists, and so on. You can write something about each character, but the point is the same - they are all worked out as much as possible and it will be interesting for you to observe the development of their character throughout the seasons.

Regarding the seasons, this series is one of the few examples where the further the better, and not the other way around. 62 episodes are not repulsive, on the contrary - when they end, it will be sad.

In the development of the story, we will see Walt's alter ego ""Heisenberg"" becoming more and more open.

I think the end of the series is brilliant and, if not the best, then one of the best in history, everything is so worked out...

I don't think it's worth describing anything else. This show is on the 1st place in the top and therefore you just have to watch and enjoy its greatness."
10.0,21 March 2021,"Pros: well cast, great acting and mostly highly entertaining. Lots of interesting characters, fun moments and once in a while: great action. Cons: To keep the drama rolling, the writers want us to accept characters that act like morons on a regular basis, and perpetually make decisions that make little to no sense on any level. It's not only infuriating but very quickly gets tedious. The two main characters seem to be hellbent on sabotaging themselves for no other reason than moving the story forward. It's annoying, mostly because it should be unnecessary if you have competent writers. Entertaining escapism for sure. Deserving a 9.5+ score? Sorry, no."
10.0,25 March 2020,"The caveat here is that I only made it through 1 season and a couple episodes of season 2 then had to quit. I really tried to like this show but my god is it boring. I've heard the show gets really good in the later seasons but you shouldn't have to watch 10-15 hours to ""get to the good stuff"". I honestly don't get it. Aaron Paul is a horrible actor too, it's honestly cringeworthy. Someone please tell me what I'm missing. Oh one more thing- I don't want to see Bryan Cranston force himself onto his wife anymore, I almost puked"
10.0,19 March 2021,"To be honest I liked only the last season. The plot is so obvious. I also don't like the characters, Walter's evolution is incredible but the character is so hateful!! Jesse is so stupid and Skyler is annoyng."
10.0,6 January 2024,"Being able to finish the entire show in a week and a half is a testament to how tightly written, engaging and easily binge-able it is. Some of the most fascinating character studies you'll ever see. You can't help but get invested in the different characters' journeys and the overarching story. The storytelling is impeccable and the dialogue between characters is dynamic and engaging. At times, very intense and other times funny. The acting is some of the best you'll ever see. There's a reason why so many of the actors either won or were nominated for awards. The cinematography is poetic. An iconic and unforgettable show. Breaking Bad is without a doubt one of the best, if not, the best show of all time. An unstoppable, immovable force of cinema that demands to be watched, and maybe even re watched. If you've never watched Breaking Bad, do yourself a favor. Climb out from under the rock you've been living under and give this show a watch. Believe me, you won't regret it.

There's moments in this show that are truly unforgettable, that stick with you forever. The way they create tension and build up certain scenes is incredible. A lot of very clever and brilliant ideas were thought of for this show. From the cinematography, the plot development, the character development, the editing, the soundtrack/songs, sound design, the titles of the episodes, the use of color, metaphors and symbolism. It's all beautifully and masterfully done. The show also covers psychological problems that men and women face. Focusing more on the psychological troubles that Walt, Jesse and Hank have to deal with. It's interesting seeing how they overcome their problems. The show also highlights the problems that can arise if men don't have their ego and pride in check.

It's amazing the way the plot progresses, the different events that happen throughout that change everything, the characters and the way they develop. It's interesting because they take a simple approach to writing the show. They don't make things complex or convoluted or ambiguous. But they also don't hold the viewer by the hand or treat them like a monkey. It's this beautiful approach to writing that makes this show one of the best. The characters are beautifully written and fleshed out. They're given so much depth and personality that you can't help but become invested in them. One of the best parts of the show is seeing how all the different characters interact with one another and how their paths interconnect with one another. It's a masterful character-driven story with depth. It's brilliant how they also do social commentary on American health care, the fast food industry, the drug industry (including the Cartel) and the legal system.

Although it can be a quite dark, gritty and violent show at times, it never gets overly bleak and always manages to lighten things up with some humor. This is one of my favorite qualities if a movie or show can pull it off. They get really creative with some of the camera work and cinematography. It's pretty terrifying how quickly his personality can change in the blink of an eye. One minute he'll be passive and calm then the next he's intimidating, confrontational and intense. His split personality is both fascinating, gripping and scary to experience. It's kind of like Dr. Jeckyl and Mr. Hyde. He ego trips like crazy and his pride is out of control. He's a manipulative pathological liar and isn't scared to make people feel inferior or bad. It was always fascinating to see when Heisenberg would come out and when Walter would just be family Walter. It's this spontaneous side of him that was always so refreshing to watch. It's crazy seeing how many people's lives he affected (and not in a good way). All the lives he destroyed or changed including his families, friends and everyone around him. Every single person that dies was a result of Walt and his actions, his choices. I mean, talk about a man becoming a monster.

Jesse is such a beautifully written character. He's definitely one of my favorites. I feel for the guy. He's put through so much at the hands of Walt and yet has a kind heart. He's also everyone's punching bag. Everyone takes out their insecurities, their frustrations, their problems on Jesse and he just has to deal with it. Such a tortured soul, and it's so sad because his parents cared so much about him. Hank was another incredibly written character. Seeing his transformation and character arc was fascinating. Hank's flaw was that he dug too deep and his was too persistent, relentless, determined and obsessed with seeking justice. He was willing to do whatever it takes to catch Heisenberg. Such a beautifully flawed and human character. And what an amazing performance from Dean Norris as well. Skyler starts out as my least favorite and most disliked character in the show, but then eventually she turns around. Mike is another character I really liked as well. Gus, Saul and even Tuco all amazing characters as well. Even Tio!"
10.0,31 October 2008,"Absolutely one of the most ground breaking bad ass shows on the screen, (pardon the pun). Definitely not for everyone but finally something that feels real.

I personally like the fact they pull no punches. I find myself pausing at the fact that I am so intrigued by this hard core street wise program, more than any of the other big name series. This one really hits home and gives a true behind the scenes look at what most would consider the bad guys. I'm not condoning the contents of the story, and I don't think the show is either, there is no glamor in what these boys are doing, but it's giving an insight to the darker side of many streets.

How the denial and desperation that can occur to the common working stand up citizen, the pillar of society that suddenly changes his moral standing in a society driven by the almighty dollar. This is pretty dam close to Fallen (Michel Douglas) but with up to date street smarts nd a lot more punch.

The characters don't over exaggerate their roles and the story line isn't filled with cleaver dialog or near to impossible feats of bravery or beating impossible odds. Just true to life screwed up events that could take place in the real world. I think they did their research on this one. Good work everyone.

I hope we get more than a second and third season out of this great crew (every one of them). From the writing and production sets to the acting, costumes, lighting, filming and originality. I've seen a few good series lost to the wrong decision makers, hope this one doesn't end up short (long live FireFly)

Chuckbytes"
10.0,8 February 2015,"It's hard for me to be super objective about this show. Over the course of 62 episodes, right from the start, for me, Vince Gilligan and his team of writers and directors crafted a piece of neo-noir-western American tragedy that almost never, if ever, lost its footing. In its story of the rise and fall of Walter White (or his fun alias Heisenberg) and how he becomes a Meth ""Emperor"" in Albuquerque during his run of lung cancer, we get all kinds of dramaturgy here. There's conflict, conflict, conflict going on in this show, always, from the familial (what do I tell my wife, Skylar, or not tell her, what doesn't she tell me, how far do the lies and deceit and horrors go?) to the more genre-leaning (how much criminals go in their crazy s***, which is established early on with the throw of the particular chemical and the ""This... is not Meth"" explosion) to the dark comedy that gives the Coens a run for their money (Better Call Saul!) - not to mention how it made Aaron Paul just as much as star as Bryan Cranston, both working actors along with Anna Gunn, Dean Norris, Betsy Brandt and Bob Odenkirk. It all... fits.

Often with a show it's easy to let things slip, even (or especially) on the great shows when it comes to character dynamics, repetition, things that can be hard to control over the space of such a long period of time. But everything is so carefully mapped out, season after season, for the unpredictable to keep happening and for the dramatic beats to gain tension and mystery. Just take how the writers set up, so patiently, over a season, the opening clues of objects and debris all outside of a house, and when you finally find out what all this is about - BAM right to the gut.

What one comes away with, outside of the tremendous performances (you might gripe that Cranston got too many Emmys, but... what didn't he deserve with every fiber of his acting bad-assery?) and the consequences that are built up for all the characters, including those we think are made of rock and steel (Mike Erhmantraut), is the world of moral terror. What is morality in this world? There isn't any. It's the Wild West, but crossed with something like, I dunno, American Beauty. What happens when you take a hardcore drug-gangster tale of suspense and warp it with dark comedy about what it means to be a man in society today, or what it means to have a family (and believe me, there are many moments that are downright haunting, harrowing to the soul that speak to this, especially as it builds and builds in its last eight episodes)? You get... this. Perfection.

I wish I could tell you there's problems with the show, but rarely can I find any. I'm sure if I dug deep enough some might be there, a cliché exploited for the drug-war scenarios or having a baby around for easy drama or theatrics. But so many times on this show you - or I should say I - get thrown curve balls that really have no other way of working out except how they do. When a moment like Walter White in his crawl space discovering a terrible revelation and going from agony to abhorrent laughter arrives, it's just one of those amazing moments of drama in any American medium. It might be throwing praise like gravy on a Thanksgiving platter, but I'm reminded of Nicholson's comment once on Kubrick: everyone acknowledges he's the man, and I still think that underrates him."
10.0,3 December 2022,
7.0,20 September 2020,Just finished watching for the second time and i cant believe how brilliant and perfect this series is Its really hard to express the brilliance there has never been anything better then breaking bad hands down to the GOAT
4.0,4 June 2021,"This is perhaps the single greatest series ever made. Problem is, everything else pales into insignificance before it; nothing will ever compare to it. It has singlehandedly ruined my past, present and future series experiences."
10.0,18 August 2019,"PERFECT

Season 1: 8 stars.

Too awesome. Such an intriguing start, especially the opening scene of the pilot. A perfect example of how to do setup while simultaneously having major plot points. You feel the tension immediately.

Season 2: 9 stars.

Amazing. Great escalation.

Season 3: 9 stars.

Wow. Continued escalation plus two of the most memorable scenes ever. Jaw-dropping moments.

Season 4: 10 stars.

I continue to emphasize how beautiful the escalation is. So much stuff happens. Major plot points regularly (something modern shows forgot how to do). And the climax/conclusion is one of the smartest examples of writing. The finale is one of my favorite episodes of any show ever.

Season 5: 10 stars.

Perfection at its finest. So smart. So amazing. Nearly every episode has as much major plot points and excitement as a normal show's season finale. Several scenes with unmatched levels of tension. The escalation is even more escalated. Best show ever.

(First 4 seasons plus first half of season 5 - 4 viewings, second half of season 5 - 3 viewings, 8/18/2024)"
9.0,19 September 2023,"Often hailed as one of the greatest TV ever made, Breaking Bad lives up to the hype. You will be hard pressed to watch a show that is as well shot, directed, acted, and written. Being a finite series, the story told feels complete, compelling, and doesn't drag out into unnecessary and disappointing filler episodes. Every minute of this series is masterfully crafted and designed to encapsulate the viewer into a once in a lifetime experience. Instantly becoming a classic must-watch show, I cannot name anything that I would have wanted different. If you haven't yet seen it, you've been missing out and I hope you take the time to experience such a perfect show."
10.0,27 March 2018,The plot line is great... the acting is good... it has all the makings for a great show but for me it was just so dark and depressing I can't call it a favorite.
